sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
"263","263화","RA-048","동료 목표 수용·지구 선두전 진입","회귀 전 기억과 달라진 페레즈를 받아들이는 내적 전환 뒤 전반기 기록·부상자·트레이드 평가를 넓게 정리한다. 마지막에는 전문가 전망을 통해 모든 장기 변수를 애틀랜타 3연전 첫 경기로 압축한다.","5","5","6","9","4","9","7","6","보상 범위=동료 성장·시즌 경쟁. 윤주혁은 과거의 홈런왕 이미지 대신 지금의 페레즈가 세운 꿈을 존중하고, 부상자가 많은 워싱턴을 애틀랜타와 1경기 차 지구 선두 경쟁까지 끌고 간다.; 회귀 전 기억과 달라진 페레즈를 받아들이는 내적 전환 뒤 전반기 기록·부상자·트레이드 평가를 넓게 정리한다. 마지막에는 전문가 전망을 통해 모든 장기 변수를 애틀랜타 3연전 첫 경기로 압축한다."
"264","264화","RA-048","선두전 첫 타석 탐색","두 팀 전력과 불펜 차이를 실제 선수 이름으로 정리한 뒤, 0대0의 두 번째 타석을 공 하나씩 분해한다. 첫 잘 맞은 공이 수비에 잡힌 결과를 품고 다시 슬라이더를 강하게 파울로 만들지만 승부 결과는 지급하지 않는다.","7","3","8","9","6","4","6","4","보상 범위=정보·한 타석 진행. 마홀름의 컷패스트볼·투심·슬로 커브 운용과 애틀랜타 수비 위치를 첫 타석과 두 번째 타석에서 읽어 낸다.; 두 팀 전력과 불펜 차이를 실제 선수 이름으로 정리한 뒤, 0대0의 두 번째 타석을 공 하나씩 분해한다. 첫 잘 맞은 공이 수비에 잡힌 결과를 품고 다시 슬라이더를 강하게 파울로 만들지만 승부 결과는 지급하지 않는다."
"265","265화","RA-048","선제 홈런·불펜 동점 비용","전 회차에서 미룬 다섯 번째 공을 걷어낸 뒤 63마일 커브를 기다려 홈런으로 바꾸고, 한 점을 짐머맨이 일곱 이닝 동안 보존하게 한다. 8회 한 구로 균형을 되돌린 다음 소리아노의 무딘 변화구를 3루 시점에서 포착해 다음 위기를 건다.","8","7","8","6","9","6","8","7","보상 범위=한 타석·경기 리드. 윤주혁의 시즌 16호 솔로포와 조던 짐머맨의 7이닝 무실점으로 1대0을 만들지만, 클리파드가 헤이워드에게 동점포를 맞아 승리 지급은 유예된다.; 전 회차에서 미룬 다섯 번째 공을 걷어낸 뒤 63마일 커브를 기다려 홈런으로 바꾸고, 한 점을 짐머맨이 일곱 이닝 동안 보존하게 한다. 8회 한 구로 균형을 되돌린 다음 소리아노의 무딘 변화구를 3루 시점에서 포착해 다음 위기를 건다."
"266","266화","RA-048","1차전 역전패·2차전 마지막 추격","소리아노의 실투와 킴브럴의 삼자범퇴로 첫 경기의 한 점 리드를 완전히 회수한다. 다음 날 선발이 다섯 점을 내주는 추락을 반복한 뒤 두 중심 타자의 홈런으로 다시 한 점 차를 만들고, 9회 최강 마무리가 걸어 나오는 순간에 결말을 멈춘다.","9","6","9","5","9","7","9","6","보상 범위=개인·동료의 경기 추격. 1차전은 댄 어글라 결승포로 1대2 패배하지만, 2차전 0대5에서 윤주혁 3점포와 페레즈 솔로포가 4대5까지 좁힌다.; 소리아노의 실투와 킴브럴의 삼자범퇴로 첫 경기의 한 점 리드를 완전히 회수한다. 다음 날 선발이 다섯 점을 내주는 추락을 반복한 뒤 두 중심 타자의 홈런으로 다시 한 점 차를 만들고, 9회 최강 마무리가 걸어 나오는 순간에 결말을 멈춘다."
"267","267화","RA-048","3차전 무실점 압박·선취 연결","2연패와 킴브럴에게 막힌 타선의 기억을 윤주혁의 101마일·연속 삼진으로 밀어낸다. 0대0을 오래 유지한 뒤 하퍼의 풀카운트 밀어치기로 선취점을 주고, 바로 다음 윤주혁의 큰 타구를 공중에 띄운 채 결과를 유예한다.","8","7","9","5","10","8","8","7","보상 범위=경기 선취·팀 관계. 윤주혁이 5회까지 10탈삼진 무실점을 쌓고, 스판의 3루타를 하퍼가 적시 2루타로 불러들여 처음 한 점을 지원한다.; 2연패와 킴브럴에게 막힌 타선의 기억을 윤주혁의 101마일·연속 삼진으로 밀어낸다. 0대0을 오래 유지한 뒤 하퍼의 풀카운트 밀어치기로 선취점을 주고, 바로 다음 윤주혁의 큰 타구를 공중에 띄운 채 결과를 유예한다."
"268","268화","RA-048","전반기 결산·올스타 강제 휴식","애틀랜타전 이후 하퍼 부상과 순위 격차를 전반기 기록표에 나란히 놓아 팀 비용과 개인 보상을 분리한다. 무릎을 지키기 위해 올스타 경기를 포기한 뒤 홈런더비와 모리스·조브리스트·맷 무어 만남으로 완급을 낮추고, 마지막에 은퇴한 브라이언 무어를 등장시킨다.","6","8","5","10","4","9","7","9","보상 범위=전반기·개인 지위·회복. 타율 0.342, 29홈런, 88타점과 13승·185탈삼진으로 올스타 최다급 지지를 받지만 경미한 무릎 자극 때문에 출전은 쉬고 옛 탬파 동료들과 재회한다.; 애틀랜타전 이후 하퍼 부상과 순위 격차를 전반기 기록표에 나란히 놓아 팀 비용과 개인 보상을 분리한다. 무릎을 지키기 위해 올스타 경기를 포기한 뒤 홈런더비와 모리스·조브리스트·맷 무어 만남으로 완급을 낮추고, 마지막에 은퇴한 브라이언 무어를 등장시킨다."
"269","269화","RA-048","관계 휴식·후반기 전력 재계산","브라이언의 연애 농담과 한유라 메시지로 긴 시즌의 압력을 잠시 풀었다가, 올스타전 패배로 잃은 월드시리즈 홈 이점과 8월 순위표를 길게 제시한다. 짐머맨 복귀의 희소식에 하퍼 두 달 지연과 페레즈 자리 충돌을 붙여 결론을 회의로 넘긴다.","6","5","7","10","3","9","7","6","보상 범위=정서적 관계·회복·전력 복귀. 한유라와 꾸준히 연락한다는 사적 연결과 무릎 휴식을 얻고, 팀에는 라이언 짐머맨의 예상보다 빠른 복귀가 온다.; 브라이언의 연애 농담과 한유라 메시지로 긴 시즌의 압력을 잠시 풀었다가, 올스타전 패배로 잃은 월드시리즈 홈 이점과 8월 순위표를 길게 제시한다. 짐머맨 복귀의 희소식에 하퍼 두 달 지연과 페레즈 자리 충돌을 붙여 결론을 회의로 넘긴다."
"270","270화","RA-048","페레즈 좌익 전환·한국인 선배와 완급","신인왕 수치와 수비 적응을 통해 포지션 충돌을 실용적으로 풀고, 완전체에 가까워진 타선의 상승세를 짚는다. 이후 식사 자리에서 가장 노릇의 부담을 농담으로 낮추고 추신우·류현준까지 같은 리그에서 잘하는 현실을 관계 보상으로 확장한다.","5","6","4","9","5","9","7","7","보상 범위=팀 배치·동료 성장·정서. 짐머맨을 1루, 페레즈를 좌익으로 두어 두 타자를 모두 살리고, 윤주혁은 신시내티 원정에서 추신우와 순위·FA·한국 선수 성과를 편하게 나눈다.; 신인왕 수치와 수비 적응을 통해 포지션 충돌을 실용적으로 풀고, 완전체에 가까워진 타선의 상승세를 짚는다. 이후 식사 자리에서 가장 노릇의 부담을 농담으로 낮추고 추신우·류현준까지 같은 리그에서 잘하는 현실을 관계 보상으로 확장한다."
"271","271화","RA-048","막판 완전체 반격·포스트시즌 좌절","추신우와의 잔잔한 대화에서 한 달을 빠르게 흘려 모든 주전의 복귀와 상승세를 만든다. 애틀랜타에 7득점 승리와 5대0 승리를 지급한 뒤 스윕 실패·신시내티 승리·콜로라도 투수진 붕괴를 연달아 놓아 짧은 경기 보상이 긴 시즌 보상을 구하지 못한 낙차를 만든다.","8","6","3","7","9","8","9","5","보상 범위=경기 두 승·시즌 실패. 하퍼의 2연타석 홈런과 윤주혁의 애틀랜타전 8이닝 무실점 14탈삼진으로 마지막 희망을 살리지만, 콜로라도 2연패로 포스트시즌 진출은 무산된다.; 추신우와의 잔잔한 대화에서 한 달을 빠르게 흘려 모든 주전의 복귀와 상승세를 만든다. 애틀랜타에 7득점 승리와 5대0 승리를 지급한 뒤 스윕 실패·신시내티 승리·콜로라도 투수진 붕괴를 연달아 놓아 짧은 경기 보상이 긴 시즌 보상을 구하지 못한 낙차를 만든다."
"272","272화","RA-048","첫 가을야구 탈락 확정·관전자 전환","남은 승수 계산과 최종 순위표로 시즌 희망을 닫고, 곧바로 두 리그 와일드카드 단판의 다른 긴장을 길게 따라간다. 탬파의 연장 패배와 신시내티의 대패 뒤 디비전시리즈 결과를 압축해 우승 경쟁의 바깥으로 물러난 감각을 남긴다.","5","3","5","10","3","7","9","4","보상 범위=시즌 실패·장기 학습. 워싱턴은 애틀랜타에 7경기 뒤진 지구 2위로 윤주혁 커리어 첫 포스트시즌 탈락을 확정하고, 그는 탬파와 추신우의 단판 탈락까지 관전자 자리에서 본다.; 남은 승수 계산과 최종 순위표로 시즌 희망을 닫고, 곧바로 두 리그 와일드카드 단판의 다른 긴장을 길게 따라간다. 탬파의 연장 패배와 신시내티의 대패 뒤 디비전시리즈 결과를 압축해 우승 경쟁의 바깥으로 물러난 감각을 남긴다."
"273","273화","RA-049","2013 개인상 대결산·2014 체제 재편","다른 팀의 월드시리즈 결말로 팀 실패를 한 번 더 확인한 뒤 윤주혁의 투타 수치와 각 상을 차례로 지급해 개인 보상의 층위를 분명히 한다. 보육원·가족·하퍼와의 비시즌을 거쳐 선수단과 코칭스태프 개편으로 이동하고, 신임 감독에 대한 한 인터뷰가 팬 여론을 바꾸는 데서 닫는다.","3","10","5","10","3","8","9","10","보상 범위=시즌·커리어 역사. 타율 0.349·47홈런·139타점과 20승2패·평균자책점 1.65·316탈삼진으로 투타 트리플크라운을 동시에 달성하고, NL MVP·사이영상·3루 골드글러브·실버슬러거·행크 애런상을 받는다.; 다른 팀의 월드시리즈 결말로 팀 실패를 한 번 더 확인한 뒤 윤주혁의 투타 수치와 각 상을 차례로 지급해 개인 보상의 층위를 분명히 한다. 보육원·가족·하퍼와의 비시즌을 거쳐 선수단과 코칭스태프 개편으로 이동하고, 신임 감독에 대한 한 인터뷰가 팬 여론을 바꾸는 데서 닫는다."
"274","274화","RA-049","새 감독 건강 관리·개막전 복수 준비","신임 감독의 첫 훈련을 계약액·선수별 상태·부상 예방 원칙으로 구체화하고, 사무실 불이 꺼지지 않는 밤으로 책임을 체감시킨다. 개막 상대가 지난해 선두를 빼앗은 애틀랜타로 정해지자 락커룸의 복수심과 윤주혁의 불펜 피칭으로 실전 온도를 올린다.","5","6","7","8","6","9","7","8","보상 범위=계약·팀 준비. 윤주혁은 연봉조정 전에 2,400만 달러를 받고, 루크는 주전들의 건강과 차선책을 관리해 부상 없이 애틀랜타 개막전까지 데려간다.; 신임 감독의 첫 훈련을 계약액·선수별 상태·부상 예방 원칙으로 구체화하고, 사무실 불이 꺼지지 않는 밤으로 책임을 체감시킨다. 개막 상대가 지난해 선두를 빼앗은 애틀랜타로 정해지자 락커룸의 복수심과 윤주혁의 불펜 피칭으로 실전 온도를 올린다."
"275","275화","RA-049","개막전 투타 지배·퍼펙트 도전 진입","장기계약과 최고액 전망이라는 긴 커리어 압력을 개막 한 경기로 좁히고, 75마일 커브·83마일 파워커브·100마일 속구의 첫 타자 배합으로 실전을 연다. 5대0까지 벌어진 뒤에도 출루가 하나도 나오지 않자 타선 침묵의 반복 자체가 퍼펙트 긴장으로 바뀐다.","8","9","9","7","10","7","9","9","보상 범위=개막 경기·시장 가치. 윤주혁이 첫 타석 3점 홈런으로 리드를 만들고 7회까지 애틀랜타 타자 누구도 출루시키지 않아 평범한 첫 승을 역사 도전으로 격상한다.; 장기계약과 최고액 전망이라는 긴 커리어 압력을 개막 한 경기로 좁히고, 75마일 커브·83마일 파워커브·100마일 속구의 첫 타자 배합으로 실전을 연다. 5대0까지 벌어진 뒤에도 출루가 하나도 나오지 않자 타선 침묵의 반복 자체가 퍼펙트 긴장으로 바뀐다."
"276","276화","RA-049","퍼펙트 마지막 한 아웃 압축","홈팬의 체념과 워싱턴 팬의 노래를 교차시키며 남은 아웃을 하나씩 소모한다. 이미 19탈삼진이라는 기록 수치를 제시하되 최종 지급은 미루고, 통산 무안타 투수 마이클 재키가 마지막 타석에 서는 장면으로 극단적으로 좁힌다.","10","8","10","6","10","8","10","9","보상 범위=경기 기록 진행·구단 신뢰. 수비진과 라모스의 도움으로 8회와 9회 첫 두 타자까지 출루 없이 지워, 개막전 퍼펙트와 역대 퍼펙트 최다 탈삼진을 아웃 하나 앞에 둔다.; 홈팬의 체념과 워싱턴 팬의 노래를 교차시키며 남은 아웃을 하나씩 소모한다. 이미 19탈삼진이라는 기록 수치를 제시하되 최종 지급은 미루고, 통산 무안타 투수 마이클 재키가 마지막 타석에 서는 장면으로 극단적으로 좁힌다."
"277","277화","RA-049","개막전 퍼펙트 역사 결산·하퍼 공백 발생","마지막 타석을 공 하나씩 치러 역사상 첫 개막전 퍼펙트를 완성하고, 투타 기록·동료 축하·선물로 보상을 여러 층위에서 충분히 지급한다. 곧 4월 8할 승률과 지구 선두로 확장하지만 하퍼 손가락 수술로 계절 비용을 청구하고, 부진한 페레즈의 원인을 윤주혁이 알아챈 곳에서 멈춘다.","7","10","7","8","10","10","10","10","보상 범위=한 경기·메이저리그 역사·팀 관계. 9이닝 20탈삼진 퍼펙트와 4타수 2안타 1홈런 4타점으로 5대0을 만들고, 선수·코치 전원에게 약 5만 달러짜리 롤렉스를 선물한다.; 마지막 타석을 공 하나씩 치러 역사상 첫 개막전 퍼펙트를 완성하고, 투타 기록·동료 축하·선물로 보상을 여러 층위에서 충분히 지급한다. 곧 4월 8할 승률과 지구 선두로 확장하지만 하퍼 손가락 수술로 계절 비용을 청구하고, 부진한 페레즈의 원인을 윤주혁이 알아챈 곳에서 멈춘다."
"278","278화","RA-050","홈런 내기 처방·코리안 매치 개시","기술 지시가 아니라 둘의 성격을 아는 내기로 부담을 공격성으로 바꾸고, 페레즈의 네 홈런을 즉시 폭발시켜 처방의 효력을 보여 준다. 이어 5월 29일 다저스타디움의 한국·미국 반응과 류현준의 최근 구위를 쌓은 뒤 윤주혁의 100마일 초구로 경기 문을 연다.","6","8","7","7","8","10","8","7","보상 범위=동료 성장·공익·경기 준비. 유니세프 기부와 봉사를 건 홈런 내기로 페레즈의 승부욕을 깨워 한 경기 4홈런을 만들고, 다음 큰 무대에서는 류현준과 한국인 선발 맞대결을 연다.; 기술 지시가 아니라 둘의 성격을 아는 내기로 부담을 공격성으로 바꾸고, 페레즈의 네 홈런을 즉시 폭발시켜 처방의 효력을 보여 준다. 이어 5월 29일 다저스타디움의 한국·미국 반응과 류현준의 최근 구위를 쌓은 뒤 윤주혁의 100마일 초구로 경기 문을 연다."
"279","279화","RA-050","코리안 매치 투타 완봉 결산","두 한국인 선발의 무실점을 6회까지 대칭적으로 누적한 뒤 윤주혁이 자기 승리점을 직접 홈런으로 만든다. 페레즈의 후속포로 거리를 벌리고, 경기 뒤 8이닝 2실점의 류현준과 농담·축하를 나눠 경쟁을 존중으로 풀며 커쇼의 새 도전으로 넘긴다.","8","9","5","6","10","9","9","9","보상 범위=경기·국가적 맞대결. 윤주혁이 류현준에게 결승 솔로포를 치고 페레즈가 한 점을 보태며, 9이닝 4피안타 1볼넷 15탈삼진 무실점으로 2대0 완봉승을 거둔다.; 두 한국인 선발의 무실점을 6회까지 대칭적으로 누적한 뒤 윤주혁이 자기 승리점을 직접 홈런으로 만든다. 페레즈의 후속포로 거리를 벌리고, 경기 뒤 8이닝 2실점의 류현준과 농담·축하를 나눠 경쟁을 존중으로 풀며 커쇼의 새 도전으로 넘긴다."
"280","280화","RA-050","경쟁자 자선 연대·홈런 내기 중간 결산","커쇼와의 승부 기대보다 그가 지속한 자선 활동을 먼저 구체화해 경쟁 관계를 연대로 바꾼다. 다저스 시리즈와 6월을 압축한 뒤 홈런 내기 패자인 페레즈에게 더운 아프리카 봉사를 통보하는 익살로 쉬고, 투타 성적표를 통해 올스타 무대로 확장한다.","4","7","5","8","5","10","8","7","보상 범위=선수 관계·공익·팀 전반기. 커쇼의 아프리카 학교·고아원 활동에 동참하기로 하고, 페레즈와의 내기 패자는 기부에 더해 아프리카 봉사를 맡게 되며 워싱턴은 올스타 최다 배출 팀이 된다.; 커쇼와의 승부 기대보다 그가 지속한 자선 활동을 먼저 구체화해 경쟁 관계를 연대로 바꾼다. 다저스 시리즈와 6월을 압축한 뒤 홈런 내기 패자인 페레즈에게 더운 아프리카 봉사를 통보하는 익살로 쉬고, 투타 성적표를 통해 올스타 무대로 확장한다."
"281","281화","RA-050","올스타 최고 보상·완전체 경쟁 놀이","올스타 성적을 기사 숫자로 크게 지급한 뒤 후반기 베테랑들의 동반 부진으로 압력을 바꾼다. 윤주혁은 귀가와 월간 기부를 건 놀이로 짐머맨·페레즈·복귀한 하퍼를 끌어들이고, 하퍼의 첫 경기 2홈런과 네 사람의 락커룸 농담으로 팀 회복을 체감시킨다.","5","9","4","7","8","10","9","10","보상 범위=올스타 경기·월드시리즈 조건·팀 관계. 2홈런 3타점과 1.2이닝 4탈삼진으로 세 번째 올스타 MVP를 얻고, 내셔널리그에는 월드시리즈 홈 어드밴티지를 돌려준다.; 올스타 성적을 기사 숫자로 크게 지급한 뒤 후반기 베테랑들의 동반 부진으로 압력을 바꾼다. 윤주혁은 귀가와 월간 기부를 건 놀이로 짐머맨·페레즈·복귀한 하퍼를 끌어들이고, 하퍼의 첫 경기 2홈런과 네 사람의 락커룸 농담으로 팀 회복을 체감시킨다."
"282","282화","RA-050","23경기 차 지구 우승·양대 트리플크라운 결산","네 타자의 내기와 루크의 휴식 운용이 후반기 독주로 누적되는 과정을 빠르게 넘긴 뒤, 조기 우승의 샴페인과 최종 순위표를 길게 지급한다. 마지막은 여섯 부문 1위표를 그대로 제시해 짧은 경기 보상이 시즌 기록으로 굳는 감각을 만든다.","4","10","3","10","7","9","9","10","보상 범위=시즌·팀·커리어. 워싱턴은 2위와 23경기 차로 지구 우승하고, 윤주혁은 타율 0.352·47홈런·145타점과 23승·평균자책점 1.57·356탈삼진으로 2년 연속 투타 트리플크라운을 완성한다.; 네 타자의 내기와 루크의 휴식 운용이 후반기 독주로 누적되는 과정을 빠르게 넘긴 뒤, 조기 우승의 샴페인과 최종 순위표를 길게 지급한다. 마지막은 여섯 부문 1위표를 그대로 제시해 짧은 경기 보상이 시즌 기록으로 굳는 감각을 만든다."
"283","283화","RA-051","NLDS 홈 2연승·스윕 압박","짝수 해 샌프란시스코의 명성과 포스트시즌 대진을 충분히 소개한 뒤 1회부터 두 홈런으로 세 점을 준다. 윤주혁이 그 리드를 끝까지 지키는 동안 타선이 14점까지 쌓는 압도를 빠르게 결산하고, 다음 날 두 번째 승리를 기사 한 줄로 더해 상대의 퇴로를 닫는다.","5","9","5","7","10","9","9","9","보상 범위=경기·시리즈 선점. 워스와 하퍼의 초반 홈런, 윤주혁의 완봉 지배로 1차전을 14대0으로 이기고 2차전도 7대3으로 가져가 시리즈 두 승을 먼저 쌓는다.; 짝수 해 샌프란시스코의 명성과 포스트시즌 대진을 충분히 소개한 뒤 1회부터 두 홈런으로 세 점을 준다. 윤주혁이 그 리드를 끝까지 지키는 동안 타선이 14점까지 쌓는 압도를 빠르게 결산하고, 다음 날 두 번째 승리를 기사 한 줄로 더해 상대의 퇴로를 닫는다."
"284","284화","RA-051","NLDS 결산·커쇼와 고속 슬라이더 대결","첫 타구에서 샌프란시스코 시리즈를 즉시 닫고 다른 디비전시리즈 결과를 압축한 뒤 커쇼-윤주혁 투수전으로 새 Arc를 연다. 라모스가 제안한 슬라이더를 세 타자 연속 삼진으로 검증하고, 4회 첫 공에 시즌 주무기인 고속 투심까지 더한다.","7","8","7","8","9","9","8","8","보상 범위=시리즈·다음 경기 무기. 3연승으로 NLCS에 올라 휴식을 얻고, 커쇼와의 1차전에서는 95마일 슬라이더와 99마일 투심을 차례로 꺼내 다저스 스카우팅을 흔든다.; 첫 타구에서 샌프란시스코 시리즈를 즉시 닫고 다른 디비전시리즈 결과를 압축한 뒤 커쇼-윤주혁 투수전으로 새 Arc를 연다. 라모스가 제안한 슬라이더를 세 타자 연속 삼진으로 검증하고, 4회 첫 공에 시즌 주무기인 고속 투심까지 더한다."
"285","285화","RA-051","커쇼전 8회 두 점 전환","양 에이스의 완벽한 일곱 이닝을 반복해 한 번의 출루 가치를 높이고, 행운의 내야 출루를 윤주혁의 장타로 무사 2·3루까지 확대한다. 페레즈는 완벽한 커브를 잘 맞히지 못하고도 안타로 만들고 하퍼는 외야까지 보내, 화려함보다 팀 연결로 두 점을 지급한다.","9","8","8","5","10","9","9","8","보상 범위=한 타석·경기 리드. 불규칙 바운드로 나간 에스피노자 뒤 윤주혁이 2루타를 치고, 페레즈의 빗맞은 적시타와 하퍼의 희생플라이가 2대0을 만든다.; 양 에이스의 완벽한 일곱 이닝을 반복해 한 번의 출루 가치를 높이고, 행운의 내야 출루를 윤주혁의 장타로 무사 2·3루까지 확대한다. 페레즈는 완벽한 커브를 잘 맞히지 못하고도 안타로 만들고 하퍼는 외야까지 보내, 화려함보다 팀 연결로 두 점을 지급한다."
"286","286화","RA-051","1차전 완봉 결산·대체 3루수 시험","전 회차의 두 점을 한 문장으로 완봉승에 환전한 뒤, 윤주혁의 출전 욕심과 감독의 휴식 판단을 정면으로 부딪친다. 그레인키-조던 짐머맨 0대0을 관찰자 시점으로 낮춰 가다가 4회 2사 1·3루 불규칙 바운드를 신인의 송구로 끝내고 곧바로 그의 타석으로 넘긴다.","7","8","7","7","8","9","8","8","보상 범위=경기 승리·휴식·로스터 깊이. 커쇼에게 완봉승을 거두고, 체력 저하를 감지한 루크의 결정으로 2차전은 쉬면서 신인 필 데이비스의 좋은 3루 수비를 확인한다.; 전 회차의 두 점을 한 문장으로 완봉승에 환전한 뒤, 윤주혁의 출전 욕심과 감독의 휴식 판단을 정면으로 부딪친다. 그레인키-조던 짐머맨 0대0을 관찰자 시점으로 낮춰 가다가 4회 2사 1·3루 불규칙 바운드를 신인의 송구로 끝내고 곧바로 그의 타석으로 넘긴다."
"287","287화","RA-051","신인 기용 보상·NLCS 원정 진입","무명 신인의 첫 포스트시즌 타석을 안타와 독단적 도루로 크게 키우고, 워스의 땅볼·하퍼 안타·페레즈 홈런이 그 선택을 팀 득점으로 환전하게 한다. 경기 결산 뒤 감독이 준 자유와 두 리그 시리즈 상황을 정리하고 다저스타디움 3차전의 첫 환호로 넘긴다.","7","8","6","7","9","10","8","8","보상 범위=경기·시리즈·선수 성장. 데이비스의 2루타·3루 도루·득점이 그레인키를 흔들고 페레즈 투런으로 이어져 6대3 승리와 NLCS 2승 선점을 만든다.; 무명 신인의 첫 포스트시즌 타석을 안타와 독단적 도루로 크게 키우고, 워스의 땅볼·하퍼 안타·페레즈 홈런이 그 선택을 팀 득점으로 환전하게 한다. 경기 결산 뒤 감독이 준 자유와 두 리그 시리즈 상황을 정리하고 다저스타디움 3차전의 첫 환호로 넘긴다."
"288","288화","RA-051","NLCS 스윕·월드시리즈 대진 확정","2대2 투수전에서 류현준의 5이닝 2실점을 존중한 뒤 교체 직후 윤주혁의 한 방으로 균형을 깬다. 나머지 경기를 종합 하이라이트와 해설 대화로 압축해 선발진·타선·필 데이비스의 몫까지 지급하고, 캔자스시티와의 1차전 방송 예고로 닫는다.","7","10","4","9","9","9","9","10","보상 범위=경기·시리즈·리그 정상. 류현준 뒤 J.P. 하웰에게 윤주혁이 결승 솔로포를 치고, 워싱턴은 다저스를 4연승으로 꺾어 내셔널리그 챔피언과 월드시리즈 진출권을 얻는다.; 2대2 투수전에서 류현준의 5이닝 2실점을 존중한 뒤 교체 직후 윤주혁의 한 방으로 균형을 깬다. 나머지 경기를 종합 하이라이트와 해설 대화로 압축해 선발진·타선·필 데이비스의 몫까지 지급하고, 캔자스시티와의 1차전 방송 예고로 닫는다."
"289","289화","RA-051","월드시리즈 1차전 8이닝 지배·마무리 이양","부모와의 휴식, 캔자스시티 출루 야구와 세 불펜의 스카우팅을 거쳐 쉴즈와의 접전을 오래 유지한다. 에이스의 8이닝 보상 뒤 완봉 욕심보다 팀 승리를 택해 교체하고, 케인의 9회 타석을 공 세 개와 외야 뜬공으로 소모하며 남은 두 아웃의 불안을 보존한다.","8","8","8","8","10","8","8","8","보상 범위=월드시리즈 경기 진행. 윤주혁은 쉴즈와 0점대 불펜을 상대로 얻은 두 점을 8이닝 15탈삼진 무실점으로 지키고, 9회는 높은 투구 수 때문에 스토렌에게 맡긴다.; 부모와의 휴식, 캔자스시티 출루 야구와 세 불펜의 스카우팅을 거쳐 쉴즈와의 접전을 오래 유지한다. 에이스의 8이닝 보상 뒤 완봉 욕심보다 팀 승리를 택해 교체하고, 케인의 9회 타석을 공 세 개와 외야 뜬공으로 소모하며 남은 두 아웃의 불안을 보존한다."
"290","290화","RA-051","월드시리즈 1승1패·원정 3차전 선취","호스머·버틀러까지 막아 1차전 세이브를 지급한 즉시, 조던 짐머맨 4실점과 캔자스시티 불펜에 막힌 2차전 패배를 대조한다. 원정 3차전은 벤추라의 100마일과 판정 불만을 공 단위로 쌓고, 실투를 데스몬드가 점수로 바꾼 뒤 캔자스시티 타선의 침묵에서 멈춘다.","8","7","7","6","9","8","8","7","보상 범위=두 경기 결산·다음 경기 리드. 1차전은 스토렌이 2대0으로 닫지만 2차전은 4대7로 잃고, 코프먼스타디움 3차전에서는 윤주혁·하퍼의 홈런과 데스몬드 적시타로 벤추라를 내린다.; 호스머·버틀러까지 막아 1차전 세이브를 지급한 즉시, 조던 짐머맨 4실점과 캔자스시티 불펜에 막힌 2차전 패배를 대조한다. 원정 3차전은 벤추라의 100마일과 판정 불만을 공 단위로 쌓고, 실투를 데스몬드가 점수로 바꾼 뒤 캔자스시티 타선의 침묵에서 멈춘다."
"291","291화","RA-051","5차전 완봉·6차전 8회 정면승부","상대 불펜에 막힌 4차전 비용을 곧바로 윤주혁의 원정 완봉으로 되갚되 우승 자체는 미룬다. 하루 휴식 뒤 6차전 4대4를 8회까지 끌어와 옛 동료 웨이드 데이비스가 워스와 에스피노자를 지우게 하고, 주자 없는 윤주혁 타석으로 모든 책임을 압축한다.","9","9","9","6","10","9","9","9","보상 범위=월드시리즈 경기·우승 문턱. 윤주혁이 5차전을 9이닝 무실점으로 지배해 7대0 승리를 만들고, 워싱턴은 홈에서 한 번만 더 이기면 창단 첫 우승인 3승2패가 된다.; 상대 불펜에 막힌 4차전 비용을 곧바로 윤주혁의 원정 완봉으로 되갚되 우승 자체는 미룬다. 하루 휴식 뒤 6차전 4대4를 8회까지 끌어와 옛 동료 웨이드 데이비스가 워스와 에스피노자를 지우게 하고, 주자 없는 윤주혁 타석으로 모든 책임을 압축한다."
"292","292화","RA-051","우승 결승포·창단 첫 우승·시즌 전관왕","볼넷을 감수한 옛 동료의 승부를 풀카운트까지 늘려 결승 홈런 한 번에 압축하고, 9회 마지막 아웃과 루크의 헹가레·폭죽으로 우승을 완결한다. 카퍼레이드와 공식 상을 차례로 충분히 지급한 뒤, 백악관행 버스에서 팬들이 요구하는 장기계약 글을 읽고 라모스의 질문 직전에 멈춘다.","9","10","7","9","10","10","10","10","보상 범위=한 타석·월드시리즈·구단 역사·커리어. 풀카운트에서 95마일 컷패스트볼을 솔로포로 만들고 스토렌이 5대4를 지켜, 워싱턴 창단 첫 우승과 윤주혁의 세 번째 WS MVP를 확정한다. 이어 NL MVP·사이영상·골드글러브·실버슬러거·행크 애런상과 타격 7관왕이 지급된다.; 볼넷을 감수한 옛 동료의 승부를 풀카운트까지 늘려 결승 홈런 한 번에 압축하고, 9회 마지막 아웃과 루크의 헹가레·폭죽으로 우승을 완결한다. 카퍼레이드와 공식 상을 차례로 충분히 지급한 뒤, 백악관행 버스에서 팬들이 요구하는 장기계약 글을 읽고 라모스의 질문 직전에 멈춘다."
