sequence,visible_label,title,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_candidate,confidence
"152","152화","법보다 주먹(완전판)! 152화","기성은 솔미의 범행을 적어 내지만 연락받은 남성들은 수치와 가정 파탄을 두려워해 피해 사실을 부인한다.","가해자는 잡았는데 피해자가 사라지는 수사 역설로 장기 비용을 부각한다.","진술 외 객관 증거를 만들고 기성의 기억에서 다음 은신처를 찾는다.","피해자들에게 직접 전화하고 기록·차량·동선을 대조하며 기성 진술서를 보강한다.","고소와 증언이 없으면 촬영·갈취 여죄를 공소사실로 세우기 어렵다.","기성이 써 내려간 지명 가운데 ‘가평’이 별도 사건의 핵심 연결점으로 떠오른다.","막힌 피해자 조사 대신 장기적출 조직으로 이어질 새 길이 열린다.","정보","몰카 재판의 증거는 약해지지만 솔미와 불탄 승합차·가평을 잇는 수사축이 생긴다.","명득도 칠곡에서 내린 불법체류자가 가평으로 향했다는 제보를 가져온다.","기성 진술 확보","칠곡 밀입국자; 가평 조직","피해자 없는 범죄와 한 지명","high"
"153","153화","법보다 주먹(완전판)! 153화","명득의 칠곡 제보와 기성 진술서에서 동시에 ‘가평’이 겹치고 여야는 동철이 상대 당에 갔다고 오해한다.","수사 단서의 교차 보상과 정치권이 스스로 물러나는 해방감을 함께 준다.","정치 영입을 떼어내고 가평 연결고리를 현장 확인한다.","명득과 빗길을 달려 칠곡으로 향하며 불탄 승합차 생존자의 이동 경로를 맞춘다.","제보자는 불법체류자라 진술 신뢰가 낮고 가평은 넓어 특정 시설 없이는 수색이 어렵다.","양당이 서로 동철을 선점했다고 착각해 영입전을 멈추고 수사할 시간이 확보된다.","동철은 입당 선언 없이 정치권을 떼어내고 두 독립 단서를 하나로 묶는다.","정보","관심의 중심이 총선 카드에서 칠곡 생존자와 가평 시설로 완전히 이동한다.","칠곡서의 판도식이 잣 공장 옆 닭장을 지목한다.","양당 영입전","판도식 진술; 가평 시설 특정","정치가 비운 자리에 겹친 단서","high"
"154","154화","법보다 주먹(완전판)! 154화","칠승파 잔당 최문탁은 박 사장의 ‘한 명을 죽여 여덟을 살린다’는 장기 사업을 듣고 동철은 칠곡서에서 판도식을 만난다.","범인의 자기합리화를 먼저 보여준 뒤 피해자 증언으로 실체를 좁혀 공포를 만든다.","불탄 승합차와 박 사장 조직의 목적지를 특정한다.","판도식에게 차량 탑승 경위와 가평행 이유를 재차 확인하고 명득은 칠승파 계보를 정리한다.","조직은 장기기증을 선행처럼 포장하고 증거 없는 불법체류자 진술은 쉽게 공격받을 수 있다.","판도식이 목적지는 가평의 잣 공장과 닭장 근처였다고 구체적으로 기억한다.","추상적 장기적출 의혹이 지도에서 찾을 수 있는 장소로 바뀐다.","정보","박 사장·칠승파 잔당·불탄 승합차·가평 공장이 하나의 조직선으로 연결된다.","판도식이 그곳에서 사람을 물건처럼 다뤘다고 더 깊은 내용을 꺼낸다.","가평 지명 교차","잣 공장 수색; 박 사장 확인","한 명을 죽여 여덟을 살린다","high"
"155","155화","법보다 주먹(완전판)! 155화","판도식은 가평 잣 공장 옆 양계장이 밀입국자를 가두고 장기 공급원으로 고르는 곳이라고 증언한다.","끔찍한 조직의 윤리 왜곡을 폭로하고도 법적 증거 부족이라는 비용을 남긴다.","공장을 은밀히 찾아 실제 감금·적출 현장을 확보한다.","청명회 인력을 가평 전역에 풀어 잣 공장과 닭장이 붙은 시설을 찾게 하고 판도식 진술을 교차검증한다.","공식 압수수색을 먼저 하면 조직이 사람과 장비를 옮기며 판도식도 강제퇴거를 원한다.","명득의 사설망이 조건에 맞는 시설을 찾아 장기 잠복에 들어간다.","생존자 한 명의 기억이 조직 본거지 수색으로 전환되는 성취가 온다.","정보","수사는 정식 영장 전 비공식 청명회 감시 단계로 넘어가 법적·윤리적 부담이 커진다.","사무실에 나타난 강솔미가 동철에게 거래를 제안한다.","판도식 목적지","강솔미 재판; 가평 잠복","잣 공장 옆 사람 닭장","high"
"156","156화","법보다 주먹(완전판)! 156화","강솔미는 선처를 기대하며 동철에게 관계를 만들려 하지만 동철은 뇌물성 접근까지 공판 공격으로 바꾼다.","법망을 얕보는 상습범에게 예상보다 센 구형을 즉시 되돌려준다.","솔미의 낮은 형량 계산을 깨고 재판이 끝나는 즉시 가평으로 이동한다.","15개 객실 불법촬영에 3년을 구형하고 검사 회유·명예 훼손 시도까지 더해 2년을 추가로 요구한다.","피해자들이 진술하지 않아 실제 인정 혐의가 좁고 지검장도 동철의 비공식 수사를 의심한다.","‘기껏해야 1년’이라던 솔미 앞에서 총 5년 구형이 울린다.","솔미의 자신감이 무너지고 동철은 법정 보상 직후 더 큰 악의 현장으로 향한다.","지위","동철은 공판 검사 권한을 최대한 밀어붙인 뒤 청명회 감시팀과 결합한 비공식 작전에 들어간다.","박 사장이 강솔미를 가평 공장으로 끌고 가 장기 공급 대상으로 삼는다.","강솔미 여죄 수사","가평 현장 급습","짧은 형을 믿은 몰카범의 오산","high"
"157","157화","법보다 주먹(완전판)! 157화","법원이 강솔미의 회유 정황을 따지고 박 사장은 최문탁 앞에서 장기적출을 ‘천사의 일’이라 자랑한다.","법정의 제한된 응징과 범죄 현장의 무제한 잔혹함을 교차해 다음 폭발을 당긴다.","박 사장의 직접 가담 장면과 살아 있는 피해자를 동시에 잡는다.","동철은 광주 교도소의 오춘석에게 조직 정보를 확인하고 청명회 잠복조는 눈 내린 공장을 감시한다.","오춘석의 전언은 증거력이 약하고 박 사장은 희생자 한 명으로 여러 환자를 살린다는 명분을 내세운다.","오랜 잠복 끝에 박 사장 일행과 겁먹은 강솔미가 공장 안으로 들어가는 모습이 잡힌다.","기다리던 주범·피해자·장소가 한 프레임에 모이는 결정적 현장 보상이 지급된다.","정보","장기적출 의혹은 실행 직전의 현행범 체포 기회로 변한다.","불을 끈 동철과 명득이 눈 덮인 공장으로 접근한다.","가평 시설 특정","박 사장 현행범; 솔미 구조","천사를 자처한 장기 장사꾼","high"
"158","158화","법보다 주먹(완전판)! 158화","박 사장 일당이 강솔미를 장기 적출 대상으로 끌고 들어가자 동철은 겁먹은 명득을 남기고 홀로 공장에 진입한다.","잔혹한 피해자였던 솔미까지 구하는 검사 원칙과 단독 액션 기대를 동시에 세운다.","경보가 울리기 전에 외곽 조직원을 제압하고 수술실까지 간다.","눈길에서 불을 끈 채 접근해 첫 경비의 턱을 주먹으로 꺾고 소음 없이 안쪽 길을 연다.","적은 다수이고 회칼·수술도구를 갖췄으며 공식 지원 없이 들어가면 증거와 생명을 모두 잃을 수 있다.","동철은 상대의 수를 확인하고도 명득에게 빠지라 한 뒤 혼자 싸움을 선택한다.","말로만 ‘법보다 주먹’이던 원칙이 눈밭 잠입 액션으로 즉시 구현된다.","행동력","동철은 수사 지휘자에서 고립된 구출 전투원으로 상태가 바뀐다.","첫 주먹 소리에 칼 든 조직원들이 몰려온다.","가평 잠복","공장 난투; 솔미 구출","눈밭으로 들어간 검사 한 명","high"
"159","159화","법보다 주먹(완전판)! 159화","동철은 회칼 든 조직원들을 차례로 쓰러뜨리고 피로 눈밭에 길을 만든다.","압도적 육체 보상을 주면서 칼상처와 불법 단독진입이라는 장기 비용을 누적한다.","외곽 방어선을 뚫고 박 사장이 있는 내부로 들어간다.","주먹·발차기·빼앗은 칼집을 이용해 포위망을 깨며 자신은 이 밤의 귀신이라고 선언한다.","한 번 베이면 구조가 끝나고 살상 수위가 높을수록 검사 신분의 후폭풍도 커진다.","다수가 무너져도 동철의 전진은 멈추지 않고 조직원들이 공포에 빠진다.","숫자와 흉기를 맨몸 전투력으로 뒤집는 행동 장르의 큰 보상이 지급된다.","행동력","공장 외곽은 박 사장 조직의 통제에서 동철의 진입로로 바뀐다.","안쪽에서 천세계와 박 사장이 솔미를 수술대로 끌고 가고 더 거친 적이 동철을 막는다.","첫 경비 제압","박 사장 대면; 장기 피해자 구조","피 묻은 눈 위의 귀신","high"
"160","160화","법보다 주먹(완전판)! 160화","박 사장과 천세계는 강솔미의 장기를 팔 준비를 하고 동철은 마지막 무장조와 정면 충돌한다.","악인을 피해자로 구해야 하는 역설과 보스 직전의 격투 긴장을 함께 끌어올린다.","수술이 시작되기 전에 솔미를 확보하고 박 사장의 위선을 깨뜨린다.","칼 든 사내들의 공격을 받아내며 수술실 문까지 밀고 들어가고 박 사장의 ‘한 명으로 여덟 구원’ 논리를 듣는다.","솔미는 과거 가해자라 구조 명분이 감정적으로 흔들리고 조직의 중간보스가 분노해 전력을 다한다.","동철을 향해 최강 전투원이 욕설과 함께 돌진하며 보스전이 열린다.","박 사장의 실체와 솔미의 생명 위기가 한 공간에서 확정된다.","행동력","가평 수사는 은밀한 감시에서 생사 결투와 현행 구출 단계로 진입한다.","분노한 사내와 동철의 결투 뒤 박 사장까지 직접 상대해야 한다.","공장 외곽 돌파","가평 보스전","악인을 살리러 온 더 무서운 귀신","high"
"161","161화","법보다 주먹(완전판)! 161화","강솔미는 이미 신장을 적출당해 숨지고 동철은 목수철·박 사장·천세계 일당을 끝장낸다.","장기적출 조직을 법정 밖에서 전멸시키는 최대 응징과 살인자의 지옥행 비용을 함께 확정한다.","남은 조직원이 다시 사람을 해치지 못하게 하고 흔적을 없앤다.","목수철과 격투하다 명득의 산탄총 지원을 받고 박 사장의 목을 그어 공장 전체를 정리한다.","공식 체포를 포기한 순간 동철 자신도 법이 처벌할 살인자가 되며 솔미는 끝내 살리지 못한다.","명득의 세 발이 목수철을 쓰러뜨리고 동철은 자신을 ‘유령’이라 되뇌며 박 사장을 죽인다.","피해자들의 원한은 갚지만 동철은 천국을 위해 자신이 지옥에 가겠다는 장기 부채를 진다.","윤리","검사 박동철과 비밀 응징자 유령의 이중생활이 되돌릴 수 없는 선을 넘는다.","시체가 사라진 가평 공장을 검찰이 어떻게 설명할지가 남는다.","가평 보스전","무시체 사건; 유령의 죄책","한 명이 지옥에 가는 장사","high"
"162","162화","법보다 주먹(완전판)! 162화","가평 공장에는 시체가 남지 않아 집단 난투로 종결되고 박 사장 조직은 뿌리째 사라진다.","완벽한 비밀 응징의 보상 뒤 곧바로 ‘황제 노역’이라는 제도 악을 새 표적으로 세운다.","가평 흔적을 봉합하고 360억 벌금을 노역으로 때우는 황수성의 숨은 재산을 걷는다.","청명회로 사체를 치운 뒤 황수성의 영치금·내복·안경까지 개인재산으로 추징한다.","살인사건은 증명 불가로 남고 황수성은 판사 사위와 재산 은닉망을 가진 지역 거물이다.","하루 3억 노역을 누리던 황수성이 동철에게 영치품까지 털리며 새 대결이 열린다.","박 사장 조직 소멸과 ‘콩밥’만 남은 황수성의 굴욕이 연속 지급된다.","자원","동철의 적은 지하조직에서 법과 혈연을 이용하는 대야수산 회장으로 바뀐다.","동생 변호사 황수찬이 동철의 추징을 막으려 한다.","가평 공장 은폐","황제 노역 360억","시체 없는 난투 뒤 빈털터리 황제","high"
"163","163화","법보다 주먹(완전판)! 163화","동철은 특별면회실에서 황수성·황수찬 형제를 조롱하며 판결 판사가 사위였다는 사실을 확인한다.","돈 없는 척한 부자가 가족 특혜로 하루 3억을 까는 부조리를 대중 응징으로 전환한다.","황제 노역의 혈연 특혜를 세상에 드러내 자발적 납부 압력을 만든다.","고급 수제 도시락 값을 묻고 360억 대신 낼 재산이 없느냐 압박한 뒤 미녀 BJ 방송에 정보를 흘린다.","직접 언론에 흘린 흔적이 잡히면 검사 권한 남용 논란이 생길 수 있다.","BJ가 ‘판사 사위 둔 노역 황제’를 방송하며 실시간 검색어가 폭발한다.","밀실 특혜가 국민 모두가 보는 수치로 바뀐다.","사회적목격","황수성 사건의 전장은 구치소에서 인터넷 여론장으로 확장된다.","황수찬이 온라인 불을 끄는 동안 동철은 한우집에서 또 다른 조작을 만난다.","영치품 추징","황제 노역 여론전","하루 3억의 판사 사위","high"
"164","164화","법보다 주먹(완전판)! 164화","황제 노역 검색어가 치솟는 동안 동철 수사팀은 손님 없는 한우집 ‘황소고집’에서 회식한다.","거대 부패를 두드리다 생활 현장의 작은 억울함까지 줍는 검사상을 보여준다.","팀 가족에게 한우 회식을 주고 가게가 비어 있는 원인을 듣는다.","마·오 수사관 가족을 챙기며 반대편 가게만 붐비는 이유를 사장에게 묻는다.","황수성 수사에 인력이 묶인 상태라 별도 사건을 벌이면 업무가 폭증한다.","사장이 식중독 행정처분 뒤 손님이 끊겼다고 조심스럽게 털어놓는다.","수사팀의 따뜻한 회식이 억울한 자영업자를 발견하는 사회적 보상으로 이어진다.","관계","검사실은 황수성 압박과 황소고집 구제를 동시에 떠안는다.","식중독 검사서가 왜 바뀌었는지 확인해야 한다.","황제 노역 폭로","황소고집 행정조작","공짜 한우가 건진 하소연","high"
"165","165화","법보다 주먹(완전판)! 165화","황소고집 사장은 맞은편 경쟁업체 손님 신고 뒤 균 검사 결과가 바뀌어 한 달 정지됐다고 말한다.","평범한 식당의 몰락 뒤 공무원 매수 가능성을 발견해 정의의 체감 크기를 낮은 곳으로 당긴다.","조작된 식중독 처분의 돈줄과 담당자를 찾는다.","검사 서류·신고자·위생과 동선을 따져 보고 사장에게 고소 절차를 설명한다.","억울하다는 진술만으로는 공무원 무고·뇌물을 입증할 수 없고 역고소 위험도 있다.","동철은 단순 실수가 아니라 경쟁업체 사위와 위생과가 짠 사건이라 가설을 세운다.","망해가던 사장에게 수사 가능성이라는 첫 희망이 지급된다.","정보","황소고집 사건은 행정 오류에서 표적 영업정지 의혹으로 바뀐다.","고소장을 미끼로 담당 공무원의 반응을 끌어낸다.","한우집 사연","위생과 뇌물선","바뀐 식중독 검사표","high"
"166","166화","법보다 주먹(완전판)! 166화","동철은 황소고집 사장에게 위생과 공무원을 무고로 고소하라 하고 황수찬의 특별접견도 차단한다.","약자가 먼저 법의 문을 두드리게 하고 부자는 특혜를 못 쓰게 하는 대칭 응징을 준다.","공무원에게 수사 신호를 보내고 황수성의 호화 구금 생활을 평준화한다.","고소 접수 시점을 잡는 한편 특별접견실 예약을 채워 황수찬을 일반면회로 돌린다.","무고 고소는 증거가 없으면 사장에게 돌아오고 변호인 접견 방해 논란도 생길 수 있다.","황수찬은 인맥도 돈도 동철의 ‘콩밥’ 압박을 뚫지 못한다.","황수성 형제가 일반면회실에서 고함치는 공개 굴욕을 겪는다.","지위","동철은 지역 거물의 구치소 특권까지 통제하는 집요한 상대가 된다.","새 지검장 취임과 함께 위생과 계좌 수사가 시작된다.","황소고집 고소 설계","박현석 수사; 황수성 특혜 차단","황제에게도 같은 면회실","high"
"167","167화","법보다 주먹(완전판)! 167화","강경한 새 지검장이 취임하고 동철은 황수성 계좌 영장은 기각된 대신 위생과 공무원 계좌 영장을 얻는다.","상관 교체의 압력 속에서도 우회로를 찾아 작은 부패부터 깨는 수사 보상을 준다.","박현석 등 담당 공무원의 뇌물 흔적을 객관증거로 확보한다.","새 지검장에게 보고하고 계좌·통신 자료를 대조하며 현 수사관까지 실무에 투입한다.","공무원 명의 계좌가 깨끗하면 차명 현금 거래는 잡히지 않는다.","모든 공식 계좌가 깨끗하게 나와 수사가 한 번 막힌다.","기각된 큰 영장 대신 통과된 작은 영장으로 부지런히 움직이는 동철의 실무성이 보상된다.","정보","수사는 계좌 추적에서 가족·차명 수령자를 찾는 생활 추적으로 바뀐다.","명득이 박현석 집 주변에서 약점을 캐러 간다.","고소 접수","차명 뇌물 추적","깨끗한 계좌 뒤의 더러운 돈","high"
"168","168화","법보다 주먹(완전판)! 168화","황수성은 병원 특실에서 중환자 행세를 하고 동철은 그 앞에서 건강한 반응을 떠본다.","권력자의 환자 코스프레를 비웃으면서 BJ 주식 방송으로 황소고집 손님을 되돌린다.","황수성의 위장입원과 위생과 차명 뇌물을 동시에 압박한다.","병실에서 일부러 자극하고 개인방송에 식당 관련 이슈를 흘려 대중의 방문을 유도한다.","황수성은 의료진까지 동원하며 식당 여론전도 진짜 증거를 대신할 수 없다.","인터넷 시청자들이 황소고집으로 몰리고 식당은 영업정지 후 처음 활기를 되찾는다.","고통받던 자영업자에게 즉시 매출·목격 보상이 지급된다.","사회적목격","황소고집은 폐업 위기에서 전국적 관심 가게가 되고 황수성은 병실 속 감시 대상이 된다.","명득이 박현석 아내 쪽에서 결정적 연락을 잡는다.","계좌 추적 실패","차명 수수 증거; 황수성 위장입원","인터넷이 채운 빈 식당","high"
"169","169화","법보다 주먹(완전판)! 169화","명득은 박현석의 아내에게 접근해 차명 통장·거래 단서를 얻고 검찰에는 새 수사관이 충원된다.","공식 계좌를 깨끗이 한 공무원을 가족의 허영과 생활 흔적으로 잡는 우회 쾌감을 준다.","박현석을 현행성 증거와 함께 소환한다.","아파트 놀이터에서 확보한 자료를 흔들고 군청 흡연실에 나온 박현석을 감시한다.","명득의 위장접근이 드러나면 증거 신빙성이 공격받을 수 있다.","박현석이 거래 상대를 만나러 나오자 검찰 차량이 군청에 도착한다.","차명수수 가설이 실제 동선으로 확인된다.","정보","깨끗하던 공무원 계좌 수사가 가족·경쟁업체 연결망으로 완성된다.","검사실로 끌려온 박현석에게 동철이 신분을 밝힌다.","차명 추적","박현석 자백; 황소고집 회복","놀이터에서 잡힌 공무원 돈","high"
"170","170화","법보다 주먹(완전판)! 170화","동철은 위생과 박현석을 체포하고 황소고집 앞에는 인터넷 손님이 밀려든다.","작은 관심 하나가 생업을 살리고 부패 공무원을 잡는 즉시 보상을 완결한다.","박현석에게 경쟁업체 최인태의 사주와 서류조작을 자백받는다.","군청에서 신병을 인계받고 맞은편 식당 사장 조순호가 황소고집의 긴 줄을 직접 보게 한다.","뇌물 액수가 작아도 조작으로 한 가게를 무너뜨린 사회적 피해는 크다.","‘황소고집’ 주인은 기적 같은 손님 행렬을 보며 전날 찾아온 동철을 떠올린다.","영업 회복·공무원 검거·주민 목격이 한꺼번에 지급된다.","자원","망하던 식당은 재기하고 검찰은 행정조작 사건의 핵심 피의자를 확보한다.","박현석 자백으로 최인태까지 수사하고 황수성의 진짜 과거를 판다.","차명 뇌물 포착","최인태 공모; 황수성 신원","작은 오지랖이 살린 가게","high"
"171","171화","법보다 주먹(완전판)! 171화","박현석은 서류조작을 털어놓고 최인태는 버티지만 아내가 검사실까지 와 대신 용서를 빈다.","생활형 부패의 자백 뒤 황수성 나이가 식민지 갑부 기록과 맞지 않는 미스터리를 건다.","한우집 사건을 기소하고 황수성 재산의 출발점을 확인한다.","두 피의자의 진술을 굳히고 야근하며 군산 수탈사와 토지 기록을 대조한다.","가족의 공개 사과는 통쾌하지만 뇌물죄 입증과 별개이며 69세 황수성은 광복 당시 일곱 살이다.","옛 기록 속 거부 황수성이 현재 피고와 동일인일 수 없다는 연령 모순이 발견된다.","식당 사건의 죗값이 확보되고 더 큰 신분세탁 단서가 열린다.","정보","황수성 수사는 숨은 재산을 넘어 식민지기 신원·친일재산 추적으로 확장된다.","동양척식주식회사 토지 수령자의 실명을 찾아야 한다.","박현석 검거","야마모토 신지 정체","일곱 살 갑부의 모순","high"
"172","172화","법보다 주먹(완전판)! 172화","동철은 옛 토지대장과 족보를 맞춰 황수성이 일본인 야마모토 신지의 신분세탁 인물일 가능성을 세운다.","360억 벌금 사건을 친일 수탈재산 환수 판갈이로 키우는 규모 상승을 준다.","야마모토 신지와 현재 황수성을 동일인으로 묶을 생존 증언·토지 흐름을 찾는다.","수사팀과 동양척식회사 기록·귀화 공민증·가족연령을 대조하고 명득을 부른다.","70년 전 문서는 불완전하고 이름 변경을 법정에서 증명할 증인이 드물다.","황수성의 설명되지 않던 초기 자산이 야마모토에게 무상 증여된 땅과 겹친다.","단순 탈세범에게 식민지 수탈 책임까지 물을 길이 보인다.","정보","사건의 핵심 질문이 ‘돈이 어디 있나’에서 ‘그 돈은 누구에게서 빼앗았나’로 바뀐다.","명득이 전국 토지 후손과 생존자 오만복을 찾는다.","연령 모순","친일재산 판갈이","황수성 뒤의 야마모토","high"
"173","173화","법보다 주먹(완전판)! 173화","동철은 명득에게 토지 후손을 찾게 하고 친일재산 환수 소송을 다발로 일으킬 판을 짠다.","한 거물의 은닉재산을 다수 피해 후손의 권리 회복으로 전환하는 장기 보상을 설계한다.","황수성이 벌금을 내지 않으면 더 큰 재산을 잃는 선택지를 만든다.","군청 토지과를 훑고 오만복 등 피해 생존자 진술을 준비하며 ‘본격 판갈이’를 선언한다.","민사·특별법 절차는 오래 걸리고 황수성 형제는 여전히 한국 여론을 허세로 치부한다.","수십 필지의 원소유주 후손이 실제로 존재한다는 단서가 모인다.","은닉이 안전장치였던 재산이 동시에 수백 소송의 표적이 된다.","자원","동철은 검사 사건 하나를 민사 환수 네트워크로 확장한다.","오만복의 입으로 야마모토 신지의 얼굴·행적을 확정한다.","친일 신분 추정","오만복 증언; 다발 환수소송","한 판을 갈아엎는 토지대장","high"
"174","174화","법보다 주먹(완전판)! 174화","오만복은 야마모토가 군함도·근로정신대 모집책이었다고 증언하고 동철은 황수성 공판에서 벌금 항목을 쪼갠다.","생존자 목소리를 법정에 들여오되 판결을 서두르지 않고 피고의 공포를 숙성시킨다.","재판을 길게 끌어 황수성이 숨은 돈을 스스로 꺼내게 한다.","녹취를 확보하고 사문서위조·분식회계·횡령·주가조작 벌금과 추징을 세부 구형한다.","판사는 복잡한 법리와 고령 피고의 건강 주장 때문에 안전한 판결을 원한다.","동철이 일부러 법리 쟁점을 늘려 즉시 판결 대신 연기 가능성을 만든다.","황수성의 빠른 출국 계획이 지연되는 작은 승리가 온다.","시간","공판은 유무죄 확인보다 재산 자백을 끌어낼 압박 장치로 변한다.","판사가 검사·변호인을 따로 불러 구형 근거를 따진다.","오만복 녹취","공판 지연; 벌금 증액","판결을 늦추는 구형","high"
"175","175화","법보다 주먹(완전판)! 175화","판사는 복잡한 구형 때문에 공판을 2월로 연기하고 동철은 휠체어 탄 황수성에게 친일 신분을 암시한다.","권력자가 가장 싫어하는 시간과 불확실성을 응징 도구로 쓴다.","황수성 형제가 야마모토 정체 노출을 실제 위협으로 믿게 한다.","판사실 법리 논쟁 후 법정 밖에서 황수성을 불러 세부 토지정보를 흘린다.","정체를 너무 빨리 공개하면 황수성이 재산을 해외로 빼돌릴 수 있다.","황수성은 동철이 야마모토 신지까지 알았음을 눈치채고 처음으로 침묵한다.","거만하던 피고에게 돈이 아닌 과거 공포가 들어선다.","심리","황수성의 목표가 벌금 회피에서 신분·재산 전체를 지키는 것으로 확대된다.","현 수사관이 피해 후손들에게 고개 숙여 증언을 모아야 한다.","공판 연기","친일 정체 압박","휠체어 황제의 흔들린 눈","high"
"176","176화","법보다 주먹(완전판)! 176화","동철은 현 수사관에게 피해 노인들 앞에서 권위를 내려놓으라 하고 궁전뒤뜰의 숨은 소유선을 압박한다.","조직의 발품과 상부 인맥을 함께 써 거물의 차명재산을 포위하는 확장감을 준다.","황수성의 첩·사생아를 거친 궁전뒤뜰 자산을 벌금 재원으로 묶는다.","오 수사관과 후손을 만나고 고검장에게 요식기업 궁전뒤뜰 조사를 요청한다.","황수성은 분노를 자존심 싸움으로 바꾸며 재산선을 끊으려 한다.","궁전뒤뜰이 황수성과 무관한 회사가 아니라 차명 상속망의 중심이라는 그림이 선다.","수사관의 겸손한 발품이 대기업급 자산 추적으로 연결된다.","정보","공식 피고 개인재산 0원이라는 방어가 사생아·기업 자산선으로 붕괴하기 시작한다.","오만복에게 황수성을 직접 협박하는 위험한 역할을 맡긴다.","공판 지연","궁전뒤뜰 세무; 오만복 대면","숙인 고개가 찾은 차명기업","high"
"177","177화","법보다 주먹(완전판)! 177화","동철은 오만복에게 빼앗긴 세월의 값 13억을 직접 요구하게 하고 토지 후손들을 변호사에게 연결한다.","피해자가 가해자의 돈으로 존엄을 되찾는 사적 보상과 대규모 환수 압박을 함께 쌓는다.","황수성이 돈을 꺼내는 순간 은닉재산 존재를 자인하게 만든다.","오만복의 대면 시나리오를 짜고 명득은 황수성 보유 토지의 원소유주를 찾아낸다.","협박 방식은 오만복도 형사책임을 질 수 있고 동철의 배후가 드러날 위험이 있다.","황수성 측이 먼저 비열한 싸움을 걸었다는 판단 아래 동철은 같은 방식의 덫을 승인한다.","피해 노인이 수동적 증인에서 거래의 주도자가 된다.","행동력","법정 밖 압박망이 세무조사·민사소송·개인 대면의 삼중 구조가 된다.","오만복이 병실 문을 박차고 야마모토의 본명을 외친다.","궁전뒤뜰 연결","오만복 13억 요구","노인이 들고 간 계산서","high"
"178","178화","법보다 주먹(완전판)! 178화","동철은 잠시 부부·친자 사건을 살피고 은희는 재벌 3세의 접근을 거절하는 동안 궁전뒤뜰 세무조사가 시작된다.","사건 사이 숨을 고르면서도 황수성 가족기업에 실제 경제 타격이 오는 것을 목격시킨다.","여러 사건을 놓치지 않고 황수성의 차명기업 반응을 관찰한다.","고소장을 검토하고 은희 소식을 확인하는 사이 국세청 조사 개시 보고를 받는다.","사적 연애·새 사건·친일재산 수사가 동시에 겹쳐 집중력이 분산된다.","황수성의 숨은 아들 이천수가 다급히 세무조사를 알리며 가족망이 동요한다.","압박 카드였던 세무조사가 현실 피해로 전환된다.","자원","궁전뒤뜰은 안전한 차명금고에서 압류 가능한 범죄수익 통로가 된다.","오만복이 병원에 나타나자 황수찬은 동철의 개입을 의심한다.","오만복 작전 준비","궁전뒤뜰 세무조사","연인의 거절과 기업의 흔들림","high"
"179","179화","법보다 주먹(완전판)! 179화","오만복은 병실에서 황수성을 야마모토 신지라 부르며 군함도 2년·징역 12년의 값 13억을 요구한다.","수탈 피해자가 늙은 가해자에게 직접 이름과 금액을 돌려주는 강한 정서 보상을 준다.","황수성에게 현금 지급과 친일 정체 자인을 동시에 끌어낸다.","오만복이 과거 직책·근로정신대 모집을 열거하고 동철 측은 후손 소송을 황수찬 사무실로 일부러 보낸다.","황수찬은 협박죄를 들이대고 돈을 주면 더 큰 요구가 이어질 수 있다.","황수성의 눈이 떨리고 결국 13억 협상에 응할 수밖에 없는 상태가 된다.","70년 묵은 피해자의 분노가 가해자의 공포로 되돌아간다.","관계","오만복은 증인에서 직접 배상금을 받아낼 채권자로, 황수성은 황제에서 야마모토 피고로 추락한다.","돈을 받은 오만복이 약속대로 침묵할지와 동철의 진짜 목표가 남는다.","세무조사 개시","오만복 배상; 친일 폭로","야마모토를 알아본 생존자","high"
"180","180화","법보다 주먹(완전판)! 180화","황수성은 오만복에게 10억을 주고 입을 막지만 토지 후손 의뢰가 황수찬 사무실까지 밀려온다.","돈으로 막은 한 입이 수십 개 소송 입구로 다시 열리는 연쇄 응징을 준다.","황수성이 360억보다 큰 재산을 잃기 전 벌금을 내는 선택을 하게 한다.","동철은 병실에서 배신당한 척 연기하고 후손들을 분산 접촉시켜 서울까지 판을 넓힌다.","황수성은 벌금 납부보다 출국·은닉을 고집하고 오만복 배상은 협박 증거가 될 수 있다.","황수찬조차 차라리 벌금을 내고 떠나라고 조언할 만큼 압박망이 완성된다.","동철의 연출대로 형제 사이 불신과 재산 공포가 커진다.","심리","황수성 측의 최적 전략이 노역 버티기에서 벌금 납부·도피로 바뀐다.","동철이 ‘스타 검사 거래’를 들고 황수성과 마지막 밀당을 한다.","오만복 대면","460억 거래","한 입을 막자 열린 수십 소송","high"
