sequence,visible_label,arc_id,arc_phase,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,ribbon_rationale,source_lines
622,622,DCA-N54,N54·중국 석탄난·기업농과 제주 자율주행 실증,6,6,7,0.34,0.13,0.12,0.11,0.30,"중국 폭우와 곡물가격 급등을 보고 스마트팜·농업위성·AI 유통망과 기업농 법안의 기본틀을 만든다. 기술·법의 설계는 지급됐지만 필요한 농지와 실제 입법은 정하지 않아, 식량위기가 장기 국가사업으로 커지는 정보량이 행동보다 앞선다.",L108524~L108692
623,623,DCA-N54,N54·중국 석탄난·기업농과 제주 자율주행 실증,5,8,7,0.31,0.12,0.18,0.07,0.32,명동 투자금을 꼭대기 전에 회수해 일본 슈퍼앱·레벨5 자율차·국내 평야라는 실물기반으로 옮긴다,L108693~L108858
624,624,DCA-N54,N54·중국 석탄난·기업농과 제주 자율주행 실증,6,7,7,0.22,0.20,0.32,0.13,0.13,최재석에게 제주 자율주행 실증과 기업농을 요구하고 국민경제당 후계자 선정까지 돕겠다고 약속한다,L108859~L109020
625,625,DCA-N54,N54·중국 석탄난·기업농과 제주 자율주행 실증,8,8,7,0.24,0.30,0.20,0.14,0.12,제주 15일 무인주행은 사고 0건·음주 7명 적발·관광객 30퍼센트와 외국인 15퍼센트 증가로 결산된다. 이어 당원 3천여 명 스캔에서 봉우리파 이름을 추려 수사를 맡기므로 기술보상 뒤 내부추적 행동이 길게 이어지고 증거·자금망은 남는다.,L109021~L109183
626,626,DCA-N54B,N54B·국민경제당 배신자·연변 돈주와 북한 장남망,8,7,7,0.20,0.26,0.30,0.16,0.08,유석훈에게 배신 증거를 넘겨 국민경제당 내 총질을 정리하고 북한 장남 정보는 내부처리로 묶는다,L109184~L109346
627,627,DCA-N54B,N54B·국민경제당 배신자·연변 돈주와 북한 장남망,7,5,7,0.24,0.16,0.29,0.11,0.20,"리강의 석탄 요청에 장기계약, 연변 통로, 북한탄 감시를 한 묶음의 역조건으로 건다. 중국 거래가 협상판에 오른 것만 지급되고, 마지막에는 연변 돈주와 유통망을 장남이 자기 세력으로 만들 수 있는지가 관계 훅을 차지한다.",L109347~L109508
628,628,DCA-N54B,N54B·국민경제당 배신자·연변 돈주와 북한 장남망,8,6,8,0.31,0.21,0.14,0.12,0.22,미국 허리케인 뒤 유가 롱을 키우고 에버그란데 공격세력과 손잡아 중국 은행·해외자본까지 역포획할 판을 짠다. 연합과 공격방향은 잡혔지만 주가부양·숏결산·자금회수는 전이라 고위험 계산이 실제 수익보다 오래 남는다.,L109509~L109656
629,629,DCA-N54B,N54B·국민경제당 배신자·연변 돈주와 북한 장남망,7,8,7,0.18,0.22,0.21,0.09,0.30,에버그란데 주가를 띄운 뒤 공매도 수익을 거두고 연변 돈주와 석탄 유통을 장남의 기반으로 넘긴다,L109657~L109844
630,630,DCA-N54B,N54B·국민경제당 배신자·연변 돈주와 북한 장남망,8,8,7,0.20,0.28,0.20,0.11,0.21,"야권 인사들의 양심고백·국민경제당 이동약속과 중국 부동산 숏 대부분 청산이 현재 영수증이다. 북한 해킹자금 차단은 지시, 조지의 일본전은 수락 단계여서 정치·현금 보상 뒤 다음 금융공격의 행동시계만 열린다.",L109845~L110005
631,631,DCA-N55,N55·말리 리튬광산 탈환과 지분 5% 추가,8,7,8,0.29,0.22,0.20,0.15,0.14,리강에게 러시아의 3월 침공 정보를 확인하고 금융타워 자본 절반을 에너지에 걸어 최대 전쟁 베팅을 시작한다,L110006~L110171
632,632,DCA-N55,N55·말리 리튬광산 탈환과 지분 5% 추가,9,5,8,0.19,0.39,0.18,0.14,0.10,말리 쿠데타로 리튬광산을 빼앗기자 MBS·로만 경로로 바그너를 투입해 피를 부르는 탈환전에 들어간다,L110172~L110332
633,633,DCA-N55,N55·말리 리튬광산 탈환과 지분 5% 추가,7,8,6,0.17,0.31,0.16,0.10,0.26,"2천 명 넘는 PMC가 반군을 물러나게 하고 광산은 다음 날 재가동·일주일 정상화 일정을 얻는다. 말리 정부의 추가 5퍼센트는 양도약속일 뿐 법적 이전 전이라, 현장 행동과 정치합의는 높게 보되 소유권 보상으로 부풀리지 않는다.",L110333~L110512
634,634,DCA-N55B,N55B·오미크론 독립외교·기업농법과 28GHz 강행,5,6,6,0.33,0.12,0.25,0.18,0.12,오미크론으로 코로나 종식을 읽고 최재석에게 러시아전쟁에서 굴종외교를 피하라고 해 준비된 국가의 자신감을 준다,L110513~L110687
635,635,DCA-N55B,N55B·오미크론 독립외교·기업농법과 28GHz 강행,8,8,7,0.20,0.28,0.20,0.19,0.13,이 상무의 CNC가 북한으로 흐르게 두는 한편 야당 몸싸움을 뚫고 기업농 법안을 통과시켜 두 전선을 전진시킨다,L110688~L110860
636,636,DCA-N55B,N55B·오미크론 독립외교·기업농법과 28GHz 강행,8,7,6,0.28,0.18,0.15,0.10,0.29,국내 원전 2기 가동·소형 원전 다음 상반기 준공일정과 KOSPI 4500을 확인한 뒤 기업농·적자 28GHz를 유지하기로 한다. 이미 작동하는 기반과 정책결정은 지급되지만 농산물 가격·자율주행·스마트팜 효과는 장기 미지급이라 정보·물질과 행동을 함께 둔다.,L110861~L111037
637,637,DCA-N56,N56·리즈 인수·홀란드 계약과 베이징 외교,3,8,7,0.10,0.09,0.42,0.31,0.08,"과로하는 손자를 걱정하는 김태중에게 EPL 리즈 구단을 선물하겠다고 약속한다. 인수결정과 가족의 기대만 생긴 상태라 매도 측 인물·가격·성적연동 조건은 다음 화로 미루고, 조손의 휴식과 책임 대화에 시간을 둔다.",L111038~L111207
638,638,DCA-N56,N56·리즈 인수·홀란드 계약과 베이징 외교,6,6,7,0.14,0.16,0.34,0.13,0.23,"데이비드가 안드레아에게 성적에 따라 최대 1억 파운드를 주는 리즈 인수 옵션을 제시해 조건 합의를 얻는다. 협상 관계와 가격표는 닫히지만 EPL 심사와 소유권 이전은 남아, 선수·감독 영입의 기대를 서두르지 않는다.",L111208~L111361
639,639,DCA-N56,N56·리즈 인수·홀란드 계약과 베이징 외교,5,8,7,0.22,0.13,0.31,0.11,0.23,까다로운 재무·인성심사를 통과해 EPL 구단 인수승인을 받는다. 마지막에는 홀랜드와 감독 등 스타 전력을 채울 계획만 세우므로 승인이라는 지위 보상 뒤 실제 선수계약은 남겨 둔다.,L111362~L111532
640,640,DCA-N56,N56·리즈 인수·홀란드 계약과 베이징 외교,7,6,7,0.34,0.14,0.18,0.12,0.22,연준 금리인상과 크레디트스위스·암호화폐 위험을 점검하면서 홀랜드 고액계약을 감수할 예산선을 정한다. 이강임까지 포함한 영입 구상이 구체화되지만 실제 계약은 아직 전이다.,L111533~L111697
641,641,DCA-N56,N56·리즈 인수·홀란드 계약과 베이징 외교,6,8,7,0.25,0.19,0.27,0.12,0.17,홀란드의 3년 유럽조항을 받아 리즈에 영입하고 베이징올림픽 외교로 전쟁 전 국제 주도권을 쌓는다,L111698~L111871
642,642,DCA-N56B,N56B·북한 장남의 이 상무 돈·신뢰·CNC 복수,8,5,7,0.16,0.32,0.24,0.20,0.08,"창산그룹의 5조 원대 니켈 숏을 구제대가로 바꿀 금융설계 뒤, 연변 CNC 거래와 위조지폐 판정으로 장면이 옮겨 간다. 이 상무가 큰손들의 신뢰를 잃고 상황을 이해하지 못한 채 남는 데서 끝나므로 비트코인 탈취·리규철과 해킹세력·CNC의 장남 귀속은 지급하지 않는다.",L111872~L112067
643,643,DCA-N56B,N56B·북한 장남의 이 상무 돈·신뢰·CNC 복수,10,8,9,0.22,0.28,0.20,0.18,0.12,"명동 국화차 자리에서 조작 감별기, 비트코인 계좌 전액 탈취, 리규철·해킹세력·CNC·비자금의 장남 귀속이 실제 복수 영수증으로 나온다. 화 후반 베이징올림픽 폐막과 러시아 침공·유가 100달러가 그 개인결산을 덮어, 큰 보상 뒤 전쟁 정보·원자재 압박이 즉시 솟는 crossfade다.",L112068~L112240
644,644,DCA-N57,N57·러시아 침공 대응과 우크라이나 군수·원전·물류 설계,8,5,7,0.23,0.25,0.28,0.15,0.09,"천민정의 비밀 게임·플랫폼으로 친우크라이나 여론을 만들고, 최재석에게 직접지원 제약을 피해 갈 방법이 여러 개라고 알린다. 정보전은 이미 움직이지만 구체 탄약안과 정부 승인은 감춰 두어 정치 관계와 선택지가 행동 결과보다 앞선다.",L112241~L112414
645,645,DCA-N57,N57·러시아 침공 대응과 우크라이나 군수·원전·물류 설계,7,6,7,0.30,0.15,0.28,0.08,0.19,"대통령이 김민재에게 러우전쟁의 미국·유럽 연결역할을 맡기고, 미국 재고보충 판매와 유럽 방산·원전·물류·식량 패키지를 데이비드에게 펼친다. 백악관 접촉도 지시일 뿐 승인·수출·계약은 없어 관계권한과 설계가 실물보상보다 오래 간다.",L112415~L112578
646,646,DCA-N57B,N57B·니켈 마진콜 200억 보증과 광산·가격 안정,8,5,8,0.24,0.26,0.21,0.13,0.16,니켈 공매도 마진콜에 몰린 창산의 시안을 만나 거래소·중개사·대출선을 움직이는 구제구상을 설명한다. 시안이 무엇이든 대가로 내겠다고 하자 인도네시아 니켈광산을 요구하는 데서 끊기므로 지분율·지급보증·소유권은 다음 화 몫이다.,L112579~L112742
647,647,DCA-N57B,N57B·니켈 마진콜 200억 보증과 광산·가격 안정,9,7,8,0.18,0.26,0.19,0.09,0.28,"시안이 니켈광산 양도와 200억 달러 지급보증 교환을 받아들이며 전 회차의 제안이 합의로 올라선다. 곧바로 LME에 마진콜 무기한 유예를 요청해 실제 광산 이전과 시간압박의 완성은 남겨 두며, 지급과 새 규제 협상을 분리한다.",L112743~L112917
648,648,DCA-N57B,N57B·니켈 마진콜 200억 보증과 광산·가격 안정,7,8,6,0.21,0.23,0.21,0.08,0.27,"니켈 마진콜 무기한 유예와 가격하락, 금융타워 숏 유지가 현재 시장결과다. 200억 달러 보증에는 현금이 나가지 않았고 광산양도·확정수익도 없어, 위기완화와 협상력을 지급한 뒤 동유럽·러시아 에너지 일정으로 빠르게 넘어간다.",L112918~L113086
649,649,DCA-N58,N58·SVB 1달러 인수와 모든 지분·경영권 이전,7,5,8,0.34,0.15,0.18,0.15,0.18,"폴란드·루마니아의 방산·원전 수주선을 넓히는 외교 보고 도중 SVB의 200억 달러 채권매각이 포착된다. 기존 사업의 낙관을 끊고 금융타워 비상분석으로 옮겨 가며, 뱅크런 여부와 대응조건이 마지막 프레임을 장악한다.",L113087~L113249
650,650,DCA-N58,N58·SVB 1달러 인수와 모든 지분·경영권 이전,8,5,8,0.31,0.12,0.29,0.14,0.14,"다이먼의 이른 아침 보고로 미국 지역은행 연쇄위기를 확인하고 예금·부채를 함께 떠안을 1달러 인수전략을 세운다. 아직 미국 측 협상상대는 등장하지 않아, 은행 이름과 손실구조를 읽는 정보 점검 뒤 금융당국의 수락 여부만 남긴다.",L113250~L113408
651,651,DCA-N58,N58·SVB 1달러 인수와 모든 지분·경영권 이전,8,5,8,0.22,0.14,0.30,0.12,0.22,파월·옐런·FDIC 앞에서 예금자 유동성을 책임지는 대신 SVB를 1달러에 넘기라고 해 국가와 직접 흥정한다,L113409~L113563
652,652,DCA-N58,N58·SVB 1달러 인수와 모든 지분·경영권 이전,6,9,7,0.18,0.10,0.25,0.09,0.38,미 국채를 그대로 보유하고 유동성을 책임지는 조건으로 SVB를 1달러에 인수하고 예금보호까지 계약한다. 400억 달러 원전사업 약속도 함께 받아 자산·지위 보상이 집중되지만 은행 통합과 원전 수주는 이후 집행으로 분명히 남긴다.,L113564~L113713
653,653,DCA-N58,N58·SVB 1달러 인수와 모든 지분·경영권 이전,4,5,6,0.18,0.08,0.36,0.10,0.28,"다이먼에게 SVB와 연쇄 부실은행 통합을 맡기며 미국 금융망 확대의 책임을 건넨다. 김민재가 곡물·에너지 세계전략에서 그의 충성과 집행력을 되짚는 대화가 길어, 실제 통합 성과 없이 두 사람의 신뢰와 다음 임무만 확인한다.",L113714~L113857
654,654,DCA-N58,N58·SVB 1달러 인수와 모든 지분·경영권 이전,5,9,6,0.24,0.16,0.12,0.08,0.40,"금융타워가 SVB 모든 지분·경영권을 넘겨받고 뱅크런 없이 예치금·주가가 오르며 1면에 새 주인으로 실린다. 이 소유권 결산 뒤 기업농 성과와 직거래·전자상거래 유통개혁을 논의해, 앞쪽의 큰 물질 지급과 뒤쪽 국내 전환을 함께 보존한다.",L113858~L114028
655,655,DCA-N58B,N58B·명동 이 상무 처분·엔캐리와 로나 99% 폭락,7,7,7,0.27,0.19,0.17,0.16,0.21,중국에 붙잡힌 이 상무의 처분으로 복수 잔여선을 닫고 조지의 엔캐리 작전을 미래지식 없는 첫 전쟁으로 승인한다,L114029~L114192
656,656,DCA-N58B,N58B·명동 이 상무 처분·엔캐리와 로나 99% 폭락,8,8,7,0.22,0.29,0.16,0.13,0.20,보호망을 거절한 리퍼블릭은행 뱅크런을 방치해 본보기로 삼고 시그니처은행을 인수해 금융타워 편입을 촉진한다,L114193~L114366
657,657,DCA-N58B,N58B·명동 이 상무 처분·엔캐리와 로나 99% 폭락,7,5,7,0.25,0.14,0.14,0.07,0.40,"일본 금융사들과 대규모 엔화차입의 규모·금리·담보를 맞추고 미 국채·원유·에너지로 나눌 자산배분 원칙을 제시한다. 70조 엔 최종계약과 실제 매입은 다음 단계라, 거액 자체보다 조건표를 조율하는 시간이 길다.",L114367~L114535
658,658,DCA-N58B,N58B·명동 이 상무 처분·엔캐리와 로나 99% 폭락,8,7,8,0.27,0.10,0.29,0.10,0.24,"70조 엔 차입계약을 확인한 뒤 크레디트스위스를 1달러에 인수하는 대신 스위스가 유럽 방공체계에 참여하라는 조건을 내민다. 제안은 공식화됐지만 스위스의 답과 은행 소유권은 없어, 중립국의 구체 제약을 다음 화 설명보다 앞당기지 않는다.",L114536~L114701
659,659,DCA-N58B,N58B·명동 이 상무 처분·엔캐리와 로나 99% 폭락,7,8,7,0.25,0.12,0.29,0.09,0.25,스위스의 조건 수락과 EU의 공정경쟁 지원을 받는다. 폴란드 방산·체코 원전·로나 결과 전이라 관계와 산업 진입권 지급에 머문다.,L114702~L114855
660,660,DCA-N58B,N58B·명동 이 상무 처분·엔캐리와 로나 99% 폭락,7,8,8,0.23,0.18,0.16,0.08,0.35,폴란드 20조 원·여러 유럽 방산계약과 시그니처은행 인수는 현재 지급이다. 체코 원전과 크레디트스위스 마무리는 진행형이고 로나 구간은 미국 규제·공매도망·베릴의 위협을 길게 쌓은 채 붕괴 여부와 회수액을 묻는 데서 끝나므로 다음 화의 가격·하락률·복권을 쓰지 않는다.,L114856~L114999
661,661,DCA-N58B,N58B·명동 이 상무 처분·엔캐리와 로나 99% 폭락,6,9,7,0.13,0.18,0.28,0.14,0.27,"로나가 85달러에서 0.003달러 미만으로 99% 무너지고 시총 약 400억 달러의 절반가량, 약 200억 달러를 금융타워가 실제 흡수해 베릴이 공개 복권된다. 헤지펀드까지 합친 최소 총 300억 달러는 전망으로 남기고, 후반 김태중의 동남아 식량·러시아 에너지 순방 수락으로 물질봉우리에서 조손관계로 이동한다.",L115000~L115169
662,662,DCA-N59,N59·김태중의 베트남 식량 수출예외,6,8,6,0.18,0.25,0.20,0.08,0.29,김태중은 태우 소유 농장의 농산물에 수출제한 예외를 받고 제한품목 팜유는 태우상사 공급으로 묶는다. 태우해운 물동량 30% 이상·정유지분 10%·투자약속을 대가로 치른 뒤 팜유·인도산 밀 공급재개와 실제 물가안정까지 보여 주므로 한국 전체의 무조건 예외로 넓히지 않는다.,L115170~L115328
663,663,DCA-N59B,N59B·로봇물류·일본지분과 10만 석 경기장 흥행,4,7,7,0.22,0.16,0.14,0.06,0.42,로봇 물류와 일본 3대 상사 지분 50퍼센트를 묶고 엔캐리 500억 달러 이익까지 전망해 현금원이 두꺼워진다,L115329~L115484
664,664,DCA-N59B,N59B·로봇물류·일본지분과 10만 석 경기장 흥행,4,6,6,0.22,0.20,0.28,0.13,0.17,MCA가 테일러 스위프트의 내한·태우 경기장 일정과 다른 가수 배정을 약속하고 김민재는 해외 스포츠팀까지 부르라고 한다. 실제 공연·10만 관중·매출은 없으므로 관계와 일정 확보만 지급하고 흥행은 다음 행동으로 남긴다.,L115485~L115640
665,665,DCA-N59C,N59C·바이든·곡물메이저·사우디 증산 협상,7,6,7,0.22,0.14,0.34,0.20,0.10,빈 살만이 개막축제에 오자 김민재가 미·사우디 중재 가능성을 흘리고 미국 농업 연맹을 움직인 곡물카르텔을 되받을 관계 카드를 꺼낸다,L115641~L115809
666,666,DCA-N59C,N59C·바이든·곡물메이저·사우디 증산 협상,7,7,7,0.25,0.12,0.34,0.08,0.21,"사우디 중재 가능성을 백악관에 흘려 미국 대통령의 방한검토와 한국 금융안전판을 한 거래틀에 올린다. 이 화는 데이비드가 여론·일정의 퇴로를 막는 유인 단계이며, 실제 방문과 통화스와프·증시개혁의 구체 약속은 다음 화 이후다.",L115810~L115982
667,667,DCA-N59C,N59C·바이든·곡물메이저·사우디 증산 협상,6,8,8,0.18,0.10,0.39,0.09,0.24,바이든에게 금융타워를 보여 주고 반도체 특별대우를 받은 뒤 악수해 한국과 태우의 전략가치를 현직 대통령에게 확인받는다,L115983~L116146
668,668,DCA-N59C,N59C·바이든·곡물메이저·사우디 증산 협상,8,8,6,0.17,0.24,0.28,0.15,0.16,IRS 자료 앞에서 곡물메이저가 태우 방해를 멈추고 IRS도 조사를 보류한다. 빈 살만은 OPEC+ 증산안을 논의하겠다고만 답해 실제 증산·유가하락은 없으므로 미국의 압박결산과 사우디의 관계약속을 분리한다.,L116147~L116314
669,669,DCA-N60,N60·로만·프리고진 보안메타버스와 동남아 보급선,6,7,7,0.15,0.12,0.42,0.23,0.08,"구단 급료와 생활비까지 막힌 로만의 목소리를 듣고 제재에 걸리지 않는 지원법을 찾겠다고 약속한다. 친구로 계속 연락하겠다는 말과 언젠가 EPL에서 다시 만나자는 약속이 로만을 붙들지만, 급료 우회가 실제로 해결되는 장면은 다음 화에 남는다.",L116315~L116471
670,670,DCA-N60,N60·로만·프리고진 보안메타버스와 동남아 보급선,6,4,8,0.22,0.15,0.35,0.22,0.06,"로만이 튀르키예에서 지친 프리고진과 마주 앉아 서로의 처지를 확인하는 대화가 회차 대부분을 차지한다. 김민재에게 조언을 구해 보자는 제안까지만 나오고 비밀연대나 지원계약은 없어, 두 남자의 불안과 수락 여부가 강한 관계 훅을 만든다.",L116472~L116638
671,671,DCA-N60,N60·로만·프리고진 보안메타버스와 동남아 보급선,7,7,7,0.21,0.19,0.31,0.17,0.12,로만·프리고진을 강 대위와 보안 메타버스에서 연결하고 동남아 에너지 수익을 줘 바그너의 생존선을 태우에 묶는다,L116639~L116798
672,672,DCA-N60,N60·로만·프리고진 보안메타버스와 동남아 보급선,6,5,6,0.29,0.13,0.30,0.10,0.18,"강 대위가 끓인 라면을 먹으며 바그너의 아프리카 활용과 곡물·원유카르텔의 트럼프 접근을 함께 점검한다. 현직 바이든과 차기 후보 양쪽에 선을 남기기로 하되 트럼프의 돌발행동을 통제하지 못해, 정치보험의 설계와 불안이 같은 대화 안에 머문다.",L116799~L116956
673,673,DCA-N60B,N60B·사우디 PIF 6000억 달러와 증산·원유숏,6,8,8,0.23,0.08,0.31,0.13,0.25,노르트스트림 차단 뒤 살만 국왕이 6천억 달러 PIF 전체를 맡기겠다고 해 김민재조차 말문을 잃는 초대형 신뢰 보상이 온다,L116957~L117120
674,674,DCA-N60B,N60B·사우디 PIF 6000억 달러와 증산·원유숏,7,8,7,0.24,0.16,0.24,0.07,0.29,PIF를 성과보수와 위험조건 아래 맡고 바이든·MBS 증산 직후 원유 공매도를 걸어 왕실 신뢰와 하락 수익을 함께 지킨다,L117121~L117279
675,675,DCA-N60B,N60B·사우디 PIF 6000억 달러와 증산·원유숏,5,9,6,0.30,0.14,0.20,0.12,0.24,"사우디가 맡기려는 네옴 공연장·통신망·해저케이블·행정IT의 규모와 비용을 사장들과 계산하고 이번 주 실무협상을 준비한다. 바그너의 보급난을 거친 뒤 하루 25만 배럴 증산 발표로 유가가 꺾이지만, 산업계약 서명과 공매도 수익은 아직 지급되지 않는다.",L117280~L117454
676,676,DCA-N61,N61·코리아 디스카운트 개혁과 1000억 달러 AI 데이터센터,6,6,7,0.28,0.16,0.29,0.08,0.19,"최재석에게 태우 세계 1위·한국 경제 5위와 부산 엑스포 구상을 설명하고 금융타워 보고서를 경제부처에 넘겨 달라고 요청한다. 대통령의 긍정 검토 약속은 얻지만 보고서도 정책도 미집행이어서, 마지막의 정부·태우·주주 삼각편대는 가능한 지지구도에 머문다.",L117455~L117594
677,677,DCA-N61,N61·코리아 디스카운트 개혁과 1000억 달러 AI 데이터센터,5,5,8,0.31,0.12,0.28,0.08,0.21,"천민정의 생성형 AI와 영상 기술을 확인하는 점검 뒤 오용재와의 면담으로 옮겨 간다. 삼진의 역사를 바꿀 거절하기 힘든 스마트폰 협업이라고 운만 띄운 채 AI폰·칩 조건은 말하지 않아, 정보 공개를 아낀 마지막 대화가 가장 큰 궁금증을 남긴다.",L117595~L117765
678,678,DCA-N61,N61·코리아 디스카운트 개혁과 1000억 달러 AI 데이터센터,5,8,6,0.22,0.15,0.30,0.07,0.26,오용재의 삼진이 AI폰·칩 협업을 수락하고 다른 한국 대기업도 참여해 태우 단독 상승이 시장 재평가로 넓어진다,L117766~L117948
679,679,DCA-N61,N61·코리아 디스카운트 개혁과 1000억 달러 AI 데이터센터,6,9,7,0.20,0.11,0.25,0.05,0.39,아마존·구글·MS·메타가 동등지분으로 1천억 달러 AI 데이터센터를 만들며 태우 반도체·전력 수요를 결집한다,L117949~L118111
680,680,DCA-N61B,N61B·고체배터리·T-9 파리모터쇼 공개,5,8,8,0.30,0.13,0.17,0.07,0.33,AI 주문 폭증을 확인하고 완성된 고체배터리를 10월 파리 모터쇼에서 구디너프와 공개하기로 정한다. 공개 차명과 공급계약은 아직 나오지 않아 회귀지식 밖 기술이 제품 무대로 이동하는 준비의 맛에 머문다.,L118112~L118272
681,681,DCA-N61B,N61B·고체배터리·T-9 파리모터쇼 공개,8,8,7,0.17,0.24,0.25,0.15,0.19,"고체배터리·T-9의 1천 킬로미터 주행과 10분 충전이 파리에서 공개되자 완성차들이 공급계약을 요구한다. 김민재는 준비한 계약서를 내밀지만 서명·물량배분 장면은 없어, 기술공개와 협상행동을 봉우리로 두고 소유권 지급은 남긴다.",L118273~L118445
682,682,DCA-N62,N62·N&K 기술탈취 계약위반·계좌동결과 체포,7,5,8,0.32,0.18,0.12,0.17,0.21,태우 주가 급등과 계열분리를 검토하던 중 N&K 주가조작을 포착해 축제 속 시장범죄를 조용히 가지칠 필요가 생긴다,L118446~L118599
683,683,DCA-N62,N62·N&K 기술탈취 계약위반·계좌동결과 체포,7,4,9,0.23,0.22,0.32,0.16,0.07,김남훈이 10분 안에 증거를 가져오겠다고 배신을 약속한다. 명단·계좌·비밀번호는 아직 전달 전이라 관계 균열과 미지급 질문에 머문다.,L118600~L118768
684,684,DCA-N62,N62·N&K 기술탈취 계약위반·계좌동결과 체포,8,8,8,0.15,0.34,0.19,0.15,0.17,계좌를 동결하고 검찰이 나기연과 김남훈을 체포해 시장충격 없이 주가조작 조직을 제거한 직후 대형 수주소식이 온다,L118769~L118956
685,685,DCA-N62B,N62B·체코 원전 우선협상과 한아약품 경영권 인수,6,7,7,0.19,0.12,0.20,0.05,0.44,"체코 원전 24조 원 우선협상과 현지 공장·데이터센터 계획을 확인해 유럽 사업의 실물 보상을 받는다. 곧 센트리언 확장을 위한 국내 제약 M&A 대상을 찾게 하며, 특정 회사나 지분조건은 비워 둔 채 다음 인수전으로 이동한다.",L118957~L119112
686,686,DCA-N62B,N62B·체코 원전 우선협상과 한아약품 경영권 인수,7,8,8,0.18,0.15,0.38,0.16,0.13,한아약품 모녀 지분을 20퍼센트 프리미엄에 사며 남보다 태우를 믿는 소현숙의 가족분열을 파고든다. 형제 쪽에는 정체가 아직 밝혀지지 않은 월가 사모펀드가 붙어 있어 모녀의 수락 뒤에도 과반 경영권은 남는다.,L119113~L119275
687,687,DCA-N62B,N62B·체코 원전 우선협상과 한아약품 경영권 인수,9,8,9,0.14,0.23,0.23,0.25,0.15,아폴로가 아들 지분을 금융타워에 넘겨 한아약품을 확보한 직후 북한 미사일이 남하해 기업 보상이 국가위기로 뒤집힌다,L119276~L119441
688,688,DCA-N63,N63·러북 거래 확인과 중국·장남·언론 대응 설계,8,6,7,0.42,0.17,0.22,0.10,0.09,"강 대위 사무실의 데이비드 대화와 하루 뒤 세 정보선의 교차확인이 정보 리본의 중심이다. 러시아의 대북 식량과 북한산 무기·탄약은 확인되지만 중국·장남 접촉, 언론 제보, 한국 무기지원 위협, 바그너 감시는 지시·설계에 머물러 실제 공개·분열·대체공급을 보상으로 올리지 않는다.",L119442~L119593
689,689,DCA-N63B,N63B·사우디 원화스와프와 유럽 원화금융,6,7,7,0.29,0.11,0.30,0.08,0.22,총리가 된 리강에게 장남 지원을 확인하고 걸프 통화스와프와 금융타워 자산으로 원화 결제망을 설계한다,L119594~L119759
690,690,DCA-N63B,N63B·사우디 원화스와프와 유럽 원화금융,6,6,7,0.27,0.09,0.30,0.08,0.26,사우디가 원화스와프·원화 원유결제를 말로 받아 실무협상이 시작되고 시장·환율이 반응한다. 유럽 9개국의 원전·방산 금융문의와 무이자대출 제안까지 이어지지만 서명된 국가간 계약은 없어 관계·정보에 오래 머물고 물질보상은 낮춘다.,L119760~L119910
691,691,DCA-N64,N64·전기차 화재의제와 산업스파이 역추적,7,7,7,0.28,0.21,0.12,0.25,0.14,고체배터리의 가격장벽을 넘기 위해 전기차 화재와 한파를 안전성 뉴스 의제로 설계한다. 최재석에게 정책지원과 국민경제당 후계구도까지 논의하는 후반은 산업 캠페인에 정치 관계의 감정을 얹되 실제 지원정책은 남겨 둔다.,L119911~L120062
692,692,DCA-N64,N64·전기차 화재의제와 산업스파이 역추적,8,5,8,0.21,0.29,0.24,0.20,0.06,직원명부로 산업스파이를 추적하고 제보자 보호와 재발 방지를 지시해 기술격차를 지키는 내부 숙청에 들어간다,L120063~L120208
693,693,DCA-N64,N64·전기차 화재의제와 산업스파이 역추적,6,5,7,0.29,0.22,0.25,0.08,0.16,"산업스파이 17명 증거·34명 의심·제안을 거부한 50명 이상을 구분하고 보너스·검찰전달을 지시한다. 고체배터리 관심과 주가상승은 보이지만 체포·입금·자산환수·150만 대 생산은 전이라, 인적정보와 후속행동을 중심에 두고 보상은 절제한다.",L120209~L120355
694,694,DCA-N64B,N64B·동유럽 경제블록과 중국차 공동관세,7,7,7,0.27,0.12,0.35,0.08,0.18,폴란드 원전 설명회에서 동유럽 정상들에게 금융타워 자본과 방산·원전을 묶은 새 경제블록을 제안한다,L120356~L120504
695,695,DCA-N64B,N64B·동유럽 경제블록과 중국차 공동관세,7,8,8,0.19,0.10,0.38,0.06,0.27,방산·원전·연구투자를 묶어 동유럽 정상 전원의 동의를 얻고 독·프 중심 EU에 맞설 태우 우호권을 공식화한다,L120505~L120655
696,696,DCA-N64B,N64B·동유럽 경제블록과 중국차 공동관세,7,7,6,0.24,0.16,0.29,0.07,0.24,자동차동맹에 고체배터리 물량을 양보하고 중국 전기차 관세 공동로비를 이끌어 단기 손해를 장기시장 지렛대로 바꾼다,L120656~L120801
697,697,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,6,6,7,0.35,0.10,0.18,0.11,0.26,미국 대중관세 시점을 점검한 뒤 부산 해상도시에 AI 데이터센터·SMR을 결합해 네옴과 겨룰 지속가능도시 구상을 만든다. 상대 대표는 아직 등장하지 않아 투자계약이 아니라 수익구조와 엑스포 승부기준을 세운 것이 이 화의 보상이다.,L120802~L120950
