sequence,visible_label,source_lines,note_status,score_status,ribbon_status,boundary_status,next_source_lines,before_note,after_note,retained_scores,retained_ribbon,source_readback,boundary_readback
496,496,L86828~L87002,EDIT,PASS,PASS,PASS,L87003~L87178,후계자 김정권에게 영상의 각도를 돌려 사기방식을 보여 주고 2주 안에 지분을 팔며 새만금 공장·인력을 배치하라는 조건을 건다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 대화그룹의 니콜라 지분 매각 결정과 새만금 화학단지 확대 약속을 얻는다. 매각대금과 본사 자금의 실제 투입은 남는다.,"김정권에게 영상 각도를 돌려 니콜라 사기방식을 직접 보여 주고 2주 안 지분 매각, 새만금 공장·인력 배치를 조건으로 건다. 아버지 김성윤이 매각대금 전액과 본사 자금까지 새만금에 넣으라고 지시하는 끝에서 후계자의 납득이 그룹 투자 의무로 커진다.",T7/R8/H6,0.20/0.17/0.33/0.13/0.17,후계자 김정권에게 영상의 각도를 돌려 사기방식을 보여 주고 2주 안에 지분을 팔며 새만금 공장·인력을 배치하라는 조건을 건다; 지급=대화그룹의 니콜라 지분 매각 결정과 새만금 화학단지 확대 약속을 얻는다. 매각대금과 본사 자금의 실제 투입은 남는다; 마지막=김성윤은 김정권에게 니콜라 지분 매각대금 전액과 본사 자금까지 새만금에 넣으라고 지시한다,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
513,513,L89697~L89854,EDIT_MANAGER_REDTEAM_STAGE,EDIT_MANAGER_REDTEAM_STAGE,PASS,PASS,L89855~L90022,"중국에서 해고된 기술자를 막고 인도·베트남에 레거시 팹과 HBM·GPU 투자를 배치한다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 인도·베트남 레거시 팹과 HBM·GPU 투자안, 중국 해고기술자 차단 방침과 한국 GPU 공장 부지를 확정한다. 팹 건설·생산은 아직 전이다.","인도·베트남을 중국 구형반도체 시장 최소 50% 대체기지로 잡고 구형 노광장비를 중국보다 먼저 계약하라는 경쟁시계를 건다. 2년 내 제재와 차량용 부족, 악성재고 본사매입 책임까지 수치로 맞춘 뒤 HBM 5배·한국 GPU 부지로 확장한다.",5/6/7,0.35/0.21/0.12/0.06/0.26,"인도·베트남 팹을 중국 구형반도체 시장 최소 50% 대체 규모로 잡고 중국 업체보다 먼저 구형 노광장비 공급계약을 맺도록 지시한다. 2년 내 제재·차량용 공급부족을 설명하고 악성재고는 본사가 매입 책임지며 HBM 5배 증설·한국 GPU 부지를 배치한다. | 지급: 중국 시장 최소 50% 대체 규모, 인도·베트남 구형팹, 중국보다 앞선 구형 노광장비 공급계약 방침, 본사 악성재고 매입책임, HBM 5배 증설과 한국 GPU 부지를 확정한다. 팹 건설·장비 계약은 미지급이다.",현재 화 L89697~L89854 안의 표면만 사용
514,514,L89855~L90022,EDIT_MANAGER_REDTEAM_STAGE,EDIT_MANAGER_REDTEAM_STAGE,EDIT,PASS,L90023~L90196,해외 레거시 공장별 생산품을 배분하고 ASML 장비 선점을 위해 피터슨을 직접 만나기로 정한 뒤 베트남·인도 출장길에 오른다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 레거시 공장별 생산품과 필요한 장비 방향을 정하고 피터슨과 직접 협상할 출장 일정을 잡는다. ASML 공급권·증설 합의는 아직 없다.,"베트남 팹과 곡물·농지, 인도 팹과 밀을 맞바꾸는 국가 거래표를 만들고 ASML이 중국 대신 태우에 구형장비를 줄지 직접 협상하기로 한다. 1,000억 달러 곡물 비판과 장비 독점이 압박이며, 공급계약과 정부 도장은 다음 순방에 남는다.",7/6/7,0.34/0.22/0.15/0.07/0.22,"공장별 생산품을 배분한 뒤 베트남 공장 대가로 곡물계약·대규모 농지사용권, 인도 공장 대가로 밀을 요구하기로 한다. 1,000억 달러 곡물 비판을 버티며 ASML이 중국 대신 태우와 구형장비 계약을 맺을지 우려하자 김민재가 직접 협상하고 귀로 베트남·인도 도장을 받겠다고 정한다. | 지급: 해외팹 생산품 배분, 베트남의 곡물·농지와 인도의 밀이라는 교환조건, ASML 직접협상 및 베트남·인도 방문·도장 계획을 확정한다. ASML 장비공급과 정부계약은 아직 미지급이다.",현재 화 L89855~L90022 안의 표면만 사용
517,517,L90379~L90540,EDIT,PASS,PASS,PASS,L90541~L90722,"일본 초계기 갈등을 계기로 일본 소재를 2~10배 비축하고 관련주 공매도를 준비한 뒤, 내부정보를 구하러 명동으로 향한다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 일본산 소재의 비축 배수와 관련주 공매도 방향을 정하고 명동 정보망에 접근한다. 이영한의 실제 정보수집·작전 투입은 아직 전이다.",일본 초계기 갈등을 수출규제 신호로 읽어 일본 소재를 품목별 2~10배 비축하고 관련주 공매도를 준비한다. 명동으로 가 이영한에게 정계·야쿠자 약점을 캐려는 마지막 이동이 재고 확보 계획보다 은밀한 정보전의 기대를 키운다.,T8/R5/H8,0.31/0.27/0.10/0.14/0.18,"일본 초계기 갈등을 계기로 일본 소재를 2~10배 비축하고 관련주 공매도를 준비한 뒤, 내부정보를 구하러 명동으로 향한다; 지급=일본산 소재의 비축 배수와 관련주 공매도 방향을 정하고 명동 정보망에 접근한다. 이영한의 실제 정보수집·작전 투입은 아직 전이다; 마지막=이영한이 일본 정계·야쿠자에서 어떤 약점을 가져올지, 실제 수출규제가 언제 발동할지가 걸린다",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
519,519,L90723~L90882,EDIT,PASS,PASS,PASS,L90883~L91041,듀폰 현지화를 타진하고 강 대위에게 자금세탁 추적장비·초소형 카메라를 건네 일본 대북밀수 증거수집 작전을 시작한다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 듀폰 현지화 협상창과 대북밀수 증거를 모을 장비·인력·작전경로를 마련한다. 영상·자금증거 확보와 공개는 아직 전이다.,"듀폰의 한국 현지화를 타진하는 공개 협상과 강 대위에게 자금세탁 추적장비·초소형 카메라를 건네는 대북밀수 잠입 준비가 교차한다. 공장 조건도 영상 증거도 아직 없으므로, 두 작전은 장비와 접촉선을 갖춘 출발점에서 함께 멈춘다.",T8/R5/H8,0.27/0.27/0.20/0.11/0.15,듀폰 현지화를 타진하고 강 대위에게 자금세탁 추적장비·초소형 카메라를 건네 일본 대북밀수 증거수집 작전을 시작한다; 지급=듀폰 현지화 협상창과 대북밀수 증거를 모을 장비·인력·작전경로를 마련한다. 영상·자금증거 확보와 공개는 아직 전이다; 마지막=강 대위 팀이 실제 대북밀수 영상·자금흐름을 확보하고 듀폰과 한국 공장 조건을 합의할 수 있는가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
520,520,L90883~L91041,EDIT,PASS,PASS,PASS,L91042~L91200,"듀폰과 6천만 달러 한국 포토레지스트 공장 건설에 합의하고 태우가 2천만 달러를 대 지분 30퍼센트를 받으며, 기존 태우 공장을 임시 생산거점으로 내준다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 듀폰 한국 공장 건설계약, 태우 2천만 달러 투자·지분 30퍼센트, 기존 공장의 임시 생산사용과 연구팀 이전 약속을 얻는다.",듀폰과 6천만 달러 한국 포토레지스트 공장에 합의하고 태우가 2천만 달러를 대 지분 30퍼센트를 받는다. 기존 태우 공장을 임시 생산거점으로 내주고 연구팀 이전까지 묶는 구체 계약이 연속 지급되어 일본 규제 역공의 실물감이 높다.,T5/R8/H7,0.19/0.16/0.31/0.06/0.28,"듀폰과 6천만 달러 한국 포토레지스트 공장 건설에 합의하고 태우가 2천만 달러를 대 지분 30퍼센트를 받으며, 기존 태우 공장을 임시 생산거점으로 내준다; 지급=듀폰 한국 공장 건설계약, 태우 2천만 달러 투자·지분 30퍼센트, 기존 공장의 임시 생산사용과 연구팀 이전 약속을 얻는다; 마지막=일본 정책이 자국 소재기업을 배신할 때 듀폰 공장과 인수카드가 실제로 작동할지가 남는다",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
521,521,L91042~L91200,EDIT,PASS,PASS,PASS,L91201~L91367,센트리언 진단·백신 연구와 대형 제약공장을 손실을 감수하고 확대한다. 독자는 돈·지분·직책의 지급에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 센트리언 연구·제약공장 증설이 승인되고 연구진에게 선행투자와 지원이 배정된다.,"센트리언의 진단·백신 연구와 대형 제약공장을 당장 손실이 나더라도 확대하라고 승인한다. 연구진 지원과 증설비 배정은 끝났지만 공사 중인 시설이 팬데믹 대응력으로 완성된 것은 아니어서, 선행투자의 느린 축적 자체가 리듬을 만든다.",T5/R6/H7,0.27/0.22/0.12/0.10/0.29,"센트리언 진단·백신 연구와 대형 제약공장을 손실을 감수하고 확대한다; 지급=센트리언 연구·제약공장 증설이 승인되고 연구진에게 선행투자와 지원이 배정된다; 마지막=공사 중인 제약시설과 진단·백신 연구를 실제 팬데믹 대응력으로 완성하고, 농업·식량 선행투자까지 이어 갈 수 있는가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
522,522,L91201~L91367,EDIT,PASS,PASS,PASS,L91368~L91543,"수감된 이 상무가 물 만한 가짜·도난 반도체 기술 USB와 간접 전달경로를 설계해 중국 보조금 사냥의 미끼를 준비한다. 독자는 현장 실행에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 가짜·도난 기술 USB와 간접 전달경로, 이 상무를 보조금 사냥꾼으로 쓸 계획을 완성한다. 실제 전달·가짜 팹 설립은 아직 전이다.","수감된 이 상무의 욕심을 중국 반도체 보조금 고갈에 이용할 기술미끼와 간접 전달경로를 세밀하게 설계한다. 미끼의 구체 매체와 전달 장면, 가짜 팹 설립은 아직 나오지 않아 함정의 조립 과정을 길게 본 뒤 먹잇감의 첫 반응을 기다린다.",T7/R5/H7,0.22/0.30/0.17/0.18/0.13,수감된 이 상무의 욕심과 간접 전달경로를 이용해 중국 각지에 가짜 반도체 공장을 만들 보조금 사냥 미끼를 설계한다; 지급=이 상무를 보조금 사냥꾼으로 쓸 기술미끼·간접 전달경로 계획을 완성한다. 실제 전달·가짜 팹 설립은 전이다; 마지막=설계한 기술미끼가 이 상무에게 전달되고 그가 욕심을 부려 가짜 팹을 만들 것인가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
530,530,L92587~L92760,EDIT,PASS,PASS,PASS,L92761~L92938,"일본 대북밀수 증거를 공개하고 이영한에게 소재기업의 부채를 사들여 한국 이전을 유도하라고 지시하며, 국산 불화수소 소량생산을 확인한다. 독자는 현장 실행에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 대북밀수 영상·자금증거를 공개하고 채무압박 대상 기업을 정하며 국산 불화수소 소량생산을 확인한다.","일본 대북밀수의 영상·자금증거를 공개하는 강한 행동 뒤 이영한에게 소재기업 부채를 사 한국 이전을 압박하라고 지시한다. 국산 12나인 불화수소의 소량생산까지 확인하지만 대량공급과 실제 이전계약은 남아, 폭로의 즉시성 뒤에 제조 확대의 시간을 붙인다.",T9/R7/H8,0.21/0.35/0.14/0.18/0.12,"일본 대북밀수 증거를 공개하고 이영한에게 소재기업의 부채를 사들여 한국 이전을 유도하라고 지시하며, 국산 불화수소 소량생산을 확인한다; 지급=대북밀수 영상·자금증거를 공개하고 채무압박 대상 기업을 정하며 국산 불화수소 소량생산을 확인한다; 마지막=소량생산한 12나인 불화수소를 대량공급으로 키워 공개하고, 채무압박을 실제 한국 이전계약으로 바꿀 수 있는가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
534,534,L93280~L93453,EDIT,PASS,PASS,PASS,L93454~L93619,아키토의 한국공장·지분 양도를 받고 사우디 자금을 섞어 일본 소재기업 네 곳을 같은 방식으로 포획할 계약안을 짠다. 독자는 돈·지분·직책의 지급에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 아키토의 한국공장·지분 양도계약과 추가 네 업체 포획안을 얻는다. 네 업체의 실제 계약·소유권은 아직 없다.,"아키토에게 한국 공장과 지분을 넘기는 계약을 받고 사우디 자금을 섞어 일본 소재기업 네 곳을 같은 방식으로 포획할 판을 짠다. 첫 소유권 지급은 선명하되 나머지 네 업체는 계약 전이고, 끝은 숨겨 둔 기업들을 선박·금융 확전에 어떻게 쓸지로 향한다.",T5/R8/H7,0.16/0.18/0.20/0.08/0.38,아키토의 한국공장·지분 양도를 받고 사우디 자금을 섞어 일본 소재기업 네 곳을 같은 방식으로 포획할 계약안을 짠다; 지급=아키토의 한국공장·지분 양도계약과 추가 네 업체 포획안을 얻는다. 네 업체의 실제 계약·소유권은 아직 없다; 마지막=포획한 업체를 숨긴 채 일본의 선박·금융 확전에 어떻게 활용할지가 남는다,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
536,536,L93620~L93775,EDIT,PASS,PASS,PASS,L93776~L93953,"일본 금융공격 가능성에 50~60조 원대 국내 유동성과 미국 통화스와프 방어선을 짜고 태우상사의 손실·매입기회를 점검한다. 독자는 현장 실행에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 국내 유동성 공급과 미국 통화스와프 방어계획, 태우상사 매입계획을 마련한다. 실제 금융공격·집행·흑자전환은 아직 전이다.","일본 금융공격을 가정해 국내 50~60조 원 유동성과 미국 통화스와프 방어선을 숫자로 맞춘다. 태우상사의 손실과 매입 기회까지 점검하지만 공격도 집행도 시작되지 않아, 위기 전 자금배치의 건조한 긴장이 회차를 채운다.",T9/R5/H7,0.18/0.35/0.13/0.17/0.17,"일본 금융공격 가능성에 50~60조 원대 국내 유동성과 미국 통화스와프 방어선을 짜고 태우상사의 손실·매입기회를 점검한다; 지급=국내 유동성 공급과 미국 통화스와프 방어계획, 태우상사 매입계획을 마련한다. 실제 금융공격·집행·흑자전환은 아직 전이다; 마지막=일본 금융공격이 현실화되면 방어선을 집행하고 태우상사의 누적 적자를 수익으로 뒤집을 수 있는가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
537,537,L93776~L93953,EDIT,PASS,PASS,PASS,L93954~L94124,로만에게 후쿠시마 오염수 문제를 러시아 고위층에 보고하고 국제 압박에 협력해 달라고 요청해 약속을 받는다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 로만의 협력·보고 약속과 러시아발 문제 제기 통로를 얻는다. 실제 국제 의제화·조사·압박은 아직 전이다.,"로만에게 후쿠시마 오염수 자료를 러시아 고위층에 보고하고 국제 압박에 협력해 달라고 직접 부탁한다. 보고 약속은 받았으나 실제 의제화는 없고, 중국까지 연대에 붙일 수 있는지가 다음 외교 관계의 문턱이 된다.",T8/R5/H7,0.29/0.28/0.19/0.14/0.10,로만에게 후쿠시마 오염수 문제를 러시아 고위층에 보고하고 국제 압박에 협력해 달라고 요청해 약속을 받는다; 지급=로만의 협력·보고 약속과 러시아발 문제 제기 통로를 얻는다. 실제 국제 의제화·조사·압박은 아직 전이다; 마지막=중국까지 오염수 연대에 붙일 수 있는지와 일본이 받을 경제충격이 다음 문제다,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
549,549,L95887~L96065,EDIT,PASS,PASS,PASS,L96066~L96235,"미국과 3억 개 진단키트 첫 공급계약을 맺고 추가 6억 개 수요를 논의하며, 마스크 구매 의향과 생산능력을 점검한다. 독자는 돈·지분·직책의 지급에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 미국 3억 개 진단키트 첫 공급계약을 얻는다. 추가 6억 개와 마스크 주문·계약은 아직 전이다.","미국과 진단키트 3억 개의 첫 공급계약을 맺는 순간이 물량과 지위의 확실한 지급이다. 추가 6억 개와 마스크 수요는 생산능력을 확인하는 협의에 그쳐, 이미 찍힌 계약서와 아직 늘어날 주문을 분리해 읽게 한다.",T6/R8/H7,0.16/0.16/0.21/0.11/0.36,"미국과 3억 개 진단키트 첫 공급계약을 맺고 추가 6억 개 수요를 논의하며, 마스크 구매 의향과 생산능력을 점검한다; 지급=미국 3억 개 진단키트 첫 공급계약을 얻는다. 추가 6억 개와 마스크 주문·계약은 아직 전이다; 마지막=첫 3억 개 계약을 차질 없이 공급하고 추가 6억 개·마스크 구매계획을 실제 계약으로 닫을 수 있는가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
553,553,L96581~L96746,EDIT,PASS,PASS,PASS,L96747~L96944,WHO 비상사태 선언에 다이아 프린스 승객 구조용 선박·음압텐트·검사를 준비한다. 독자는 현장 실행에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 최재석의 자국민 구조 승인과 선박·음압텐트·검사팀 준비 착수를 얻는다. 출항·접안·승객 이송은 아직 전이다.,"WHO 비상사태 선언을 듣자 다이아 프린스 승객을 데려올 선박·음압텐트·검사팀을 즉시 준비한다. 최재석의 자국민 구조 승인은 얻었지만 출항·접안·이송은 전혀 나오지 않아, 회차는 구조 직전의 물류 행동과 감염 공포에 시간을 쓴다.",T9/R5/H8,0.23/0.42/0.13/0.17/0.05,WHO 비상사태 선언에 다이아 프린스 승객 구조용 선박·음압텐트·검사를 준비한다; 지급=최재석의 자국민 구조 승인과 선박·음압텐트·검사팀 준비 착수를 얻는다. 출항·접안·승객 이송은 아직 전이다; 마지막=준비한 선박·음압텐트·검사팀이 실제 출항해 다이아 프린스 승객을 감염 없이 데려올 수 있는가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
557,557,L97328~L97505,EDIT,PASS,PASS,PASS,L97506~L97678,"태우 계열사의 원격근무가 정상 작동하는지 확인하고, 대규모 종교집회 위험을 조사하기 위해 천민정에게 SNS 잠입·해킹을 지시한다. 독자는 현장 실행에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 태우 계열사의 원격업무 실전 성공을 확인하고 종교집회 동원망을 조사할 지시를 내린다. 잠입·집회 차단은 아직 전이다.","태우 계열사의 원격근무가 실제로 돌아가는지 확인해 선행투자의 작은 보상을 먼저 받는다. 대규모 종교집회 위험이 올라오자 천민정에게 SNS 잠입·해킹을 지시하며, 집회 규모와 감염고리는 아직 보이지 않는 상태로 긴장을 다시 세운다.",T7/R6/H8,0.18/0.43/0.10/0.24/0.05,"태우 계열사의 원격근무가 정상 작동하는지 확인하고, 대규모 종교집회 위험을 조사하기 위해 천민정에게 SNS 잠입·해킹을 지시한다; 지급=태우 계열사의 원격업무 실전 성공을 확인하고 종교집회 동원망을 조사할 지시를 내린다. 잠입·집회 차단은 아직 전이다; 마지막=천민정의 팀이 종교단체 SNS에 잠입해 실제 집회 규모와 동원망을 확인하고 감염고리를 막을 수 있는가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
561,561,L98047~L98227,EDIT,PASS,PASS,PASS,L98228~L98402,"공매도 80퍼센트를 청산하고 제2 금융타워를 세우며 트럼프의 백신 회의론을 확인한다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 공매도 80퍼센트 청산과 제2 금융타워 건립 결정을 확정하지만, 건물 완공과 트럼프의 백신협력은 아직 없다.","원유 공매도 물량 80퍼센트를 청산해 이익을 회수하고 제2 금융타워 건립을 결정하는 금융 결산이 먼저 온다. 트럼프의 백신 회의론을 확인한 뒤 바이든까지 직접 시험할지를 남겨, 현직 정권에서 받은 보상을 다음 정치 선택으로 넘긴다.",T8/R8/H7,0.29/0.22/0.19/0.17/0.13,"공매도 80퍼센트를 청산하고 제2 금융타워를 세우며 트럼프의 백신 회의론을 확인한다; 지급=공매도 80퍼센트 청산과 제2 금융타워 건립 결정을 확정하지만, 건물 완공과 트럼프의 백신협력은 아직 없다; 마지막=김민재가 현직에게서 원유자산 이익을 회수한 뒤 바이든을 직접 시험할지가 남는다",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
563,563,L98403~L98564,EDIT,PASS,PASS,PASS,L98565~L98760,"다이먼과 나스닥 저점매수를 진행하고 2~5조 달러 부양책·운임폭등 전에 선박·컨테이너를 사들이라고 지시한다. 독자는 돈·지분·직책의 지급에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 나스닥 매수와 선박·컨테이너 확보 지시, 부양책 대응 포트폴리오를 세운다. 해운자산의 실제 매입·인도는 진행 전이다.","다이먼과 나스닥 저점매수를 실제 진행하면서 2~5조 달러 부양책과 운임 폭등을 계산한다. 선박·컨테이너를 미리 사들이라는 지시는 아직 인도된 자산이 없어, 매수 화면과 물류 선점 명령 사이에서 빠르게 다음 미국 거래를 준비한다.",T5/R6/H7,0.27/0.25/0.09/0.06/0.33,"다이먼과 나스닥 저점매수를 진행하고 2~5조 달러 부양책·운임폭등 전에 선박·컨테이너를 사들이라고 지시한다; 지급=나스닥 매수와 선박·컨테이너 확보 지시, 부양책 대응 포트폴리오를 세운다. 해운자산의 실제 매입·인도는 진행 전이다; 마지막=대형 석유기업 자산과 바이든의 방역정책까지 같은 미국 일정에서 거래할지가 남는다",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
566,566,L98947~L99104,EDIT,PASS,PASS,PASS,L99105~L99284,태우 사장단 회의에서 원전·레거시칩 증산과 태우상사의 선박 매입을 승인하고 계열사별 저점투자 방향을 정한다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 사장단 회의에서 원전·레거시칩 증산과 전방위 선박매입 방침을 승인한다. 실제 증설·선박 소유는 집행 전이다.,"태우 사장단이 계열사별 저점투자를 검토하고 원전·레거시칩 증산, 태우상사의 전방위 선박매입을 승인한다. 생산라인이나 선박 소유권은 아직 늘지 않아 회차의 무게는 실적이 아니라 사장들의 판단과 자금 배치표에 놓인다.",T5/R6/H7,0.30/0.20/0.17/0.08/0.25,태우 사장단 회의에서 원전·레거시칩 증산과 태우상사의 선박 매입을 승인하고 계열사별 저점투자 방향을 정한다; 지급=사장단 회의에서 원전·레거시칩 증산과 전방위 선박매입 방침을 승인한다. 실제 증설·선박 소유는 집행 전이다; 마지막=승인한 원전·레거시칩·선박 투자를 실제 계약과 생산·운항능력으로 바꿀 수 있는가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
568,568,L99285~L99462,EDIT,PASS,PASS,PASS,L99463~L99633,의료붕괴 일본의 비밀 지원요청을 받고 협상 장소를 호주로 정해 일본 측과 만나기로 한다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 일본의 비밀 지원요청과 호주 회담 일정·장소를 확보한다. G7 지지·자산 인수 조건은 아직 제시·합의 전이다.,의료붕괴에 몰린 일본이 손정우를 통해 비밀 지원을 요청하자 김민재는 일본행을 거부하고 호주를 회담 장소로 지정한다. 접촉과 장소만 잡힌 상태라 방역물자의 구체 대가와 일본 측 수락은 다음 화에 남는다.,T8/R5/H7,0.22/0.12/0.36/0.20/0.10,의료붕괴 일본의 비밀 지원요청을 받고 협상 장소를 호주로 정해 일본 측과 만나기로 한다; 지급=일본의 비밀 지원요청과 호주 회담 장소를 확보한다. 구체 대가는 아직 제시·합의 전이다; 마지막=호주 회담에서 방역물자 지원의 대가로 무엇을 요구하고 일본이 받아들일 것인가?,현재 화는 손정우 접촉과 호주 회담 장소; G7 비반대·20조 엔 자산은 다음 화 협상안
569,569,L99463~L99633,EDIT,PASS,PASS,PASS,L99634~L99819,"멜버른에서 손정우·다이키요에게 방역물자와 20조 엔 자산 인수를 제안한다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 방역물자 공급, 20조 엔대 자산 인수와 G7 비반대를 맞바꾸는 조건을 일본 측에 제시한다. 일본 내각의 최종 수락은 아직 전이다.","멜버른에서 손정우·다이키요와 마주 앉아 방역물자, G7 비반대, 20조 엔대 자산 인수를 교환조건으로 펼친다. 협상 문답이 회차 대부분을 차지하고 일본 내각의 최종 수락과 센트리언 백신 FDA 결론을 동시에 기다리며 끝난다.",T8/R5/H8,0.18/0.12/0.36/0.08/0.26,"멜버른에서 손정우·다이키요에게 방역물자와 20조 엔 자산 인수를 제안한다; 지급=방역물자 공급, 20조 엔대 자산 인수와 G7 비반대를 맞바꾸는 조건을 일본 측에 제시한다. 일본 내각의 최종 수락은 아직 전이다; 마지막=일본 내각이 귀국 뒤 최종승인할지와 센트리언 백신의 FDA 결론이 남는다",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
570,570,L99634~L99819,EDIT,PASS,PASS,PASS,L99820~L99993,일본이 조건을 수락하고 센트리언 백신의 FDA 승인이 도착한다. 독자는 돈·지분·직책의 지급에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 일본 내각의 방역물자·G7 비반대·20조 엔 자산거래 수락과 센트리언 백신 FDA 승인을 얻는다. 자산 인수 집행은 남는다.,"일본 내각이 방역물자·G7 비반대·20조 엔 자산거래를 받아들이고 곧이어 센트리언 백신의 FDA 승인까지 도착한다. 두 지급이 겹쳐 보상 밀도가 높지만 자산 인수 집행은 남고, 유일한 대량생산자가 가격·배송·국가별 대가를 정하는 새 부담이 바로 열린다.",T8/R9/H7,0.12/0.14/0.24/0.19/0.31,일본이 조건을 수락하고 센트리언 백신의 FDA 승인이 도착한다; 지급=일본 내각의 방역물자·G7 비반대·20조 엔 자산거래 수락과 센트리언 백신 FDA 승인을 얻는다. 자산 인수 집행은 남는다; 마지막=유일한 대량생산자가 백신 가격·배송·국가별 대가를 어떻게 설계할지가 열린다,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
578,578,L101042~L101213,EDIT,PASS,PASS,PASS,L101214~L101381,유가 감산 뒤 금융선을 정리하고 베릴을 개인투자자 영웅으로 키워 부양금을 증시로 끌어들일 작전을 설계한다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 베릴을 개인투자자 영웅으로 만드는 이미지 전략을 승인한다. 구체 종목·매수 캠페인과 대중 동원은 아직 전이다.,"감산 뒤 원유 금융선을 정리한 다음 베릴을 개인투자자의 영웅으로 만들 이미지 전략을 설계한다. 공매도 세력과 싸울 대상 종목은 아직 밝히지 않은 채 얼굴과 피해자 서사를 먼저 세우므로, 성과보다 한 사람을 시장전쟁의 상징으로 빚는 준비가 길다.",T6/R5/H7,0.28/0.18/0.22/0.12/0.20,유가 감산 뒤 금융선을 정리하고 베릴을 개인투자자 영웅으로 키워 부양금을 증시로 끌어들일 작전을 설계한다; 지급=베릴을 개인투자자 영웅으로 만드는 이미지 전략을 승인한다. 구체 종목·매수 캠페인과 대중 동원은 아직 전이다; 마지막=베릴이 실제 개인투자자를 모을 영웅으로 성장하고 어떤 시장전쟁의 얼굴이 될 것인가?,현재 화는 베릴의 피해자 서사와 공매도 세력전 준비까지; 게임스핀은 다음 화 최초 명시
