sequence,visible_label,arc_id,arc_phase,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,ribbon_rationale,source_lines
626,626,DCA-N54,배신자 정리·북한선 비공개 유지,8,7,7,0.20,0.26,0.30,0.16,0.08,유석훈에게 배신 증거를 넘겨 국민경제당 내 총질을 정리하고 북한 장남 정보는 내부처리로 묶는다,L109184~L109346
632,632,DCA-N55,말리 광산 피탈·PMC 투입,9,5,8,0.19,0.39,0.18,0.14,0.10,말리 쿠데타로 리튬광산을 빼앗기자 MBS·로만 경로로 바그너를 투입해 피를 부르는 탈환전에 들어간다,L110172~L110332
637,637,DCA-N56,가족 걱정·리즈 선물 제안,3,8,7,0.10,0.09,0.42,0.31,0.08,"과로하는 손자를 걱정하는 김태중에게 EPL 리즈 구단을 선물하겠다고 약속한다. 인수결정과 가족의 기대만 생긴 상태라 매도 측 인물·가격·성적연동 조건은 다음 화로 미루고, 조손의 휴식과 책임 대화에 시간을 둔다.",L111038~L111207
638,638,DCA-N56,구단 협상·안전한 인수,6,6,7,0.14,0.16,0.34,0.13,0.23,"데이비드가 안드레아에게 성적에 따라 최대 1억 파운드를 주는 리즈 인수 옵션을 제시해 조건 합의를 얻는다. 협상 관계와 가격표는 닫히지만 EPL 심사와 소유권 이전은 남아, 선수·감독 영입의 기대를 서두르지 않는다.",L111208~L111361
639,639,DCA-N56,승인 통과·우승전력 설계,5,8,7,0.22,0.13,0.31,0.11,0.23,까다로운 재무·인성심사를 통과해 EPL 구단 인수승인을 받는다. 마지막에는 홀랜드와 감독 등 스타 전력을 채울 계획만 세우므로 승인이라는 지위 보상 뒤 실제 선수계약은 남겨 둔다.,L111362~L111532
643,643,DCA-N57,세계전쟁 발화·개인복수 이월,10,3,9,0.25,0.28,0.16,0.24,0.07,장남의 복수가 끝난 날 침공이 시작돼 김민재의 개인 원한선이 에너지·식량을 건 세계전쟁으로 교대한다,L112068~L112240
647,647,DCA-N57,지급보증·LME 역압박,9,7,8,0.18,0.26,0.19,0.09,0.28,"시안이 니켈광산 양도와 200억 달러 지급보증 교환을 받아들이며 전 회차의 제안이 합의로 올라선다. 곧바로 LME에 마진콜 무기한 유예를 요청해 실제 광산 이전과 시간압박의 완성은 남겨 두며, 지급과 새 규제 협상을 분리한다.",L112743~L112917
648,648,DCA-N57,니켈전 결산·제재우회 수익,7,9,6,0.16,0.24,0.18,0.08,0.34,LME 유예로 헤지펀드를 물리고 동남아 정유망으로 러시아 원유를 돌려 광물·에너지 공급망 이익을 회수한다,L112918~L113086
651,651,DCA-N58,정책 대치·상징가 인수 제안,8,5,8,0.22,0.14,0.30,0.12,0.22,파월·옐런·FDIC 앞에서 예금자 유동성을 책임지는 대신 SVB를 1달러에 넘기라고 해 국가와 직접 흥정한다,L113409~L113563
652,652,DCA-N58,SVB 인수·미국 원전 지급,6,9,7,0.18,0.10,0.25,0.09,0.38,미 국채를 그대로 보유하고 유동성을 책임지는 조건으로 SVB를 1달러에 인수하고 예금보호까지 계약한다. 400억 달러 원전사업 약속도 함께 받아 자산·지위 보상이 집중되지만 은행 통합과 원전 수주는 이후 집행으로 분명히 남긴다.,L113564~L113713
653,653,DCA-N58,은행 통합·충성 약속 회수,4,5,6,0.18,0.08,0.36,0.10,0.28,"다이먼에게 SVB와 연쇄 부실은행 통합을 맡기며 미국 금융망 확대의 책임을 건넨다. 김민재가 곡물·에너지 세계전략에서 그의 충성과 집행력을 되짚는 대화가 길어, 실제 통합 성과 없이 두 사람의 신뢰와 다음 임무만 확인한다.",L113714~L113857
661,661,DCA-N59,가족의 마지막 임무·식량순방 출발,6,9,7,0.14,0.18,0.28,0.16,0.24,로나 99퍼센트 폭락과 베릴의 공개 복권을 확인한 뒤 김태중에게 해외임무를 부탁한다. 물질 보상 뒤 조손 관계와 감정 전환이 이어진다.,L115000~L115169
665,665,DCA-N59,왕실 방문·카르텔 역압박 발화,7,6,7,0.22,0.14,0.34,0.20,0.10,빈 살만이 개막축제에 오자 김민재가 미·사우디 중재 가능성을 흘리고 미국 농업 연맹을 움직인 곡물카르텔을 되받을 관계 카드를 꺼낸다,L115641~L115809
666,666,DCA-N59,바이든 방한 유도·교환조건 설계,7,7,7,0.25,0.12,0.34,0.08,0.21,"사우디 중재 가능성을 백악관에 흘려 미국 대통령의 방한검토와 한국 금융안전판을 한 거래틀에 올린다. 이 화는 데이비드가 여론·일정의 퇴로를 막는 유인 단계이며, 실제 방문과 통화스와프·증시개혁의 구체 약속은 다음 화 이후다.",L115810~L115982
667,667,DCA-N59,백악관 양보·직접 신뢰 확인,6,8,8,0.18,0.10,0.39,0.09,0.24,바이든에게 금융타워를 보여 주고 반도체 특별대우를 받은 뒤 악수해 한국과 태우의 전략가치를 현직 대통령에게 확인받는다,L115983~L116146
669,669,DCA-N60,제재 우회지원·로만 충성 확보,6,7,7,0.15,0.12,0.42,0.23,0.08,"구단 급료와 생활비까지 막힌 로만의 목소리를 듣고 제재에 걸리지 않는 지원법을 찾겠다고 약속한다. 친구로 계속 연락하겠다는 말과 언젠가 EPL에서 다시 만나자는 약속이 로만을 붙들지만, 급료 우회가 실제로 해결되는 장면은 다음 화에 남는다.",L116315~L116471
670,670,DCA-N60,로만·프리고진 접촉·불만 변수 발아,6,4,8,0.22,0.15,0.35,0.22,0.06,"로만이 튀르키예에서 지친 프리고진과 마주 앉아 서로의 처지를 확인하는 대화가 회차 대부분을 차지한다. 김민재에게 조언을 구해 보자는 제안까지만 나오고 비밀연대나 지원계약은 없어, 두 남자의 불안과 수락 여부가 강한 관계 훅을 만든다.",L116472~L116638
671,671,DCA-N60,보안 메타버스 결속·자금 족쇄,7,7,7,0.21,0.19,0.31,0.17,0.12,로만·프리고진을 강 대위와 보안 메타버스에서 연결하고 동남아 에너지 수익을 줘 바그너의 생존선을 태우에 묶는다,L116639~L116798
672,672,DCA-N60,미국 양쪽 보험·카르텔 역이용,6,5,6,0.29,0.13,0.30,0.10,0.18,"강 대위가 끓인 라면을 먹으며 바그너의 아프리카 활용과 곡물·원유카르텔의 트럼프 접근을 함께 점검한다. 현직 바이든과 차기 후보 양쪽에 선을 남기기로 하되 트럼프의 돌발행동을 통제하지 못해, 정치보험의 설계와 불안이 같은 대화 안에 머문다.",L116799~L116956
673,673,DCA-N60,에너지위기·PIF 6천억 달러 제안,6,8,8,0.23,0.08,0.31,0.13,0.25,노르트스트림 차단 뒤 살만 국왕이 6천억 달러 PIF 전체를 맡기겠다고 해 김민재조차 말문을 잃는 초대형 신뢰 보상이 온다,L116957~L117120
675,675,DCA-N60,사우디 산업계약·성장 전환,5,9,6,0.30,0.14,0.20,0.12,0.24,"사우디가 맡기려는 네옴 공연장·통신망·해저케이블·행정IT의 규모와 비용을 사장들과 계산하고 이번 주 실무협상을 준비한다. 바그너의 보급난을 거친 뒤 하루 25만 배럴 증산 발표로 유가가 꺾이지만, 산업계약 서명과 공매도 수익은 아직 지급되지 않는다.",L117280~L117454
678,678,DCA-N61,AI폰 수락·한국시장 공동상승,5,8,6,0.22,0.15,0.30,0.07,0.26,오용재의 삼진이 AI폰·칩 협업을 수락하고 다른 한국 대기업도 참여해 태우 단독 상승이 시장 재평가로 넓어진다,L117766~L117948
679,679,DCA-N61,빅테크 합작·1천억 달러 데이터센터,6,9,7,0.20,0.11,0.25,0.05,0.39,아마존·구글·MS·메타가 동등지분으로 1천억 달러 AI 데이터센터를 만들며 태우 반도체·전력 수요를 결집한다,L117949~L118111
683,683,DCA-N62,계좌망 추적·공범 즉시 배신,7,4,9,0.23,0.22,0.32,0.16,0.07,김남훈이 10분 안에 증거를 가져오겠다고 배신을 약속한다. 명단·계좌·비밀번호는 아직 전달 전이라 관계 균열과 미지급 질문에 머문다.,L118600~L118768
686,686,DCA-N62,모녀 지분 매입·상속전 대치,7,8,8,0.18,0.15,0.38,0.16,0.13,한아약품 모녀 지분을 20퍼센트 프리미엄에 사며 남보다 태우를 믿는 소현숙의 가족분열을 파고든다. 형제 쪽에는 정체가 아직 밝혀지지 않은 월가 사모펀드가 붙어 있어 모녀의 수락 뒤에도 과반 경영권은 남는다.,L119113~L119275
687,687,DCA-N62,한아약품 확보·미사일 급습,9,8,9,0.14,0.23,0.23,0.25,0.15,아폴로가 아들 지분을 금융타워에 넘겨 한아약품을 확보한 직후 북한 미사일이 남하해 기업 보상이 국가위기로 뒤집힌다,L119276~L119441
689,689,DCA-N63,장남 세력 확인·원화 국제화 설계,6,7,7,0.29,0.11,0.30,0.08,0.22,총리가 된 리강에게 장남 지원을 확인하고 걸프 통화스와프와 금융타워 자산으로 원화 결제망을 설계한다,L119594~L119759
690,690,DCA-N63,원화 원유결제·통화주권 지급,6,9,7,0.18,0.10,0.25,0.07,0.40,사우디와 원화스와프·원화 원유결제를 성사시키고 유럽 원전·방산도 원화로 금융해 통화주권의 첫 실적을 만든다,L119760~L119910
694,694,DCA-N64,동유럽 정상 설득·경제블록 제안,7,7,7,0.27,0.12,0.35,0.08,0.18,폴란드 원전 설명회에서 동유럽 정상들에게 금융타워 자본과 방산·원전을 묶은 새 경제블록을 제안한다,L120356~L120504
695,695,DCA-N64,정상 전원 동의·우호권 공식화,7,8,8,0.19,0.10,0.38,0.06,0.27,방산·원전·연구투자를 묶어 동유럽 정상 전원의 동의를 얻고 독·프 중심 EU에 맞설 태우 우호권을 공식화한다,L120505~L120655
701,701,DCA-N65,이오닉스 판매폭발·충성고객 지급,8,9,6,0.13,0.28,0.14,0.18,0.27,세계 최초 고체배터리 전기차 이오닉스 6천 대가 하루 만에 팔리고 10만 대 예약과 1년 대기열이 생긴다. 이 화는 초기 판매와 AI·15분 충전 반응을 지급하며 해외 로열티 계약은 아직 열리지 않는다.,L121403~L121548
703,703,DCA-N65,전 계열사 증산·중국 기술압박,8,6,8,0.24,0.19,0.35,0.14,0.08,전 계열사를 공장전환에 투입한 김민재가 리강 협상단을 맞아 완제품·투자만 내주고 기술이전은 거절한다. 마지막은 중국이 관계를 유지하려 어떤 대체조건을 내놓을지 묻지만 단독법인·특구·정상방한이라는 답은 아직 없다.,L121691~L121850
704,704,DCA-N65,기술 방어·중국법인 특례 지급,7,8,6,0.22,0.12,0.40,0.08,0.18,리강에게 고체배터리 기술을 주지 않고도 태우 단독 중국법인 특례와 시진핑 방한 약속을 받아 우위를 보존한다,L121851~L121997
707,707,DCA-N66,우정 충돌·엑스포 양보 요구,9,4,8,0.12,0.14,0.43,0.26,0.05,김민재가 형제처럼 지낸 빈 살만에게 부산 엑스포 양보를 요구하자 처음으로 분위기가 차갑게 얼어붙는다,L122317~L122468
708,708,DCA-N66,월드컵·네옴 교환·관계 복원,8,9,6,0.17,0.14,0.40,0.14,0.15,2034 월드컵과 네옴 완공 지원을 대안으로 내 사우디의 엑스포 포기를 받고 빈 살만과 다시 손을 맞잡는다,L122469~L122629
709,709,DCA-N66,유럽 로비선·중국 보복 활용,6,6,7,0.27,0.12,0.31,0.08,0.22,리즈 옵션으로 안드레아를 유럽 로비스트에 묶고 중국의 돼지고기·와인 보복을 EU 분열의 기회로 읽는다,L122630~L122798
712,712,DCA-N67,시진핑 방한·미중 선택권 대치,7,5,7,0.29,0.10,0.37,0.12,0.12,시진핑이 자동차·산업동맹 가입과 전 업종 태우 특구를 제안해 한국이 미중 사이 선택권을 쥔 협상대에 선다,L123130~L123300
715,715,DCA-N67,중국 특구 진출·바그너 반란 발화,9,5,8,0.20,0.36,0.19,0.20,0.05,계열사에 철수 가능한 중국 진출을 명령하는 동안 프리고진이 러시아행을 택하고 바그너 반란이 실제 역사 변수로 터진다,L123643~L123789
716,716,DCA-N67,반란 장기화·에너지 대응 가동,9,6,8,0.24,0.28,0.23,0.16,0.09,바그너의 자금과 가스거점 장악 가능성을 읽고 한 부회장에게 장기 에너지 대응을 시켜 태우 지원의 대가를 준비한다,L123790~L123950
717,717,DCA-N67,반란 생존선·중국 임시회원 결정,8,6,7,0.21,0.17,0.40,0.12,0.10,프리고진·로만이 보안 메타버스에서 태우 지원을 믿는 사이 자동차동맹은 중국기업을 권한 없는 임시회원으로 받는다,L123951~L124124
721,721,DCA-N68,직접 중재 결단·일본 공격 병발,8,5,8,0.24,0.18,0.33,0.17,0.08,가스관을 쥔 바그너·우크라이나를 지렛대로 최재석과 러시아 중재를 맡는 순간 일본의 태우IT 지분 49퍼센트 강제안이 온다,L124613~L124802
722,722,DCA-N68,태우IT 철수 선언·일본 생태계 역위기,9,6,7,0.14,0.34,0.20,0.21,0.11,"일본이 태우IT 지분 49퍼센트를 강제하자 협상 숫자를 더 맞추지 않고 일본 철수를 선언하게 한다. 서비스 축소 준비가 즉시 움직여 행동과 감정의 압력이 높지만, 업계·소비자·정권이 치를 비용은 아직 반응 전이라 훅을 과장하지 않는다.",L124803~L124955
724,724,DCA-N68,크렘린 담판·푸틴 조건부 승낙,8,7,9,0.22,0.16,0.41,0.13,0.08,전쟁 이전선·가스관·횡단철도·한국투자 패키지를 차례로 내밀고 바그너 반란 종식까지 약속한다. 푸틴은 마지막에 천천히 고개를 끄덕일 뿐 구체 조건과 최종 합의는 다음 화에 남는다.,L125112~L125254
725,725,DCA-N68,시간압박·프리고진 현장합의 돌입,9,6,9,0.18,0.25,0.34,0.18,0.05,푸틴의 조건부 승낙 뒤 강경파가 막기 전에 흑해의 프리고진을 설득하려 태우선박으로 급히 향한다,L125255~L125407
726,726,DCA-N69,반란 종식·아프리카 퇴장 보장,8,8,7,0.15,0.26,0.39,0.15,0.05,"프리고진에게 아프리카 사업과 안전한 퇴장을 보장해 바그너 반란 종식 합의를 얻은 뒤 미국으로 향한다. 후반은 백악관 설득자료·PMC 계약 직전 준비를 빠르게 배치하지만, 미국에서 꺼낼 구체 위협과 거래내용은 아직 공개되지 않는다.",L125408~L125577
727,727,DCA-N69,백악관 도박수·수조 달러 책임 약속,8,4,8,0.20,0.14,0.40,0.19,0.07,바이든에게 하마스 사전방어비와 우크라이나 설득 실패비용까지 태우가 책임지겠다고 해 그룹 미래를 건 도박을 던진다,L125578~L125735
730,730,DCA-N69,젤렌스키 압박·부패자료 선물,8,7,8,0.20,0.16,0.38,0.18,0.08,젤렌스키에게 부패세력 제거와 통신·건설 재건을 제안하고 연임용 전쟁을 경고한 뒤 자금흐름 자료를 작은 선물로 준다,L126046~L126215
731,731,DCA-N70,엔캐리 전액청산·세계시장 충격,9,8,8,0.20,0.36,0.09,0.10,0.25,엔캐리 전액청산과 니케이 7퍼센트 하락을 실행하면서 자민당 비자금·미국 압박 가능성을 장기 카드로 쌓는다. 일본의 협상요청은 아직 지급하지 않는다.,L126216~L126382
732,732,DCA-N70,일시상환 강행·일본 협상 요청,9,7,8,0.23,0.25,0.28,0.10,0.14,"전액상환 충격을 받은 일본 금융청의 30조 엔 대응, 미국 환율관찰국 지정, 일본 측 협상요청과 투트랙 결정을 다룬다. 전액상환 자체는 진입 배경이다.",L126383~L126556
733,733,DCA-N70,재차입 조건·국가급 양보 회수,8,8,7,0.15,0.17,0.37,0.15,0.16,"한 부회장과 조지가 기시다에게 중앙은행 보증·우대금리·세제·핀테크 개방·자본규제 완화와 총리 사퇴·중의원 해산 약속을 받아낸다. 재차입·미국채 거래와 시장 정상화는 주말 집행 전이고, 마지막 문장은 기시다가 모르는 김민재의 비공개 접촉을 숨긴다.",L126557~L126729
735,735,DCA-N70,3대 은행 지분·정권교체 문턱,7,9,8,0.16,0.22,0.19,0.08,0.35,환율보험 보상으로 일본 3대 은행 지분을 실제 받고 검은 건설사 돈을 거절한다. 소유권 지급과 선거자금 규율이 물질·지위 봉우리를 만든다.,L126890~L127049
736,736,DCA-N71,일본선거·중동기습·휴전 동시점,9,8,9,0.22,0.19,0.27,0.23,0.09,"기시다 퇴진·중의원 해산 뒤 일본 총선, 하마스 기습예정일, 러우 휴전서명 예정시각이 같은 날 겹친다. 세 현장 모두 실행 직전이며 실제 서명·선거결과·공격차단은 아직 지급되지 않아 동시 카운트다운에 머문다.",L127050~L127212
737,737,DCA-N71,러우 휴전 지급·일본 30조 엔 폭탄,9,9,7,0.16,0.28,0.24,0.17,0.15,러우 휴전 체결과 태우 브랜드 상승을 확인한 뒤 일본 은행의 30조 엔 손실과 뱅크런을 공개해 정치교체를 압박한다,L127213~L127367
738,738,DCA-N71,우크라 재벌 정화·일본 야당 약진,8,9,7,0.18,0.24,0.29,0.13,0.16,"콜로노이 수사 착수와 일본 총선 출구조사가 교차하고, 곤조·나오토 야당연합이 이전보다 50석을 늘려 과반으로 표시된다. 최종 개표·새 내각은 아직 전이므로 수사와 출구조사라는 관찰 가능한 결과에 보상을 한정한다.",L127368~L127539
739,739,DCA-N71,하마스 기습 저지·청구권 확보,9,9,8,0.14,0.36,0.20,0.24,0.06,"AI 드론과 PMC가 하마스의 패러글라이더 침투를 탐지·차단하고 현장에서 민간인을 구조하는 전투 행동이 회차를 밀어붙인다. 대규모 학살을 실제 저지한 보상은 크며, 진입 배경인 일본 총선과 섞지 않고 미국이 PMC 비용·국제보상을 어디까지 인정할지만 남긴다.",L127540~L127739
741,741,DCA-N72,러시아 회수·북한 장남 영향권 확대,7,8,7,0.20,0.14,0.37,0.10,0.19,로만·푸틴과 공장 무상회수·가스관·횡단철도·장남 지원을 합의해 함경북도와 양강도까지 북방경제 기반에 넣는다,L127899~L128080
742,742,DCA-N72,머스크·트럼프 회동·대선 보험,7,7,7,0.23,0.14,0.39,0.13,0.11,텍사스 농장에서 머스크와 트럼프를 만나 무제한 후원과 민주당 후보교체 전략을 제시해 미국대선 양쪽 선을 설계한다,L128081~L128250
743,743,DCA-N72,곤조 총리·일본 금융플랫폼 편입,5,8,7,0.16,0.12,0.31,0.08,0.33,곤조 총리 성립 뒤 보험료를 낮춰 주는 대신 일본 금융사를 태우 플랫폼에 가입시켜 고객과 정치권을 장기 구조로 묶는다,L128251~L128420
744,744,DCA-N72,AI 금융플랫폼 설계·중국 확장 개방,5,6,7,0.27,0.11,0.30,0.13,0.19,천민정이 일본 예금을 끌 AI 금융플랫폼을 설계하고 한 부회장이 중국 투자를 압박해 다음 금융영토를 연다,L128421~L128566
745,745,DCA-N73,북한 장남 확인·할아버지 특사 자청,6,7,8,0.15,0.11,0.45,0.24,0.05,"이영한에게 일본·지린 사채망과 북한 장남 세력을 확인한 뒤 김태중이 대북특사를 자청한다. 김민재가 막으려다 안전보장과 선물 준비를 맡기로 물러서는 대화가 길어, 보호받던 할아버지가 마지막 국가협상을 맡는 상호신뢰로 관계가 뒤집힌다.",L128567~L128730
746,746,DCA-N73,평양 특사 성공·산업 확장,6,7,8,0.20,0.18,0.36,0.14,0.12,"김태중이 평양 특사 일정을 마치고 돌아와 다음 달 남북 정상회담과 중국·러시아·미국이 참여할 5개국 회담 약속을 확보한 사실이 발표된다. 회담 개최·철도합의는 아직 전이며, 중간의 고체배터리 휴대폰·가전 확장도 개발계획으로 읽는다.",L128731~L128901
747,747,DCA-N73,북방철도 비용 확정·우주 제안,5,9,8,0.27,0.10,0.31,0.10,0.22,최재석과 북한횡단철도 40조 비용을 정리한 직후 머스크가 스페이스X 로켓용 고체배터리를 요구해 새 수요를 연다,L128902~L129069
748,748,DCA-N73,우주 배터리·일본 플랫폼 동시 지급,5,9,7,0.19,0.15,0.25,0.08,0.33,머스크와 우주선용 고체배터리 공장·탈부착 표준을 합의하고 일본 금융플랫폼을 출시해 두 독점이 동시에 작동한다,L129070~L129224
749,749,DCA-N74,북한철도 착공·천민정 노벨상,6,10,8,0.17,0.18,0.29,0.26,0.10,북한횡단철도 착공식으로 북방 약속을 실물화한 뒤 천민정의 노벨화학상 소식을 받고 양복으로 가려 저택에 데려간다,L129225~L129398
750,750,DCA-N74,연인 보호·공동 평화상 발표,5,10,8,0.13,0.11,0.35,0.32,0.09,김민재가 기자에게 쫓긴 천민정을 저택에 숨겨 지키는 사이 자신과 최재석의 노벨평화상까지 발표돼 국가·관계 보상이 겹친다,L129399~L129568
751,751,DCA-N74,엑스포·수상 결산·가족 완성,3,10,4,0.12,0.07,0.39,0.36,0.06,부산이 131대34로 엑스포를 얻고 김민재가 김태중에게 평화상을 건넨 뒤 천민정의 초음파 사진과 결혼을 밝혀 가족을 지키겠다고 맹세한다,L129569~L129777
