sequence,visible_label,arc_id,field,source_lines,next_source_lines,candidate_status,result,before_provenance,before,after,boundary_evidence
557,557,DCA-N45B,entry_state,L97328~L97505,L97506~L97678,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,일주일 사이 다우가 12퍼센트 하락하고 태우의 원격근무 체계가 첫 실전을 맞는다.,일주일 사이 다우가 12퍼센트 하락하고 태우의 원격근무 체계가 첫 실전을 맞는다.,현재 화 하드 경계와 일치
557,557,DCA-N45B,reader_promise,L97328~L97505,L97506~L97678,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,직원근무를 유지하면서 종교단체 대규모 집회를 미리 막아 백신 전 집단감염을 억제하는 약속.,직원근무를 유지하면서 종교단체 대규모 집회를 미리 막아 백신 전 집단감염을 억제하는 약속.,현재 화 하드 경계와 일치
557,557,DCA-N45B,protagonist_goal,L97328~L97505,L97506~L97678,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,메타버스 업무를 가동하고 천민정에게 종교단체 SNS·연락망을 무력화하게 한다.,메타버스 업무를 가동하고 천민정에게 종교단체 SNS·연락망을 무력화하게 한다.,현재 화 하드 경계와 일치
557,557,DCA-N45B,action,L97328~L97505,L97506~L97678,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"태우 계열사의 원격근무가 정상 작동하는지 확인하고, 대규모 종교집회 위험을 조사하기 위해 천민정에게 SNS 잠입·해킹을 지시한다.","태우 계열사의 원격근무가 정상 작동하는지 확인하고, 대규모 종교집회 위험을 조사하기 위해 천민정에게 SNS 잠입·해킹을 지시한다.",현재 화 하드 경계와 일치
557,557,DCA-N45B,resistance_or_cost,L97328~L97505,L97506~L97678,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,국가가 막지 못한 집회를 해킹으로 방해하면 불법·종교탄압 비판을 감수해야 한다.,국가가 막지 못한 집회를 해킹으로 방해하면 불법·종교탄압 비판을 감수해야 한다.,현재 화 하드 경계와 일치
557,557,DCA-N45B,turn_or_reveal,L97328~L97505,L97506~L97678,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,원격근무 체계는 실제 생산성을 지키지만 종교단체 SNS 잠입과 집회 차단은 이제 막 명령된 비밀작전이다.,원격근무 체계는 실제 생산성을 지키지만 종교단체 SNS 잠입과 집회 차단은 이제 막 명령된 비밀작전이다.,현재 화 하드 경계와 일치
557,557,DCA-N45B,paid_reward,L97328~L97505,L97506~L97678,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,태우 계열사의 원격업무 실전 성공을 확인하고 종교집회 동원망을 조사할 지시를 내린다. 잠입·집회 차단은 아직 전이다.,태우 계열사의 원격업무 실전 성공을 확인하고 종교집회 동원망을 조사할 지시를 내린다. 잠입·집회 차단은 아직 전이다.,현재 화 하드 경계와 일치
557,557,DCA-N45B,state_change,L97328~L97505,L97506~L97678,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"준비한 원격근무는 실제 방어력이 되고, 국내 집단감염 위험은 비밀 조사·잠입 단계로 넘어간다.","준비한 원격근무는 실제 방어력이 되고, 국내 집단감염 위험은 비밀 조사·잠입 단계로 넘어간다.",현재 화 하드 경계와 일치
557,557,DCA-N45B,ending_hook,L97328~L97505,L97506~L97678,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,천민정의 팀이 종교단체 SNS에 잠입해 실제 집회 규모와 동원망을 확인하고 감염고리를 막을 수 있는가?,천민정의 팀이 종교단체 SNS에 잠입해 실제 집회 규모와 동원망을 확인하고 감염고리를 막을 수 있는가?,현재 화 하드 경계와 일치
557,557,DCA-N45B,closed_loops,L97328~L97505,L97506~L97678,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,원격근무 실전검증; 종교집회 위험조사 지시,원격근무 실전검증; 종교집회 위험조사 지시,현재 화 하드 경계와 일치
557,557,DCA-N45B,opened_loops,L97328~L97505,L97506~L97678,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,SNS 잠입·동원망 확인; 대규모 집회 차단; 법적 비용,SNS 잠입·동원망 확인; 대규모 집회 차단; 법적 비용,현재 화 하드 경계와 일치
558,558,DCA-N45B,entry_state,L97506~L97678,L97679~L97865,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,3월이 시작돼 코로나가 아시아를 넘어 세계로 확산되고 OPEC+ 감산회의가 흔들린다.,3월이 시작돼 코로나가 아시아를 넘어 세계로 확산되고 OPEC+ 감산회의가 흔들린다.,현재 화 하드 경계와 일치
558,558,DCA-N45B,reader_promise,L97506~L97678,L97679~L97865,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,사우디의 가격인하·증산을 읽어 원유 숏을 마이너스 가격까지 끌고 가는 금융 약속.,사우디의 가격인하·증산을 읽어 원유 숏을 마이너스 가격까지 끌고 가는 금융 약속.,현재 화 하드 경계와 일치
558,558,DCA-N45B,protagonist_goal,L97506~L97678,L97679~L97865,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,감산실패를 확인하고 유가 하락포지션을 유지해 산유국 전쟁의 이익을 극대화한다.,감산실패를 확인하고 유가 하락포지션을 유지해 산유국 전쟁의 이익을 극대화한다.,현재 화 하드 경계와 일치
558,558,DCA-N45B,action,L97506~L97678,L97679~L97865,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,사우디·러시아 감산 실패를 확인하고 빈 살만의 20퍼센트 가격인하·증산 결정을 이용한다,사우디·러시아 감산 실패를 확인하고 빈 살만의 20퍼센트 가격인하·증산 결정을 이용한다,현재 화 하드 경계와 일치
558,558,DCA-N45B,resistance_or_cost,L97506~L97678,L97679~L97865,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,러시아가 돌아서거나 사우디가 감산하면 유가가 급반등해 대규모 숏이 손실로 바뀐다.,러시아가 돌아서거나 사우디가 감산하면 유가가 급반등해 대규모 숏이 손실로 바뀐다.,현재 화 하드 경계와 일치
558,558,DCA-N45B,turn_or_reveal,L97506~L97678,L97679~L97865,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,빈 살만이 20퍼센트 가격인하와 증산을 택해 김민재가 기다린 붕괴방향이 확정된다.,빈 살만이 20퍼센트 가격인하와 증산을 택해 김민재가 기다린 붕괴방향이 확정된다.,현재 화 하드 경계와 일치
558,558,DCA-N45B,paid_reward,L97506~L97678,L97679~L97865,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,유가전쟁의 방향·속도가 확인되고 금융타워는 숏을 유지할 근거를 얻는다.,유가전쟁의 방향·속도가 확인되고 금융타워는 숏을 유지할 근거를 얻는다.,현재 화 하드 경계와 일치
558,558,DCA-N45B,state_change,L97506~L97678,L97679~L97865,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,가능성이던 산유국 충돌이 사우디의 실제 증산으로 굳어져 유가붕괴 포지션의 확률이 높아진다.,가능성이던 산유국 충돌이 사우디의 실제 증산으로 굳어져 유가붕괴 포지션의 확률이 높아진다.,현재 화 하드 경계와 일치
558,558,DCA-N45B,ending_hook,L97506~L97678,L97679~L97865,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,서킷브레이커와 마이너스 유가까지 어디서 숏을 청산할지가 남는다.,서킷브레이커와 마이너스 유가까지 어디서 숏을 청산할지가 남는다.,현재 화 하드 경계와 일치
558,558,DCA-N45B,closed_loops,L97506~L97678,L97679~L97865,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,OPEC+ 감산실패 확인.,OPEC+ 감산실패 확인.,현재 화 하드 경계와 일치
558,558,DCA-N45B,opened_loops,L97506~L97678,L97679~L97865,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,유가 바닥·숏 청산·원유자산 저점매수.,유가 바닥·숏 청산·원유자산 저점매수.,현재 화 하드 경계와 일치
559,559,DCA-N45B,entry_state,L97679~L97865,L97866~L98046,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,OPEC+ 결렬 보도가 나기 전 김민재가 센트리언 임원들을 비상소집한다.,OPEC+ 결렬 보도가 나기 전 김민재가 센트리언 임원들을 비상소집한다.,현재 화 하드 경계와 일치
559,559,DCA-N45B,reader_promise,L97679~L97865,L97866~L98046,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,백신의 실제 효능과 한계를 정직하게 확인하고 금융·부동산 수확이 약탈로 흐르지 않게 막는 약속.,백신의 실제 효능과 한계를 정직하게 확인하고 금융·부동산 수확이 약탈로 흐르지 않게 막는 약속.,현재 화 하드 경계와 일치
559,559,DCA-N45B,protagonist_goal,L97679~L97865,L97866~L98046,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,중증방지 효과를 검증해 출시조건을 정하고 이영한의 고금리 대출욕을 제어한다.,중증방지 효과를 검증해 출시조건을 정하고 이영한의 고금리 대출욕을 제어한다.,현재 화 하드 경계와 일치
559,559,DCA-N45B,action,L97679~L97865,L97866~L98046,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,센트리언 백신이 중증은 막지만 감염은 못 막는다는 한계를 받고 이영한의 대출·부동산 탐욕을 제어한다,센트리언 백신이 중증은 막지만 감염은 못 막는다는 한계를 받고 이영한의 대출·부동산 탐욕을 제어한다,현재 화 하드 경계와 일치
559,559,DCA-N45B,resistance_or_cost,L97679~L97865,L97866~L98046,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,백신은 감염 자체를 막지 못하고 이영한은 위기 속 채무자를 쥐어짜 더 큰 이익을 얻으려 한다.,백신은 감염 자체를 막지 못하고 이영한은 위기 속 채무자를 쥐어짜 더 큰 이익을 얻으려 한다.,현재 화 하드 경계와 일치
559,559,DCA-N45B,turn_or_reveal,L97679~L97865,L97866~L98046,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,이영한에게 이미 부동산 저점매수라는 선물을 줘 약탈적 대출 없이도 이익을 얻을 출구가 생긴다.,이영한에게 이미 부동산 저점매수라는 선물을 줘 약탈적 대출 없이도 이익을 얻을 출구가 생긴다.,현재 화 하드 경계와 일치
559,559,DCA-N45B,paid_reward,L97679~L97865,L97866~L98046,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,백신의 중증예방 효능과 감염차단 한계가 확인되고 이영한은 무리한 대출확대를 접는다.,백신의 중증예방 효능과 감염차단 한계가 확인되고 이영한은 무리한 대출확대를 접는다.,현재 화 하드 경계와 일치
559,559,DCA-N45B,state_change,L97679~L97865,L97866~L98046,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,완벽한 백신 기대가 중증을 막는 현실적 제품으로 조정되고 명동자본도 위기약탈 대신 장기자산을 택한다.,완벽한 백신 기대가 중증을 막는 현실적 제품으로 조정되고 명동자본도 위기약탈 대신 장기자산을 택한다.,현재 화 하드 경계와 일치
559,559,DCA-N45B,ending_hook,L97679~L97865,L97866~L98046,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"중증은 막되 감염은 못 막는 백신을 FDA 승인과 실제 접종으로 연결하고, 명동의 저금리 부동산 매입을 약탈 없이 운용할 수 있는가?","중증은 막되 감염은 못 막는 백신을 FDA 승인과 실제 접종으로 연결하고, 명동의 저금리 부동산 매입을 약탈 없이 운용할 수 있는가?",현재 화 하드 경계와 일치
559,559,DCA-N45B,closed_loops,L97679~L97865,L97866~L98046,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,백신 효능판정과 대출욕 제어.,백신 효능판정과 대출욕 제어.,현재 화 하드 경계와 일치
559,559,DCA-N45B,opened_loops,L97679~L97865,L97866~L98046,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,FDA 승인·접종; 위드코로나 전략; 명동 부동산·대출 운용,FDA 승인·접종; 위드코로나 전략; 명동 부동산·대출 운용,현재 화 하드 경계와 일치
560,560,DCA-N45B,entry_state,L97866~L98046,L98047~L98227,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,감산합의 실패 보도로 유가와 다우에 서킷브레이커가 걸리고 금융타워가 환호한다.,감산합의 실패 보도로 유가와 다우에 서킷브레이커가 걸리고 금융타워가 환호한다.,현재 화 하드 경계와 일치
560,560,DCA-N45B,reader_promise,L97866~L98046,L98047~L98227,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,폭락 수익을 실물·주식 저점자산으로 바꾸고 미국 대선의 유리한 경주마를 고르는 약속.,폭락 수익을 실물·주식 저점자산으로 바꾸고 미국 대선의 유리한 경주마를 고르는 약속.,현재 화 하드 경계와 일치
560,560,DCA-N45B,protagonist_goal,L97866~L98046,L98047~L98227,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,공매도 수익을 단계청산해 우량자산을 사고 트럼프·바이든의 백신정책을 비교한다.,공매도 수익을 단계청산해 우량자산을 사고 트럼프·바이든의 백신정책을 비교한다.,현재 화 하드 경계와 일치
560,560,DCA-N45B,action,L97866~L98046,L98047~L98227,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,유가·다우 서킷브레이커 뒤 백신 발표 직전 저점매수하고 트럼프와 바이든을 비교한다,유가·다우 서킷브레이커 뒤 백신 발표 직전 저점매수하고 트럼프와 바이든을 비교한다,현재 화 하드 경계와 일치
560,560,DCA-N45B,resistance_or_cost,L97866~L98046,L98047~L98227,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,바닥을 너무 일찍 잡으면 추가폭락을 맞고 정치진영을 잘못 고르면 미국 사업 전체가 위험해진다.,바닥을 너무 일찍 잡으면 추가폭락을 맞고 정치진영을 잘못 고르면 미국 사업 전체가 위험해진다.,현재 화 하드 경계와 일치
560,560,DCA-N45B,turn_or_reveal,L97866~L98046,L98047~L98227,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,진영보다 태우와 손을 잡을 사람을 고르면 된다는 원칙으로 정치 선택이 사업거래로 재정의된다.,진영보다 태우와 손을 잡을 사람을 고르면 된다는 원칙으로 정치 선택이 사업거래로 재정의된다.,현재 화 하드 경계와 일치
560,560,DCA-N45B,paid_reward,L97866~L98046,L98047~L98227,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,유가·지수 하락수익이 확정되기 시작하고 저점매수 자금과 미국 후보 평가기준이 마련된다.,유가·지수 하락수익이 확정되기 시작하고 저점매수 자금과 미국 후보 평가기준이 마련된다.,현재 화 하드 경계와 일치
560,560,DCA-N45B,state_change,L97866~L98046,L98047~L98227,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,위기를 공매도로 버티는 상태에서 수익을 장기자산으로 돌리고 차기 미국 권력을 선택하는 상태로 바뀐다.,위기를 공매도로 버티는 상태에서 수익을 장기자산으로 돌리고 차기 미국 권력을 선택하는 상태로 바뀐다.,현재 화 하드 경계와 일치
560,560,DCA-N45B,ending_hook,L97866~L98046,L98047~L98227,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,방역정책을 거래조건으로 받아들일 미국 대선후보가 누구인지 직접 만나 시험할 차례다.,방역정책을 거래조건으로 받아들일 미국 대선후보가 누구인지 직접 만나 시험할 차례다.,현재 화 하드 경계와 일치
560,560,DCA-N45B,closed_loops,L97866~L98046,L98047~L98227,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,대폭락 1차 수익과 저점매수 전환.,대폭락 1차 수익과 저점매수 전환.,현재 화 하드 경계와 일치
560,560,DCA-N45B,opened_loops,L97866~L98046,L98047~L98227,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,미국 후보 면담·선택; 백신 의무화 조건; 공매도 잔여청산,미국 후보 면담·선택; 백신 의무화 조건; 공매도 잔여청산,현재 화 하드 경계와 일치
561,561,DCA-N45B,entry_state,L98047~L98227,L98228~L98402,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,미국 출장 전날 김민재가 금융타워에서 폭락장 포지션과 신규 본사 계획을 점검한다.,미국 출장 전날 김민재가 금융타워에서 폭락장 포지션과 신규 본사 계획을 점검한다.,현재 화 하드 경계와 일치
561,561,DCA-N45B,reader_promise,L98047~L98227,L98228~L98402,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,공매도 수익으로 제2 금융타워를 세우고도 백신정책을 위해 현직 대통령을 교체할 수 있는 약속.,공매도 수익으로 제2 금융타워를 세우고도 백신정책을 위해 현직 대통령을 교체할 수 있는 약속.,현재 화 하드 경계와 일치
561,561,DCA-N45B,protagonist_goal,L98047~L98227,L98228~L98402,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,숏의 80퍼센트를 청산해 자산을 사고 트럼프에게 의무접종 지지를 요구한다.,숏의 80퍼센트를 청산해 자산을 사고 트럼프에게 의무접종 지지를 요구한다.,현재 화 하드 경계와 일치
561,561,DCA-N45B,action,L98047~L98227,L98228~L98402,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,공매도 80퍼센트를 청산하고 제2 금융타워를 세우며 트럼프의 백신 회의론을 확인한다,공매도 80퍼센트를 청산하고 제2 금융타워를 세우며 트럼프의 백신 회의론을 확인한다,현재 화 하드 경계와 일치
561,561,DCA-N45B,resistance_or_cost,L98047~L98227,L98228~L98402,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,트럼프는 텍사스 백신 회의론자의 표를 잃지 않으려 하고 김민재의 최대후원도 당연하게 여긴다.,트럼프는 텍사스 백신 회의론자의 표를 잃지 않으려 하고 김민재의 최대후원도 당연하게 여긴다.,현재 화 하드 경계와 일치
561,561,DCA-N45B,turn_or_reveal,L98047~L98227,L98228~L98402,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,회의론자 표를 얻으려다 다른 지지자와 김민재까지 잃을 수 있다는 트럼프의 정치적 맹점이 드러난다.,회의론자 표를 얻으려다 다른 지지자와 김민재까지 잃을 수 있다는 트럼프의 정치적 맹점이 드러난다.,현재 화 하드 경계와 일치
561,561,DCA-N45B,paid_reward,L98047~L98227,L98228~L98402,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,"공매도 80퍼센트 청산과 제2 금융타워 건립 결정을 확정하지만, 건물 완공과 트럼프의 백신협력은 아직 없다.","공매도 80퍼센트 청산과 제2 금융타워 건립 결정을 확정하지만, 건물 완공과 트럼프의 백신협력은 아직 없다.",현재 화 하드 경계와 일치
561,561,DCA-N45B,state_change,L98047~L98227,L98228~L98402,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,폭락 베팅 수익을 제2 금융타워 건립계획과 저점매수 자금으로 돌리고 트럼프 동맹에 첫 균열이 난다.,폭락 베팅 수익을 제2 금융타워 건립계획과 저점매수 자금으로 돌리고 트럼프 동맹에 첫 균열이 난다.,현재 화 하드 경계와 일치
561,561,DCA-N45B,ending_hook,L98047~L98227,L98228~L98402,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,김민재가 현직에게서 원유자산 이익을 회수한 뒤 바이든을 직접 시험할지가 남는다.,김민재가 현직에게서 원유자산 이익을 회수한 뒤 바이든을 직접 시험할지가 남는다.,현재 화 하드 경계와 일치
561,561,DCA-N45B,closed_loops,L98047~L98227,L98228~L98402,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,숏 80퍼센트 청산; 제2 금융타워 건립 결정,숏 80퍼센트 청산; 제2 금융타워 건립 결정,현재 화 하드 경계와 일치
561,561,DCA-N45B,opened_loops,L98047~L98227,L98228~L98402,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,제2 금융타워 실제 건설; 트럼프와 거리조정; 대체후보 접촉; 나머지 숏 청산,제2 금융타워 실제 건설; 트럼프와 거리조정; 대체후보 접촉; 나머지 숏 청산,현재 화 하드 경계와 일치
562,562,DCA-N45B,entry_state,L98228~L98402,L98403~L98564,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,텍사스 백신 회의론 때문에 트럼프가 정책을 바꾸기 어렵다는 선거지형이 확인된다.,텍사스 백신 회의론 때문에 트럼프가 정책을 바꾸기 어렵다는 선거지형이 확인된다.,현재 화 하드 경계와 일치
562,562,DCA-N45B,reader_promise,L98228~L98402,L98403~L98564,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,현직과 맺은 원유자산 이익은 회수하면서 바이든이라는 차기 권력선도 여는 양면 보상.,현직과 맺은 원유자산 이익은 회수하면서 바이든이라는 차기 권력선도 여는 양면 보상.,현재 화 하드 경계와 일치
562,562,DCA-N45B,protagonist_goal,L98228~L98402,L98403~L98564,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,알래스카·원유자산을 트럼프에게 되팔고 데이비드에게 바이든 면담을 주선하게 한다.,알래스카·원유자산을 트럼프에게 되팔고 데이비드에게 바이든 면담을 주선하게 한다.,현재 화 하드 경계와 일치
562,562,DCA-N45B,action,L98228~L98402,L98403~L98564,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,트럼프에게 알래스카·원유자산 400억 달러 재매입을 받아내고 데이비드에게 바이든 접촉을 맡긴다,트럼프에게 알래스카·원유자산 400억 달러 재매입을 받아내고 데이비드에게 바이든 접촉을 맡긴다,현재 화 하드 경계와 일치
562,562,DCA-N45B,resistance_or_cost,L98228~L98402,L98403~L98564,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,너무 일찍 갈아타면 현직의 보복을 받고 바이든을 만나 보지 않고 후원하면 새 정부 정책도 장담할 수 없다.,너무 일찍 갈아타면 현직의 보복을 받고 바이든을 만나 보지 않고 후원하면 새 정부 정책도 장담할 수 없다.,현재 화 하드 경계와 일치
562,562,DCA-N45B,turn_or_reveal,L98228~L98402,L98403~L98564,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,새 경주마를 직접 만나기 전에는 갈아탈 수 없다는 판단으로 탐색과 기존거래를 병행한다.,새 경주마를 직접 만나기 전에는 갈아탈 수 없다는 판단으로 탐색과 기존거래를 병행한다.,현재 화 하드 경계와 일치
562,562,DCA-N45B,paid_reward,L98228~L98402,L98403~L98564,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,트럼프에게 원유자산을 400억 달러에 재매각하고 데이비드가 바이든 접촉에 착수한다.,트럼프에게 원유자산을 400억 달러에 재매각하고 데이비드가 바이든 접촉에 착수한다.,현재 화 하드 경계와 일치
562,562,DCA-N45B,state_change,L98228~L98402,L98403~L98564,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,트럼프 단일후원에서 기존 이익을 보존한 채 바이든 통로도 가진 복수 권력선으로 바뀐다.,트럼프 단일후원에서 기존 이익을 보존한 채 바이든 통로도 가진 복수 권력선으로 바뀐다.,현재 화 하드 경계와 일치
562,562,DCA-N45B,ending_hook,L98228~L98402,L98403~L98564,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,바이든이 백신 의무화와 태우 사업보호에 어떤 답을 줄지가 열린다.,바이든이 백신 의무화와 태우 사업보호에 어떤 답을 줄지가 열린다.,현재 화 하드 경계와 일치
562,562,DCA-N45B,closed_loops,L98228~L98402,L98403~L98564,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,원유자산 400억 달러 회수.,원유자산 400억 달러 회수.,현재 화 하드 경계와 일치
562,562,DCA-N45B,opened_loops,L98228~L98402,L98403~L98564,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,바이든 면담·후원전환 여부.,바이든 면담·후원전환 여부.,현재 화 하드 경계와 일치
563,563,DCA-N45B,entry_state,L98403~L98564,L98565~L98760,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,다이먼의 CITI그룹·핀테크은행이 미국 전역으로 커진 가운데 김민재가 부양책 전 자산매입을 논한다.,다이먼의 CITI그룹·핀테크은행이 미국 전역으로 커진 가운데 김민재가 부양책 전 자산매입을 논한다.,현재 화 하드 경계와 일치
563,563,DCA-N45B,reader_promise,L98403~L98564,L98565~L98760,NONE,PASS,manager-followup immutable SHA 7053d49dc7025e48b56daa2b35458965918ffc570cd66be0f87f4239992581f8,2~5조 달러 헬리콥터 머니가 들어오기 전에 나스닥·선박·컨테이너를 사 상승분을 선점하는 약속.,2~5조 달러 헬리콥터 머니가 들어오기 전에 나스닥·선박·컨테이너를 사 상승분을 선점하는 약속.,현재 화 하드 경계와 일치
