sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_candidate,confidence
"195","ⓚ남자의 길 195화","","23361","23494","100명 중 약 40명만 남아 지쳤고 CIA가 마련한 사탕수수 농장에서 쉬려 한다.","안전한 접선지의 느슨함이 먼슬리 35명의 살육으로 뒤집힌다.","남은 병력을 재정비하고 귀환 정보를 받는다.","CIA 요원들의 환대 속에 경계를 조금 풀고 부상자와 탄약을 정리한다.","먼슬리 일당 35명이 농장을 포위했고 CIA가 내부 배치를 넘겨줬다.","첫 총성이 터지며 휴식처가 완벽한 십자매복임이 드러난다.","강혁은 배신의 실체를 몸으로 확인하지만 전력은 급격히 붕괴한다.","배신·생존","협력 관계가 공개 살해 시도로 끊기고 임무 보상보다 생존이 유일한 목표가 된다.","부하를 버리고 탈출할지 농장에서 끝까지 싸울지 선택해야 한다.","CIA 접선","농장 포위전과 부하 희생","M15 CIA 의뢰로 베네수엘라 마약농장을 불태웠다가 배신에서 탈출하다","high"
"196","ⓚ남자의 길 196화","","23495","23643","사탕수수 농장 매복으로 남은 대원들이 쓰러지고 퇴로도 막혔다.","강혁은 살 길이 있어도 부하를 버리지 않고 돌아선 대가를 치른다.","부하들과 함께 버티고 피케·이경식만이라도 살린다.","도주 제안을 거절하고 계단을 지키는 박종국과 함께 싸우다가 피케·이경식과 뒤로 뛰어내린다.","박종국과 다수가 전사하고 세 사람도 총상 끝에 붙잡힌다.","제네로가 숨긴 돈을 캐려 고문하지만 강혁은 입을 닫은 채 날카로운 철제 밴드를 발견한다.","부하를 버리지 않은 의리는 지키지만 자유와 전력을 모두 잃는다.","의리·포로","조직 보스가 무장·지위 없이 고문실에서 스스로 탈출해야 하는 밑바닥으로 추락한다.","철제 밴드로 결박을 끊고 살아 있는 부하를 찾아야 한다.","농장 최후방어","포로 탈출과 생존자 구출","M15 CIA 의뢰로 베네수엘라 마약농장을 불태웠다가 배신에서 탈출하다","high"
"197","ⓚ남자의 길 197화","","23644","23788","강혁은 제네로에게 고문당하고 피케·이경식도 옆 창고에 묶여 있다.","무기 없는 포로가 철제 조각 하나로 CIA 거점을 뒤집는다.","결박을 풀고 경비를 제거해 두 부하와 탈출한다.","철제 밴드로 줄을 끊은 뒤 파이프와 맨손으로 CIA 경비 셋을 죽이고 피케·이경식을 풀어 SUV로 마라카이보를 빠져나간다.","강혁은 부상과 탈진 상태고 이경식은 정강이 총상으로 걷기 어렵다.","살아 있는 두 부하를 확인한 강혁은 자신만 도망치지 않고 어깨를 내준다.","세 사람이 도주하고 페르난도에게 조직·사업체 잠복 지시를 내린다.","생존·의리","포로였던 강혁이 다시 지휘권을 잡고 조직 전체를 보존하는 장기 복수로 방향을 세운다.","CIA와 현상금 사냥꾼을 피해 마라카이보를 떠나야 한다.","포로 탈출·피케·이경식 구출","도시 탈출과 CIA 복수","M15 CIA 의뢰로 베네수엘라 마약농장을 불태웠다가 배신에서 탈출하다","high"
"198","ⓚ남자의 길 198화","","23789","23926","세 사람은 마라카이보 허름한 모텔에서 상처를 치료하지만 CIA가 만달러 현상금을 뿌렸다.","이름 없는 불량배 습격이 도시 전체가 적이라는 사실을 알려준다.","추격망의 범위를 파악하고 부상한 이경식을 데리고 이동한다.","모텔에 들이닥친 두 불량배를 제압해 현상금 정보를 캐고 죽이지 않은 채 방을 떠난다.","이경식의 다리와 부족한 현금, 공항·항구 감시 때문에 이동 선택지가 적다.","이경식이 뒤에 남겠다고 하지만 강혁은 누구도 더 버리지 않겠다고 못박는다.","현상금 구조와 거리 추격망을 파악하고 새 은신처로 이동한다.","관계·도피","전투부대의 생존전이 세 사람이 서로를 짐으로 보지 않는 도피 공동체로 좁아진다.","전당포의 위조 여권을 미끼로 CIA 거점을 찾아야 한다.","마라카이보 부상 회복·현상금 파악","위조 여권 미끼와 CIA 역추적","M15 CIA 의뢰로 베네수엘라 마약농장을 불태웠다가 배신에서 탈출하다","high"
"199","ⓚ남자의 길 199화","","23927","24064","CIA와 거리 폭력배가 세 사람을 쫓고 정상 신분·은행 계좌를 쓸 수 없다.","도망자가 죽은 CIA 여권을 미끼로 사냥꾼의 집을 찾아낸다.","위조 신분을 준비하는 척해 현지 CIA 비밀 거점을 역추적한다.","죽은 요원 여권 세 개와 자기들 사진을 전당포에 맡기고 신고하러 온 톰벨을 미행해 로페슨 상사를 확인한다.","전당포 주인이 신고하지 않거나 미행이 들키면 마지막 현금과 위치를 잃는다.","톰벨이 미끼를 물어 비밀 거점과 인력 공백을 스스로 보여준다.","도주 신분과 CIA 거점 위치를 동시에 얻을 판이 선다.","정보·반격","쫓기기만 하던 세 사람이 CIA 인력을 전당포로 빼내고 본진을 칠 주도권을 되찾는다.","미국 심장부로 가기 전에 로페슨 상사를 쓸어야 한다.","도시 추격망 회피","CIA 비밀 거점 급습","M16 CIA를 역추적해 메코맥을 워싱턴에서 제거하고 돌아오다","high"
"200","ⓚ남자의 길 200화","","24065","24225","CIA 주력은 전당포에 매복했고 로페슨 상사 거점에는 제네로와 소수만 남았다.","미끼 작전이 적 본진 학살과 정보 전리품으로 결산된다.","제네로를 죽이고 현금·정보를 챙겨 경찰 전에 빠진다.","이경식을 차량에 남겨두고 피케와 2층 거점을 급습해 제네로와 요원들을 사살한다.","총격 소리가 나면서 경찰이 접근하고 부상한 둘이 짧은 시간 안에 건물을 비워야 한다.","제네로 시신 옆 가방에서 공작금과 수상한 USB가 발견된다.","배신 실행자 제네로를 처단하고 현금·USB를 확보한다.","복수·정보","CIA의 현지 사냥망이 무너지고 강혁에게 상부를 칠 증거와 자금이 생긴다.","거점 노출의 국제 파장과 마라카이보 해상 탈출이 이어진다.","제네로 제거·로페슨 상사 파괴","베네수엘라 탈출과 메코맥 직접 복수","M16 CIA를 역추적해 메코맥을 워싱턴에서 제거하고 돌아오다","high"
"201","ⓚ남자의 길 201화","45. 각오해 두는 것이 좋을 거야.","24226","24355","로페슨 상사 시체와 첩보 장비가 베네수엘라 경찰에 발견됐고 톰벨은 빈 전당포에 남았다.","현지 승리가 국제 폭로와 조용한 밀항으로 이어진다.","CIA 추격 전에 마라카이보를 벗어나 다음 복수 단계로 간다.","베네수엘라 정부가 CIA 증거를 공개하는 사이 3번 부두에서 5000달러 선금을 주고 밀수 어선에 숨는다.","현지 정보당국 감시와 남은 CIA 요원, 부상 때문에 합법 출국은 불가능하다.","CIA는 국제적 곤경에 빠지고 강혁 일행은 어창 비밀공간으로 공해에 나간다.","베네수엘라 현지망을 무너뜨리고 미국으로 향할 생존로를 얻는다.","탈출·정치","마라카이보 국지전이 CIA 전체와 메코맥을 겨누는 미국 본토 복수로 넘어간다.","메코맥에게 살아 있음을 알리고 내부 협력자를 판별해야 한다.","베네수엘라 탈출·CIA 거점 폭로","메코맥 위협·발크 진위 확인","M16 CIA를 역추적해 메코맥을 워싱턴에서 제거하고 돌아오다","high"
"202","ⓚ남자의 길 202화","","24356","24510","메코맥은 베네수엘라 폭로를 무마하려 하고 강혁이 살아 있다는 사실은 모른다.","강혁이 미국 안에서 직접 전화를 걸고 과거 연락책 발크의 목에 총을 댄다.","메코맥을 공포에 빠뜨리고 발크가 배신에 가담했는지 확인한다.","리치먼드 공중전화로 메코맥에게 복수를 예고한 뒤 발크의 연인 집 주차장에서 그를 납치해 폐창고로 데려간다.","미국 전역 수배와 CIA 본부 가까이에서 움직여야 하고 발크의 말은 거짓일 수 있다.","발크는 메코맥 계획을 뒤늦게 알고 반대하다 대기발령을 받았다고 주장한다.","메코맥에게 심리적 주도권을 잡고 CIA 내부 끈을 살릴 가능성을 얻는다.","복수·신뢰","외부 도주자의 싸움이 CIA 내부 분열을 이용하는 랭리 근교 정보전으로 바뀐다.","발크 주장의 사실 여부를 검증해야 한다.","메코맥 생존 통보","발크 검증·내부 협력","M16 CIA를 역추적해 메코맥을 워싱턴에서 제거하고 돌아오다","high"
"203","ⓚ남자의 길 203화","","24511","24646","발크는 배신을 몰랐다고 주장하고 강혁은 대기발령 사실만 확인했다.","의심하던 옛 파트너가 살아남기 위한 CIA 내부 협력자로 돌아선다.","미국 정부와 메코맥 개인의 책임을 가르고 정보 공급선을 만든다.","발크에게 백악관·클린턴의 반대 정황을 듣고 암호 USB와 플레이보이 사이트 연락법을 주며 협력을 제안한다.","발크가 이중첩자일 수 있고 메코맥 제거가 미국 전체와의 전쟁으로 번질 수 있다.","발크가 자신도 버려졌음을 인정하고 메코맥 쪽 움직임을 빼주기로 한다.","CIA 내부 정보선과 클린턴이라는 정치적 균열을 확보한다.","동맹·정보","한때 포로였던 발크가 강혁과 같은 배를 탄 내부 조력자로 재편된다.","메코맥이 먼슬리를 한국 가족에게 보내려 한다.","발크 진위 검증·협력 계약","가족 암살 저지","M16 CIA를 역추적해 메코맥을 워싱턴에서 제거하고 돌아오다","high"
"204","ⓚ남자의 길 204화","46. 복수","24647","24796","발크가 메코맥의 한국 가족 암살 명령과 앨리슨가 37번지 안가를 알려왔다.","가족을 건드린 적에게 강혁의 억눌린 포악함이 폭발한다.","먼슬리 일당을 출국 전에 전멸시키고 가족을 지킨다.","할렘 폐차장에서 MP5·수류탄을 산 뒤 피케·이경식과 안가를 정면 급습해 먼슬리에게 네 발을 박는다.","중무장 병력과 대낮 총격, 경찰 출동 속에서 톰벨까지 잡아야 한다.","먼슬리는 죽지만 톰벨은 2층 창문으로 뛰어내려 달아난다.","한국 가족 암살 실행조를 제거하고 가족에 닿기 전 위협을 끊는다.","가족·복수","강혁의 복수는 자기 생존을 넘어 가족을 겨눈 자에게 무차별 응징하는 단계로 격화된다.","도주한 톰벨과 메코맥 본인을 처리해야 한다.","먼슬리·가족 암살 계획","메코맥 최종 제거·톰벨 후속 위협","M16 CIA를 역추적해 메코맥을 워싱턴에서 제거하고 돌아오다","high"
"205","ⓚ남자의 길 205화","","24797","24928","먼슬리는 죽었지만 톰벨은 달아났고 경찰이 앨리슨가 안가 현장을 수사한다.","CIA의 현장 은폐와 가족 확인 뒤 강혁이 클린턴의 리무진 안에 나타난다.","가족을 안전지대로 옮기고 메코맥을 고립시킬 정치적 뒷배를 만든다.","차문호에게 가족의 별장 이동을 확인하고 발크 노출을 우려해 계획을 앞당긴 뒤 뉴올리언스에서 클린턴 경호 차량에 잠입한다.","메코맥은 내부 정보 유출을 내사하고 클린턴도 무장한 강혁의 강제 접촉을 불쾌해한다.","허리케인 점검 중인 클린턴이 위해 의도가 없음을 판단해 강혁의 말을 듣기로 한다.","가족 안전을 확인하고 미국 권력 핵심과 단독 협상할 자리를 만든다.","정치·가족","안가 총격전 뒤의 복수가 무력만이 아니라 대선 경쟁 구도를 이용하는 정치전으로 넓어진다.","메코맥·로빈슨 밀담 녹음으로 클린턴을 설득해야 한다.","가족 암살 저지·가족 대피","클린턴 동맹과 메코맥 제거 승인","M16 CIA를 역추적해 메코맥을 워싱턴에서 제거하고 돌아오다","high"
"206","ⓚ남자의 길 206화","","24929","25048","강혁은 클린턴 리무진에 들어왔지만 장관은 CIA 내전에 끼어들 명분이 없다고 선을 긋는다.","메코맥의 비밀 녹음이 차기 대권 경쟁자의 이해를 강혁 편으로 돌린다.","메코맥을 제거한 뒤 CIA와 충돌하지 않을 정치적 사후보장을 얻는다.","메코맥과 로빈슨 상원의원의 선거자금 밀담을 들려주고 자신이 메코맥을 처리할 테니 뒷수습을 요구한다.","CIA 국장을 죽이는 제안은 클린턴에게도 치명적 위험이고 대통령 승인 사건이라는 부담이 있다.","녹음이 클린턴의 대권을 직접 위협한다는 사실이 확인되자 그녀가 제안을 받아들인다.","메코맥 제거 뒤 미국 정부가 강혁을 버리지 않을 정치적 안전판을 얻는다.","동맹·정치","개인 복수가 클린턴의 권력 승계와 결합한 정권 내부 거래로 바뀐다.","워싱턴 내셔널 몰에서 저격 지점과 메코맥 일정을 확정해야 한다.","클린턴 협조 확보","소미소니언 저격 계획","M16 CIA를 역추적해 메코맥을 워싱턴에서 제거하고 돌아오다","high"
"207","ⓚ남자의 길 207화","","25049","25178","클린턴의 묵인을 얻은 강혁은 워싱턴에서 메코맥의 국회 일정을 노린다.","대담한 관광객 위장과 치밀한 저격 준비가 메코맥을 제 발로 끌어낸다.","소미소니언 탑에 이경식을 배치하고 메코맥을 정확한 사선으로 유인한다.","이경식이 L129A1을 탑에 조립하고 강혁은 메코맥에게 불법 마약·뇌물 육성 녹음을 보내 10분 뒤 만나자고 한다.","개활지와 경찰·CIA 경호, 촉박한 시간 때문에 실패하면 세 사람 모두 포위된다.","자리를 잃을까 두려운 메코맥이 충분한 지원도 기다리지 못하고 일곱 요원만 데리고 나온다.","목표와 경호 숫자, 저격 위치가 계획대로 맞춰진다.","유인·작전","쫓기던 강혁이 메코맥의 비밀과 공포를 이용해 CIA 국장을 통제하는 위치에 선다.","약속 신호 뒤 첫발로 메코맥을 끝내고 펜던트 USB를 회수해야 한다.","저격 지점·일정 확정","메코맥 사살·비밀장부 탈취","M16 CIA를 역추적해 메코맥을 워싱턴에서 제거하고 돌아오다","high"
"208","ⓚ남자의 길 208화","","25179","25310","메코맥이 일곱 요원과 소미소니언 안내판으로 나오고 이경식은 탑에서 조준한다.","강혁의 주머니 신호 한 번이 CIA 수장의 심장을 뚫고 권력 지도를 바꾼다.","메코맥을 죽이고 몸에 지닌 비밀장부 USB를 빼낸 뒤 세 사람이 흩어져 탈출한다.","이경식에게 약속 신호를 보내 메코맥을 저격하게 하고 시신에서 펜던트 USB를 회수한 뒤 피케의 차로 이탈한다.","개활지의 관광객과 CIA 사격 속에서 강혁은 시신 가까이 머물러야 한다.","이경식이 첫발로 심장을 맞히고 강혁은 펜던트 속 뇌물·비자금 USB를 찾아낸다.","메코맥이 즉사하고 클린턴은 새 CIA 국장을 세울 실물 압박자료를 얻는다.","복수·권력","강혁의 개인 생존전이 CIA 수장 교체와 미국 대선 구도를 움직이는 사건이 된다.","르피버의 추적망을 피해 이경식과 다시 합류해야 한다.","메코맥 제거·펜던트 USB 확보","워싱턴 해상 탈출과 CIA 수배 해제","M16 CIA를 역추적해 메코맥을 워싱턴에서 제거하고 돌아오다","high"
"209","ⓚ남자의 길 209화","47. 잠시간의 평온","25311","25438","메코맥은 죽었고 르피버가 워싱턴 전역에 추적망을 펼쳤다.","클린턴의 권력 결산과 강혁의 느긋한 해상 도주가 병행된다.","맥도웰 체제를 세우는 데 자료를 보태고 세 사람이 캐나다 쪽으로 빠진다.","USB 정보를 클린턴에게 넘겨 로빈슨을 압박하고 줄리아호를 조세핀으로 칠한 뒤 GPS를 떼어 해안을 따라 북상한다.","경찰·CIA·코스트가드가 헬기까지 띄워 수색하고 이경식 합류가 늦는다.","클린턴 라인의 맥도웰이 새 국장이 되고 코스트가드 헬기는 평범한 여행객처럼 행동한 세 사람을 지나친다.","CIA 권력 교체와 추적 회피를 동시에 이루며 귀환 길이 열린다.","정치·탈출","복수의 절정이 샴페인과 샌드위치를 먹는 잠시간의 평온으로 내려앉는다.","새 국장이 수배를 풀고 콜롬비아로 돌아가는 공식 결산이 남는다.","CIA 국장 교체·워싱턴 탈출","수배 해제·조직 귀환","M16 CIA를 역추적해 메코맥을 워싱턴에서 제거하고 돌아오다","high"
"210","ⓚ남자의 길 210화","","25439","25576","맥도웰이 새 CIA 국장이 됐지만 강혁 수배와 메코맥 사건의 공식 설명은 남아 있다.","피 터진 싸움이 국가의 거짓 발표·조직의 장례·귀환 잔치로 닫힌다.","수배를 풀고 콜롬비아 조직과 죽은 부하들의 삶을 정리한다.","맥도웰이 알카에다 소행으로 발표해 수배를 해제하자 부에나벤투라로 귀환해 페르난도와 장례·유가족 일자리를 지시한다.","시신도 못 찾은 부하들의 상실과 계속되는 콜롬비아 내전이 승리의 비용으로 남는다.","차베스 암 악화로 반군 후원 구도가 흔들리고 발크가 복귀해 CIA 마약 거래 재개와 클린턴 계좌를 제시한다.","조직 결속·유가족 보호·공식 자유를 회복하고 클린턴을 새 뒷배로 둔다.","결산·진로","CIA와 싸운 도망자가 더 강한 정치 연결을 가진 사업·조직 수장으로 귀환한다.","메코맥 비자금을 회수하고 국내 가족·사업으로 돌아갈 차례다.","CIA 전쟁·수배·부하 장례","리히텐슈타인 전리품과 국내 경영","M16 CIA를 역추적해 메코맥을 워싱턴에서 제거하고 돌아오다","high"
"211","ⓚ남자의 길 211화","","25577","25695","강혁은 CIA와 화해했고 발크는 클린턴 계좌로 수수료를 보내라고 요구한다.","정치적 새 질서가 마약 300kg·100만달러 송금과 메코맥 보물 회수로 현실화된다.","CIA 거래를 재개하고 메코맥의 숨은 재산을 회수한 뒤 가족에게 돌아간다.","LA에 마약 300kg을 보내고 스위스에서 클린턴 계좌에 100만달러를 넣은 뒤 리히텐슈타인 대여금고의 현금·채권·보석을 비운다.","새 권력에 뇌물을 계속 줘야 하고 마리아를 위장 여행에 이용하는 미안함이 남는다.","메코맥의 천만달러 이상 채권과 보석까지 손에 넣고 부모의 따뜻한 밥상으로 돌아온다.","CIA 관계와 전리품을 정리하고 가족의 일상·걱정을 다시 마주한다.","자금·가족","복수 전리품 국면이 아버지의 다른 사람을 해치며 돈 벌지 말라는 삶의 질문으로 낮아진다.","가족·수영·직원에게 어떤 원칙으로 성과를 나눌지 이어진다.","메코맥 비자금 회수·CIA 거래 재개","가족 관계와 국내 성과 배분","M17 전리품과 회사 이익을 사람들에게 분배하며 삶의 자리로 복귀하다","high"
"212","ⓚ남자의 길 212화","","25696","25821","부모는 위험한 일을 눈치채고 여동생은 회사 특채를 부탁한다.","가족 원칙과 직원 보상이 광성 솔라텍 500명의 미래 문제로 이어진다.","연고 특혜를 거절하고 성과를 공정하게 나누며 국내 사업의 다음 책임을 고른다.","여동생 특채는 거절하되 카드를 주고 미리내 직원 성과급을 300퍼센트, 가맹점당 500만원으로 올린다.","보너스는 유보금을 줄이고 대호가드는 PMC 투자로 270억원 적자를 냈다.","직원·점주에게 이익을 나누는 결정을 한 뒤 요세프가 90퍼센트 넘게 가진 광성 솔라텍 청산을 묻는다.","가족과 회사에서 공정·분배 원칙을 세우고 새 기업 책임을 피할 수 없게 된다.","원칙·책임","돈을 버는 삶의 결산이 우연히 떠안은 회사와 500명 생계를 살릴지 묻는 진로 선택으로 넘어간다.","광성 솔라텍을 청산할지 직접 살펴볼지 결정해야 한다.","가족 복귀·미리내 성과 배분·PMC 투자","광성 솔라텍 90퍼센트 지분 처리","M17 전리품과 회사 이익을 사람들에게 분배하며 삶의 자리로 복귀하다","high"
"213","ⓚ남자의 길 213화","","25822","25924","강혁 측은 광성 솔라텍 지분 90퍼센트 이상을 갖고 업황은 붕괴했다.","합리적 청산안 앞에서 500명의 얼굴이 강혁의 결정을 늦춘다.","직원 생계를 포함해 회사를 살릴 가능성이 있는지 현장에서 확인한다.","요세프의 청산 권고를 보류하고 세종 공장으로 내려가 황성용과 생산라인·재고창고를 직접 둘러본다.","시장 규모는 100억달러에서 41억달러로 줄었고 라인 두 개가 멈춰 직원 수입도 30퍼센트 깎였다.","서류가 아니라 불안해하는 직원과 쌓인 재고를 보며 청산을 단순 자산 처분으로 볼 수 없게 된다.","결정권자가 현장·사람의 비용까지 확인하고 구조조정안 심사에 들어간다.","책임·현장","금융전의 전리품이 500명의 생계를 책임지는 제조업 경영으로 성격이 바뀐다.","경영진의 구조조정안과 치킨게임 현실을 따져야 한다.","지분·업황 파악과 현장 방문","회사 존폐 결정","M18 500명 생계를 안고 광성 솔라텍을 에코 시티로 돌리다","high"
"214","ⓚ남자의 길 214화","","25925","26038","공장 두 라인이 멈췄고 광성 솔라텍은 새 경영진 이후 적자 120억원을 냈다.","직원 해고밖에 못 내놓는 경영진을 질책한 뒤 강혁이 다른 판을 발견한다.","적자 원인을 정확히 알고 청산·장기투자 사이의 제3안을 찾는다.","황성용의 100명 구조조정안을 꾸짖고 폴리실리콘 원가 17달러·시세 15달러의 치킨게임을 따져본다.","몇 년간 버틸 자금과 규모가 필요해 회사를 살리는 일이 배보다 배꼽이 클 수 있다.","청산 쪽으로 기울던 강혁이 석간신문의 에코 시티 칼럼을 보고 황성용·고철중을 즉시 부른다.","막연한 책임감이 나래 시티를 이용한 구체적 회생 구상으로 바뀐다.","판단·발견","존폐 고민 국면이 태양광 설비와 도시 사업을 묶는 공격적 전환안으로 열린다.","기술이 없는 회사를 어떻게 에코 시티 사업자로 만들지 검증해야 한다.","구조조정안 기각·업황 진단","패널업체 인수와 에코 시티 추진","M18 500명 생계를 안고 광성 솔라텍을 에코 시티로 돌리다","high"
"215","ⓚ남자의 길 215화","48. 에코 시티(eco city)","26039","26159","에코 시티 구상은 생겼지만 광성 솔라텍에는 패널 핵심기술이 없다.","없는 기술은 회사를 사서 채우고 허술한 국책사업은 정치로 바꾼다는 큰 판이 열린다.","기술·수익성·사업권 세 장애물을 동시에 풀 설계를 만든다.","패널업체 인수를 지시하고 TF를 꾸려 7조8000억원 나래 시티의 신재생 비중과 채산성을 조사한다.","현 계획은 신재생 비율 10퍼센트도 어렵고 30퍼센트가 넘어야 흑자라 사업권을 얻어도 손해다.","강혁은 비율 문제를 자신이 해결하겠다며 차기훈에게 연락하고 2000만원 봉투를 준비시킨다.","패널 기술 부족은 업체 인수로, 낮은 신재생 비율은 정치 협상으로 풀기로 한다.","사업·전환","회사 회생안이 M&A·국책사업·정치 로비를 묶은 실행계획으로 올라선다.","정치권에서 독점 사업권을 얻고 신재생 의무비율을 키워야 한다.","회생 아이디어 검증·TF 구성","차기훈 청탁과 나래 시티 사업권","M18 500명 생계를 안고 광성 솔라텍을 에코 시티로 돌리다","high"
"216","ⓚ남자의 길 216화","","26160","26285","나래 시티는 7조8000억원 규모지만 신재생 분야는 약 100억원뿐이고 컨소시엄은 이미 정해졌다.","정치 청탁이 사업권·공원공사·두 회사 인수로 빠르게 결실을 내지만 적자는 남는다.","신재생 부문을 독점하고 시공 능력을 갖춘 새 법인을 만든다.","삼청동 요정에서 차기훈에게 청탁·현금을 건네고 사업권을 받은 뒤 미성에너지 30억원·SAC 24억원에 인수해 미리내 솔라텍으로 합친다.","사업권 과정은 부패에 기대고 기존 신재생 비중대로면 공사를 해도 30억원 손해다.","차기훈이 공원공사까지 얹고 강혁은 기존 직원 전원을 승계하지만 매출 120억원·적자 30억원 계산서가 나온다.","사업자 자격·기술·인력을 확보하고 500명 이상 일자리를 지킬 법인 기반을 만든다.","사업·잔여문제","회사 청산 위기는 넘겼지만 진짜 에코 시티로 설계를 바꾸지 않으면 적자가 확정되는 다음 과제가 남는다.","30억원 적자를 없애고 신재생 비중 30퍼센트 이상을 관철해야 한다.","나래 시티 사업권·미리내 솔라텍 출범","신재생 의무비율 확대·수익성 전환","M18 500명 생계를 안고 광성 솔라텍을 에코 시티로 돌리다","high"
