sequence,visible_label,title,start_line,end_line,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_candidate,confidence
"284","284화","","34956","35094","마카오 저택에서 송시천은 MGM 지분을 즉시 넘기고 양제충의 머리를 따 달라고 요구한다.","송시천·창용과 친구 관계를 맺되 양제충의 강한 경호와 본토 공안망을 뚫을 작전을 만든다.","상하이에서 양제충을 제거해 삼합회 내전의 지휘부를 무너뜨린다.","강혁은 지분 서류에 서명하고 술잔으로 동맹을 맺은 뒤 정예 스무 명·위조여권·현지 무기를 준비해 상하이 안가 세 곳을 정찰한다.","양제충은 방탄차와 경호원 스무 명을 거느리고 창용 저택에 암살대 서른 명을 보내며 마카오 구역전까지 확대한다.","가장 안전해 보이는 공안 고위층 관사 인접 안가가 오히려 방심을 찌를 장소라고 판단하고 비어 있는 옆집을 작전 거점으로 고른다.","강혁은 이경식을 불러 계획을 실행시키고 양제충은 장민석의 실패를 질책하며 14K 압박을 재촉한다.","계약/작전","강혁과 송시천은 고용관계를 넘어 술잔을 나눈 전략적 친구가 되고 강혁은 적지 심장부를 택하는 공격자로 선다.","빈 옆집을 이용해 양제충을 요새 밖으로 끌어낼 기만 작전이 시작된다.","MGM 지분 이전·양제충 제거 수락","상하이 안가 기만·매복","L15-F 송시천 피습과 양제충 제거 계약","high"
"285","285화","","35095","35235","양제충의 공안 관사 옆 안가를 감시하던 이경식 팀이 비어 있는 이웃 저택에 잠입한다.","철통 경호를 정면으로 뚫지 않고 화재를 사고처럼 꾸며 목표를 안전한 집 밖으로 끌어낸다.","도시가스·C4 폭발로 안가를 비우게 하고 이동 경로에서 양제충을 저격한다.","콜롬비아 대원을 관광객으로 위장 정찰시킨 뒤 가스밸브를 열고 가연물·폭약을 설치해 원격 폭파한다.","양제충 경호는 CCTV 15대와 인의 장막을 쓰고 출동 경찰·소방이 공안 관사 지역을 즉시 봉쇄한다.","불이 안가로 번지자 사고로 믿은 양제충이 창닝구 빌라로 이동하지만 경호원들이 몸을 가려 옥상 저격수는 발사하지 못한다.","첫 저격 기회를 놓친 가운데 양제충 차량 행렬이 다음 안가로 향한다.","기만/행동","강혁 팀은 민간 시설의 가스 화재까지 만드는 대담한 기만을 쓰지만 목표 경호의 숙련도 때문에 한 번에 끝내지 못한다.","이동 중 차량을 막을 두 번째 함정과 공안 출동 전에 빠질 시간 싸움이 이어진다.","양제충 안가 이탈 유도","차량행렬 2차 매복","L15-G 상하이 화재기만과 양제충 참수","high"
"286","286화","","35236","35391","창닝구로 이동하는 양제충 차량 행렬이 강혁 팀의 도로 매설 폭탄 구역에 들어온다.","송시천과 한 약속을 돈으로 뒤집지 않고 적지의 지휘부를 직접 참수해 전쟁을 끝낸다.","폭발·교차사격으로 경호대를 무너뜨리고 양제충 시신까지 회수해 상하이를 탈출한다.","차량들을 뒤집은 뒤 강혁이 피케 엄호 아래 측면을 돌아 남은 경호원을 사살하고 양제충의 손을 쏴 무장해제한다.","강혁도 왼쪽 어깨를 총알에 스치고 공안이 곧 몰려오며 양제충은 송시천보다 두 배를 주겠다고 회유한다.","강혁은 약속을 지킨다며 제안을 거절하고 달려드는 양제충의 머리를 쏜 뒤 배로 중국을 빠져나간다.","양제충 시신을 화물선으로 보내자 송시천이 전면 반격해 한 달 안에 쿠데타 세력을 정리하고 회주 자리를 되찾는다.","의리/보상","강혁은 더 큰 현금 제안보다 이미 맺은 동맹을 택해 송시천의 신뢰와 삼합회 전쟁의 결정권을 얻는다.","송시천이 약속한 마약 구매선 절반·MGM 지분을 실제로 이행할 결산이 남는다.","양제충 사살·시신 회수","삼합회 복권과 사업 보상","L15-G 상하이 화재기만과 양제충 참수","high"
"287","287화","","35392","35511","송시천은 중국 마약 구매선 절반을 강혁에게 넘기고 강혁은 세계 헤로인 유통량 60%를 장악한다.","새 유통 규모를 감당하되 과잉생산으로 가격·CIA·인터폴의 시선을 부르는 위험을 통제한다.","콜롬비아 정글 농장의 생산량과 주민·조직 생활을 점검하고 국내 정치 폭로 작전을 개시한다.","블랙호크로 동부 농장을 돌며 50% 증산을 확인하고 노동자에게 정당한 임금·생필품을 주는 운영 원칙을 재확인한 뒤 제쓰로 마을 잔치에 참여한다.","수십 톤 증산은 국제 수사기관의 주목과 시장 가격 하락을 부르고 차기훈 정부와 한소가 결탁하면 백민용이 다시 회복할 수 있다.","잔치 도중 차문호의 디데이 보고를 받아 한소 대선 비자금 자료를 출처가 끊긴 형태로 야당에 넘기는 다음 공작을 승인한다.","대선 패배 뒤 재보선 공천을 노리는 김영일이 새 야당 대표 박재상에게 접근한다.","사업/공작","강혁은 신혼 남편·기업인뿐 아니라 국제 마약 공급자의 정점에 오르고 그 자금을 국내 권력 견제에 활용한다.","김영일이 공천 대가로 대선 비자금 증거를 박재상에게 건넬지가 열린다.","삼합회 마약 구매선 보상·생산 확대","대선 비자금 증거 야당 전달","L15-H 대선 비자금 폭로와 한소 유동성 붕괴","high"
"288","288화","","35512","35640","재보선 공천을 거절당한 김영일은 박재상에게 현 정부·한소의 1조원 대선 비자금 자료를 제시한다.","정치체계가 마비될 수준은 피하면서 정부-한소 유착을 끊을 통제 가능한 폭탄을 터뜨린다.","증거가 자연스럽게 야당 지도부로 흘러가 공개되고 강혁의 출처는 드러나지 않게 한다.","강혁 측은 자료를 여러 단계로 가공·전달하고 김영일은 공천·정치 후원을 대가로 박재상에게 대출·자금 흐름 서류를 넘긴다.","당선자 직접 개입 증거는 없고 청와대가 정보 출처를 추적하면 문홍성 및 미리내 공작선이 노출될 수 있다.","박재상은 단숨에 정국 주도권을 잡을 자료임을 알아보고 기자회견을 정하며 강혁은 태평양 전용기에서 손을 떼고 관찰만 하라 지시한다.","국회 기자회견장에 박주미 등 기자가 모이고 박재상이 1조원 불법대출·대선자금 사용을 입에 올린다.","정보/명분","강혁은 폭력을 쓰지 않고 자료의 욕망 경로를 설계해 야당 정치인이 자기 이익으로 폭로하게 만든다.","생중계되는 기자회견이 청와대·한소·차기훈 당선자를 얼마나 흔들지 남는다.","비자금 증거 야당 전달","박재상 생중계 폭로","L15-H 대선 비자금 폭로와 한소 유동성 붕괴","high"
"289","289화","","35641","35773","박재상은 한소가 청와대와 공모해 1조원을 불법 대출받아 대선에 썼다고 생중계 폭로한다.","정부가 부인할 수 없을 만큼 구체적인 증거로 유착을 공개하되 사태의 확산은 감시한다.","청와대와 한소를 분리시키고 백민용에게 약속된 특혜·회복 경로를 차단한다.","박재상은 회계장부·대출서류 보도자료를 배포하고 대통령 지시 가능성까지 암시해 야권 특검 요구와 국민 비난을 촉발한다.","청와대는 문홍성 실종과 자료 유출을 연결하고 대선 정당성까지 흔들릴 핵폭탄을 박석빈 개인의 불법대출 알선으로 축소하려 한다.","전노민·서수호는 스스로 검찰 수사를 지시해 주도권을 잡고 박석빈이 50억원만 받은 희생양이 되는 시나리오를 채택한다.","차기훈 당선자가 전노민에게 전화를 걸어 대선 비자금 파문을 어떻게 수습할지 따진다.","정치/폭로","박석빈은 대통령과 동료를 지키는 대가로 감옥과 50억원을 받아 충성 관계가 거래 관계로 벗겨진다.","차기훈이 축소 수사에 동의할지, 강혁이 숨겨 둔 더 깊은 증거가 언제 나올지가 남는다.","1조원 비자금 전국 폭로","검찰 축소수사 시나리오·차기훈 대응","L15-H 대선 비자금 폭로와 한소 유동성 붕괴","high"
"290","290화","","35774","36024","차기훈은 박석빈 단독 권력형 비리로 축소하자는 전노민의 수습안과 광복절 사면 약속에 동의한다.","상대가 만든 축소 프레임을 더 많은 증거로 무너뜨리며 한소가 다시는 덤비지 못할 파산선까지 몰아간다.","청와대의 조기 승리감을 이용해 한소 특혜를 취소시키고 금융·수사 압박을 누적한다.","강혁은 차문호에게 한 발 떨어져 확산만 통제하게 하고 요세프의 자금을 대기시키며 청와대 기자회견과 한소 주가 폭락을 지켜본다.","전노민이 검찰 수사를 선점해 여론을 진정시키고 차기훈도 공동운명체가 되며 한소는 현금 357억원뿐인데 890억원 어음·330억원 PF이자를 앞둔다.","비자금 대가였던 인천공항 4조원 공사가 취소돼 계약금 4000억원이 사라지고 한소의 단기 유동성 부족이 파산 위기로 바뀐다.","백민용이 은행·사채를 동원해서라도 부도를 막으라 호통치는 밤 강혁은 수영이 있는 집으로 귀가한다.","금융/관계","강혁의 공작은 백민용의 권력 특혜를 부채로 반전시키지만 집 안에서는 사건을 숨긴 채 걱정 말라고 수영을 달랜다.","검찰 압수수색 전에 한소가 증거를 없애고 가짜 회계자료를 만들려 한다.","특혜 공사 취소·한소 현금 고갈","증거인멸·추가 폭로·요세프 금융 공격","L15-H 대선 비자금 폭로와 한소 유동성 붕괴","high"
"291","291화","","36025","36144","수영과 저녁을 먹고 장모 생신을 챙긴 강혁은 처가에서 야구 이야기로 장인과 가까워진다.","가족 일상을 지키는 동안 한소가 수사 전에 증거를 없애는 과정을 끝까지 노출시킨다.","처가 관계를 쌓고 한소의 가짜 장부·증거인멸이 검찰 수사에서 역풍이 되게 한다.","강혁은 하루 스케줄을 비워 선물을 고르고 처가 식사를 즐기는 한편 한소 TF는 서류 파쇄·하드 파괴·가짜 운영자금 장부 제작을 밤새 진행한다.","검찰 압수수색이 다음 아침으로 미리 통보돼 청와대 축소수사 시나리오가 성공할 듯 보이고 내부 자료는 빠르게 사라진다.","강혁의 관계 삶은 기념일과 장인의 취미를 챙기는 구체적 행동으로 안정되지만 한소는 한밤중 범죄 은폐에 조직 전체를 소모한다.","야당 박재상은 검찰 발표를 일부러 기다리며 남은 회계장부 카드를 쓸 시점을 고른다.","가족/은폐","신혼 뒤 강혁의 가정은 처가까지 확장되는 반면 백민용의 조직은 충성보다 증거 소각과 불안으로 묶인다.","대검 압수수색·불법 대출 수사 결과와 박재상의 후속 폭로가 맞붙는다.","장모 생신·장인 관계 형성","한소 증거인멸·검찰 압수수색","L15-I 검찰 축소수사와 특검 촛불","high"
"292","292화","","36145","36263","대검 수사팀이 한소 본사를 압수수색하지만 회사는 전날 증거를 치우고 가짜 자료를 갖춰놓았다.","상대의 축소수사가 스스로 거짓말이 되도록 기다려 더 큰 특검 압력을 만든다.","한소-청와대가 박석빈 개인 비리 프레임에 들어온 뒤 원본 회계장부를 공개할 타이밍을 잡는다.","박재상은 당내 특검 강행 요구를 눌러 검찰 발표를 먼저 기다리고 백민용은 VIP 심문 각본에 맞춰 출두를 준비한다.","한소는 건설을 버리면 살 수 있지만 백민용의 자존심 때문에 연 40% 사채를 택하고 단기부도 위험을 더 키운다.","백민용은 합리적 구조조정 대신 모태기업을 지킨다는 체면을 선택해 금융 수렁으로 들어가고 박석빈은 비서실장직에서 사퇴한다.","검찰이 카메라 앞에서 백민용을 소환하지만 실제로는 정해진 문답과 새벽 귀가를 약속한 쇼가 시작된다.","자존심/압박","백민용의 총수 목소리는 생존 판단보다 무능 인정 거부에 사로잡혀 회사 전체를 사채 위험에 묶는다.","검찰이 축소 결론을 발표하면 박재상이 숨긴 장부를 공개할 예정이다.","압수수색 쇼·박석빈 사퇴","검찰 축소발표·비자금 장부 공개","L15-I 검찰 축소수사와 특검 촛불","high"
"293","293화","","36264","36381","백민용은 VIP 심문실에서 짜인 조서에 서명하는 보여주기 수사를 받는다.","검찰 쇼를 간파하고 야당의 남은 카드가 청와대의 마지막 동아줄까지 끊게 한다.","한소의 파산 가능성을 높이고 정부가 백민용을 보호할 명분을 없앤다.","강혁은 박재상의 인내와 한소 현금 사정을 분석하고 피케에게 야당 움직임을 감시하게 한 뒤 미국에서 맥그리거와 마약 공급 우선권을 재확인한다.","한소가 파산 직전이어도 비자금 약점 때문에 청와대가 보호할 수 있고 삼합회 물량 확대가 기존 LA 마피아와 멕시코 갱 균형을 흔들 수 있다.","강혁은 기존 거래 의리를 지켜 맥그리거 물량을 우선 보장하고 국내에서는 대검이 20일 수사 끝에 1조원이 전부 한소 운영비였다고 발표한다.","박재상은 검찰이 국민을 속였다며 이제 자신들이 정의를 증명하겠다고 선언한다.","의리/기다림","강혁은 미국 동맹에는 공급 약속을 지키고 국내 적에게는 거짓 발표를 스스로 하게 기다리는 상반된 신뢰 전략을 쓴다.","박재상이 한소 비자금 회계장부를 공개할 후속 회견이 임박한다.","LA 공급관계 재확인·검찰 축소수사 발표","야당 장부 폭로와 특검 여론","L15-I 검찰 축소수사와 특검 촛불","high"
"294","294화","","36382","36507","박재상은 대검 발표 직후 대출금이 청와대로 갔다고 적힌 한소 회계장부 복사본을 공개한다.","검찰·청와대의 거짓 프레임을 시민이 직접 거부하게 만들어 특검을 피할 수 없는 국면으로 바꾼다.","여론·야당 압력으로 차기훈이 전노민과 결별할 정치적 출구를 찾게 한다.","장부 공개로 대검 신뢰를 무너뜨리고 시청 앞 촛불집회에서 특검 구호를 확산시킨다.","전노민은 야당이 더 가진 자료를 알 수 없고 정부조직법·장관 청문회까지 막혀 퇴임과 신정부 출범이 함께 위태롭다.","예상보다 많은 시민·대학생·교수가 자발적으로 광장에 모여 텐트를 치고 전경도 충돌을 자제하면서 폭로가 대중 운동으로 커진다.","태평양 상공의 강혁은 이제 마무리할 때라며 귀국 후 차기훈을 만나게 자리를 마련하라고 한다.","여론/전환","강혁이 가공한 문서 공작이 그의 통제를 넘어 시민의 촛불과 국가적 정당성 문제로 성장한다.","정치 생명이 묶인 차기훈에게 강혁이 어떤 희생양·협상안을 제시할지가 다음 핵심이다.","비자금 장부 공개·검찰 신뢰 붕괴","촛불 확산·차기훈 비밀 회동","L15-I 검찰 축소수사와 특검 촛불","high"
"295","295화","","36508","36616","취임 준비가 막힌 차기훈은 국정원 성복동 안가에서 강혁과 은밀히 식사한다.","전노민에게 붙잡힌 차기훈을 풀어주고 새 정부에서 백민용을 보호할 정치 동아줄을 끊는다.","전노민을 비자금 희생양으로 내주되 사면이라는 마지막 끈으로 폭로를 막고 야당과 특검을 협상한다.","강혁은 전노민에게 비자금 수수만 인정시키고 1년 뒤 사면을 약속하며 야당의 초과 선거비도 함께 조사하겠다고 맞서라는 해법을 제시한다.","차기훈 캠프도 불법 자금을 썼고 전노민이 배신감에 모든 사실을 폭로하면 당선 무효·탄핵까지 갈 수 있다.","사면권과 상호 선거비 약점이 전노민·야당 모두를 적당한 선에 묶을 수 있다는 일석삼조 계산에 차기훈이 관심을 보인다.","차기훈은 야당이 그 정도 희생으로 만족할지를 마지막으로 따져 묻는다.","정치/협상","차기훈은 강혁에게 관광특구 카지노 특혜를 암시하고 강혁은 그 관계를 이용해 차기 권력의 생존 설계자 자리에 선다.","차기훈이 전노민 포기와 특검 수용을 실제로 결단하고 야당과 거래해야 한다.","차기훈 비밀 회동·사면 해법 제시","전노민 희생·특검 정치협상","L15-J 차기훈-전노민 결별과 특검 타협","high"
"296","296화","","36508","36616","강혁의 해법을 들은 차기훈은 전노민과 야당을 동시에 묶을 정치적 출구를 얻는다.","강혁의 계산이 실제 특검 수용과 권력 교체로 이어지는 과정을 보여준다.","차기훈이 전노민의 그림자에서 벗어나고 한소가 의지할 청와대 보호막을 제거한다.","차기훈은 송말호를 보내 특검 수용을 요구하고 전노민은 1년 뒤 사면 보장을 조건으로 항복하며 차기훈은 박재상과 특검 인선을 협상한다.","전노민은 배신감에 폭발하고 야당도 여당을 끝까지 공격할 특검을 원하며 양쪽 모두 불법 선거자금 약점을 안고 있다.","전노민이 명예 퇴진을 포기하고 특검을 받아들여 국민과 촛불 시위대가 환호하며 차기훈의 독립 기반이 생긴다.","차기훈이 박재상에게 야당 정치자금 자료가 든 봉투를 내밀어 상호 파멸 카드를 꺼낸다.","권력/협상","전노민-차기훈 관계는 후계와 보호에서 희생양과 사면 거래로 바뀌고 강혁은 새 권력의 비공식 설계자가 된다.","야당 자료가 박재상을 굴복시키고 특검의 수위와 인물을 결정할지가 남는다.","전노민 특검 수용","야당 정치자금 협박·특검 인선","L15-J 차기훈-전노민 결별과 특검 타협","high"
"297","297화","","36617","36739","차기훈은 박재상이 원하는 강경 특검을 막기 위해 국정원 정치자금 자료를 협상 카드로 제시한다.","정치적 타협의 결산이 한소의 금융 고립과 백민용의 패배 인식으로 연결된다.","특검이 구정권만 정리하도록 통제하고 한소가 더는 대출 연장이나 권력 특혜를 얻지 못하게 한다.","차기훈은 야당 의원들의 불법 자금 서류로 박재상을 굴복시키고 고향 인연의 전직 검사 윤정문을 특검으로 세우며 강혁은 한소의 사채 조달 소문을 금융권에 퍼뜨린다.","특검은 대통령 핵심 측근을 겨누고 한소는 청라 PF 이자 120억원을 못 낼 뻔해 연 40퍼센트가 넘는 명동 사채까지 쓰며 분기 4500억원 상환에 몰린다.","박재상은 타협을 받고 윤정문 특검이 출범하며 미래은행 등 금융기관이 만기연장을 거부해 한소의 정치 위기가 현금 위기로 바뀐다.","특검에서 사흘 조사받고 나온 백민용은 최수혁에게 한소에는 이제 희망이 없다고 말한다.","정치/금융","차기훈은 전노민과 야당을 함께 제어하는 독립 대통령이 되고 백민용은 회사를 지킬 총수에서 자기 살길을 찾는 도망자로 기운다.","백민용이 침몰하는 한소에서 무엇을 빼돌리고 누구를 배신할지가 열린다.","특검 정치 타협·차기훈 권력 독립","한소 자금 유출·백민용 탈출책","L15-J 차기훈-전노민 결별과 특검 타협","high"
"298","298화","","36740","36855","특검과 금융 압박에 몰린 백민용은 한소의 회생보다 자기 생존을 택한다.","백민용의 마지막 배신이 회사 부도와 강혁의 복수 결산을 앞당기는 장면을 보여준다.","한소가 감당해야 할 비용은 그대로 두고 백민용만 빠져나갈 자금을 확보하게 만든 뒤 붕괴를 지켜본다.","백민용은 최수혁을 재무이사에 앉혀 계열사 수출대금과 공사대금을 케이만 계좌로 빼돌리고 차기훈 취임 뒤 특검은 6000억원대 비자금 책임을 구정권과 한소에 한정한다.","비자금 세탁을 들키면 횡령이 되고 직원과 임원 전부를 버리는 선택이며 한소건설은 미소은행 어음 120억원도 막지 못한다.","전노민 세력은 기소되고 차기훈은 구정권의 그림자를 걷어내며 한소건설의 1차 부도가 전국 속보로 뜬다.","계열사 연대보증 2조6000억원과 직접투자까지 약 4조원이 한소 전체 연쇄도산의 도화선임이 드러난다.","생존/배신","백민용-최수혁 관계는 총수와 비서에서 회사와 동료를 함께 배신하는 비밀 공범으로 변한다.","건설 최종부도와 백민용의 해외자금 회수 계획이 남는다.","특검 결산·한소건설 1차 부도","계열사 연쇄도산·해외 비자금","L15-K 한소 자금 빼돌리기와 법정관리","high"
"299","299화","","36856","36961","한소 임원들은 건설을 포기하면 그룹을 살릴 수 있다고 기대하지만 연대보증이 발목을 잡는다.","백민용의 위기 대응이 사실은 공적자금으로 회사를 정리한 뒤 되사는 사익 계획임을 폭로한다.","한소건설 부도를 확정시켜 그룹 경영권을 채권단으로 넘길 조건을 만든다.","백민용은 채권단 협상을 지시하면서 최수혁에게 리비아 공사대금 3000만 달러를 케이만 계좌로 옮겼는지 확인하고 법정관리 뒤 부실채권으로 회사를 되찾겠다는 속셈을 굳힌다.","해외자금을 회사에 돌리면 위기를 늦출 수 있지만 백민용은 1조원 단기차입 악재를 이유로 거부하고 국민과 채권단이 손실을 떠안게 한다.","한소건설이 최종부도 처리되고 강혁은 백민용이 너무 조용한 점을 수상히 여기며 차기훈에게 내막 조사를 맡긴다.","강혁이 새로 인수한 제주 5성급 호텔과 외국인 카지노를 둘러보는 동안 한소의 빈자리를 채울 레저 사업이 열린다.","기업/탐욕","한소 임원들이 그룹 생존을 호소하는 사이 백민용은 조직 공동체를 개인 재산 회수의 껍데기로 취급한다.","채권단 법정관리와 강혁의 제주 레저 인수 그리고 백민용의 숨은 자금이 맞물린다.","한소건설 최종부도","한소 부실채권 재매입·제주 레저 확장","L15-K 한소 자금 빼돌리기와 법정관리","high"
"300","300화","","36962","37064","강혁은 제주 호텔과 카지노를 미리내 레저의 핵심으로 묶는 동안 한소 채권단은 그룹 전체의 구제조건을 논의한다.","한소의 경영권이 실제로 백민용 손을 떠나고 그 자산이 강혁의 새 진로로 넘어가는 결산을 준다.","제주 관광사업을 안정시키고 채권단이 가진 한소 지분을 향후 인수할 발판을 확보한다.","강혁은 호텔 지배인을 유임하고 중문관광단지 인수까지 추진하며 채권단은 10대1 감자·사재출연·경영퇴진을 조건으로 5000억원을 추가 지원해 법정관리를 시작한다.","한소 계열사들이 연쇄부도와 보증채무를 맞고 백민용 지분은 10퍼센트 아래로 떨어지며 채권단이 41퍼센트를 가진다.","백민용과 임원 30명이 쫓겨나고 그는 일본으로 떠나지만 최수혁은 국내에 남아 비밀지시를 수행한다.","최수혁이 제주 호텔 매입대금 계좌를 근거로 골드원 펀드의 실소유주가 강혁일 수 있다고 보고한다.","소유/확장","강혁은 관광특구의 실물 사업가로 확장하고 백민용은 명목상 회장 자리까지 잃은 채 그림자 주주가 된다.","골드원-강혁 연결 의심과 한소 우량계열사 지분 경쟁이 시작된다.","한소 법정관리·백민용 퇴진","골드원 정체 추적·우량계열사 인수","L15-K 한소 자금 빼돌리기와 법정관리","high"
"301","301화","","37065","37186","백민용이 골드원과 강혁의 연결을 의심하는 사이 강혁은 법정관리 한소의 자산을 선별한다.","가족 원수를 무너뜨린 복수가 한소전자를 실제 미리내 계열사로 바꾸는 소유 보상으로 이어진다.","부실채권과 채권단 지분을 가장 싼 시점에 사서 기술력 높은 한소전자를 장악한다.","강혁은 뉴욕에서 요세프를 불러 부실채권 5000억원어치를 확보하고 채권단 대표들을 개별 설득해 한소전자 지분 41퍼센트를 1조5000억원에 전액 현금으로 산다.","회생 뒤에는 13조원이 넘을 수 있는 인수비용과 외국계 헐값 인수 여론을 피해야 하며 채권단도 손실을 떠안은 상태다.","미리내가 한소전자의 새 주인이 되고 사명을 미리내전자로 바꾸겠다고 발표하자 주가가 반등한다.","일본의 백민용은 전자가 강혁에게 넘어갔다는 소식 뒤 부실채권 매입에도 문제가 생겼다는 보고를 받는다.","복수/소유","강혁과 백민용의 대결은 한소를 무너뜨리는 단계에서 같은 회사의 소유권을 놓고 겨루는 단계로 바뀐다.","골드원이 선점한 부실채권과 백민용의 비밀 매수자금이 충돌한다.","한소전자 지분 인수","부실채권 매집전·골드원 정체 노출","L15-L 미리내전자 인수와 스미요시가이 동업","high"
"302","302화","","37187","37322","백민용은 골드원이 이미 한소 부실채권 절반가량을 가져갔고 요세프가 강혁과 만난다는 사실을 확인한다.","강혁이 백민용의 재기 자금을 소진시키는 금융 덫과 가족에게 찾아온 새 생명을 교차시킨다.","필요한 채권은 지킨 채 경쟁 호가만 올려 백민용이 불필요한 채권을 비싸게 사도록 만든다.","강혁은 요세프에게 실매수 없이 호가를 올리게 하고 백민용 자금 출처를 캐게 하며 최수혁은 함정인 줄 모르고 시장 물량을 1~20퍼센트 비싸게 싹쓸이한다.","백민용은 여전히 지분 5퍼센트와 비밀자금을 가지고 있어 향후 경영권 분쟁을 만들 수 있고 수영은 임신 가능성을 혼자 확인하며 불안해한다.","백민용의 주머니가 불필요한 채권 매입으로 가벼워지는 동안 수영의 임신테스트기에 선명한 두 줄이 뜬다.","귀가한 강혁이 수영의 수상한 행동을 눈치채고 마침내 임신 사실을 듣는다.","가족/금융","회사를 되찾으려는 백민용의 집착과 아이를 맞을 강혁 부부의 미래가 같은 장에서 정반대의 삶의 진로로 놓인다.","임신 확진과 백민용의 일본 자금 동업자가 다음에 공개된다.","부실채권 가격 덫","수영 임신·백민용 외부자금","L15-L 미리내전자 인수와 스미요시가이 동업","high"
"303","303화","","37323","37468","수영의 임신 고백에 강혁은 기뻐하지만 수영은 아이와 몸의 변화가 부부관계에 부담이 될까 걱정한다.","주인공의 혈연 가족이 확장되는 따뜻한 보상 뒤 적이 야쿠자와 손잡는 새 위협을 연다.","수영과 태아를 안심시키고 가족에게 임신을 확인받는 한편 백민용의 채권 매집 결과를 감시한다.","강혁은 수영을 안아 축복이라 말하고 산부인과에서 임신 8주를 확인한 뒤 양가 가족과 기쁨을 나누며 백민용은 과다한 가격으로 부실채권을 사들인 최수혁을 칭찬한다.","수영은 내조와 외모 변화에 불안을 느끼고 백민용은 채권단 지분을 살 돈이 더 필요해 위험한 외부 동업자에게 의존한다.","태아가 건강하다는 진단과 가족의 환대가 강혁에게 처음 아버지가 되는 구체적 미래를 준다.","백민용이 일본 스미요시가이 와타나베 회장에게 투자와 무력을 받기로 했다고 밝힌다.","관계/후계","강혁-수영 관계는 부부에서 부모로 넓어지고 백민용-최수혁 관계에는 일본 야쿠자라는 상위 후원자가 끼어든다.","스미요시가이가 한소 경영권전과 한국 사업에 어떻게 개입할지가 열린다.","수영 임신 확진·가족 환대","스미요시가이 동업","L15-L 미리내전자 인수와 스미요시가이 동업","high"
"304","304화","","37469","37592","백민용은 강혁을 꺾기 위해 스미요시가이의 돈과 무력을 감수하고 와타나베는 그를 한국 진출 방패로 쓸 생각이다.","미리내전자의 경영권 보상과 야쿠자 배후의 등장을 함께 확정해 다음 카지노 전쟁을 예고한다.","미리내전자에 운영자금을 넣어 지분을 굳히고 백민용의 비자금·동선을 추적한다.","강혁은 1000억원 유상증자로 미리내전자 지분을 49퍼센트까지 늘리고 피케는 백민용이 계열사에서 최소 3000억원을 횡령했다고 보고하며 감시를 강화한다.","장부 조작과 자료 분실로 횡령을 입증하기 어렵고 백민용은 채권 매집에 1600억원을 쓰고도 야쿠자 자금을 등에 업고 있다.","미리내전자의 자금난과 경영권이 안정되는 반면 와타나베가 백민용을 언젠가 잡아먹을 방패로 본다는 이중계약이 드러난다.","도쿄를 떠난 백민용이 제주에서 신종철과 카지노 운영권 계약을 앞두고 있다.","경영/위협","강혁은 망가진 전자를 살리는 소유자가 되고 백민용은 자기 회사를 약탈한 뒤 외세의 얼굴마담이 된다.","제주 카지노 운영권과 야쿠자의 한국 진출이 강혁의 관광사업을 직접 겨눈다.","미리내전자 49퍼센트 지배력","제주 카지노 공작·야쿠자 진출","L15-L 미리내전자 인수와 스미요시가이 동업","high"
"305","305화","","37593","37724","백민용은 제주 오션파크 카지노 재기를 준비하면서 강혁 소유 중문단지의 운영권까지 사들인다.","상대가 계약과 조폭을 함께 써 사업장을 점거하는 새 종류의 정면대결을 연다.","백민용의 제주 동선과 신종철 거래를 파악하고 미리내 레저 사업장을 지킨다.","차문호의 미행팀은 백민용을 포착하지만 그는 신종철에게 15억원을 주고 남은 두 달 운영권을 산 뒤 박칠복의 칠복이파 50여 명을 20억원에 고용해 카지노를 습격시킨다.","이성훈 보안팀과 직원들은 수적으로 열세이고 중국 단체관광객이 가득한 영업장에서 흉기 난투가 벌어진다.","보안팀은 손님을 후문으로 빼내지만 이성훈 등 직원들이 중상을 입고 카지노가 점거된다.","점거 보고를 받은 강혁이 책상을 내리치며 배후와 대응을 묻는다.","사업/충돌","백민용은 재계 총수의 외피를 벗고 토착조폭을 고용한 경쟁자로 되돌아오며 강혁은 직원 피해에 직접 책임을 져야 한다.","강혁의 제주 상륙과 카지노 탈환 방식이 남는다.","백민용 제주 공작 노출","카지노 탈환·직원 피해 결산","L15-M 제주 카지노 점거와 새벽 탈환","high"
