sequence,visible_label,source_lines,semantic_status,score_status,ribbon_status,old_tension,new_tension,old_reward,new_reward,old_hook,new_hook,old_ribbon,new_ribbon,actual_action,actual_paid_reward,actual_ending_hook,concrete_event_before,concrete_event_after,pacing_note_before,pacing_note_after,adjudication
11,11화,L2168~L2352,PASS,EDIT,PASS,7,7,8,7,8,6,0.21/0.20/0.31/0.20/0.08,0.21/0.20/0.31/0.20/0.08,하버드 경제학과 합격증을 김태중에게 보여 준 뒤 강준기 의원의 신민국당 영입 제안을 상속세·언론 검증·5년 임기 논리로 말리고 YS와 DJ 양쪽 지원을 권한다.,"김태중의 식탁 환대와 하버드 합격 축하, 대통령 출마 철회, 태우그룹 장학재단 설립 승인을 얻는다.",김태중이 장학재단을 만들어 주며 김민재가 돈과 조직의 무게를 직접 느껴 보라고 한다.,하버드 합격으로 김태중을 기쁘게 하고 그의 대선 출마를 막은 뒤 태우그룹 장학재단 운영을 허락받는다.,"하버드 경제학과 합격증을 김태중에게 보여 준 뒤 강준기 의원의 신민국당 영입 제안을 상속세·언론 검증·5년 임기 논리로 말리고 YS와 DJ 양쪽 지원을 권한다; 김민재가 장학재단 기부금 유치와 운영을 자청하자 김태중은 조직 운영의 어려움을 배워 보라며 사실상 첫 경영 시험을 허락한다; 김태중의 식탁 환대와 하버드 합격 축하, 대통령 출마 철회, 태우그룹 장학재단 설립 승인을 얻는다",하버드 합격으로 김태중을 기쁘게 한 뒤 대선 출마를 막고 재단 허락을 받아 조손 관계와 감정이 길다.,하버드 합격으로 김태중을 기쁘게 한 뒤 대선 출마를 막고 재단 허락을 받아 조손 관계와 감정이 길다.,보상은 실제 지급만 세어 8→7 판정; 훅은 마지막 프레임의 열린 질문만 세어 8→6 판정
12,12화,L2353~L2512,PASS,EDIT,PASS,5,5,7,6,8,7,0.34/0.18/0.23/0.07/0.18,0.34/0.18/0.23/0.07/0.18,성적 상위 5퍼센트 빈곤 학생 사진을 직접 심사하고 SAVE 돈으로 청년 창업을 지원하며 한정훈·데이비드에게 검찰·경찰·공무원 명단을 펀드에 가입시키라 한다.,"재단 독립 보고권과 직원 20명, 장학·창업 선발 자료, 월가의 SAVE 명성을 활용한 공직자 펀드 모집 체계를 확보한다.",데이비드가 80명 이상을 모으면 50만 달러를 받는 성과계약 아래 한국 공직자 영입에 착수한다.,200억 원 재단으로 학생·창업자를 선발하고 비주류 공직자 100명을 SAVE 펀드로 묶는 새 라인을 설계한다.,"성적 상위 5퍼센트 빈곤 학생 사진을 직접 심사하고 SAVE 돈으로 청년 창업을 지원하며 한정훈·데이비드에게 검찰·경찰·공무원 명단을 펀드에 가입시키라 한다; 기존 권력 라인을 후원하는 대신 태우가 라인 없는 유능한 사람들의 새 라인이 되고 펀드 수익을 노후 안전망과 충성 축적 장치로 쓰기로 한다; 재단 독립 보고권과 직원 20명, 장학·창업 선발 자료, 월가의 SAVE 명성을 활용한 공직자 펀드 모집 체계를 확보한다",200억 원 장학재단과 비주류 공직자 100명 펀드의 선발 구조를 설명해 정보·제도 설계 비중이 높다.,성적 상위 5퍼센트 빈곤 학생 자료와 200억 원 장학재단의 선발 체계를 직접 점검하고 청년창업 지원까지 넓힌다. 후반에는 라인 없는 검찰·경찰·공무원 명단과 펀드 모집 보상을 설계하지만 실제 가입 인원은 아직 없다.,"보상은 실제 지급만 세어 7→6 판정; 훅은 마지막 프레임의 열린 질문만 세어 8→7 판정; L2353~L2512 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L2353~L2512 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L2353~L2512 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L2353~L2512 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L2353~L2512 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L2353~L2512 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L2353~L2512 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L2353~L2512 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L2353~L2512 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L2353~L2512 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L2353~L2512 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L2353~L2512 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정"
13,13화,L2513~L2676,PASS,EDIT,PASS,7,7,8,7,8,6,0.23/0.29/0.26/0.12/0.10,0.23/0.29/0.26/0.12/0.10,SAVE의 100억 원을 퀀텀펀드 명의 기부금으로 꾸미고 김태중의 조사를 유도하며 한정훈·퀀텀 관계자에게 미리 맞춘 걸프전 에세이·인턴 설명을 제공한다.,"100억 원 기부금, 김태중·김택훈의 능력 인정, 장학금 지속 자금과 공직자 펀드 가입자 약 30명을 얻는다.",펀드 가입자는 훗날 수익이 수십·수백 배가 되면 SAVE와 김민재의 황금 동아줄임을 알게 된다.,100억 원 퀀텀 명의 기부를 미끼로 김택훈의 미국 조사를 유도해 김태중에게 월가가 인정한 자신의 가치를 각인시킨다.,"SAVE의 100억 원을 퀀텀펀드 명의 기부금으로 꾸미고 김태중의 조사를 유도하며 한정훈·퀀텀 관계자에게 미리 맞춘 걸프전 에세이·인턴 설명을 제공한다; 김택훈의 조사 결과 김민재가 먼저 퀀텀에 접근해 걸프전·유가 전망으로 인정을 받았다는 서사가 확인되어 김태중이 감시 대신 신뢰를 택한다; 100억 원 기부금, 김태중·김택훈의 능력 인정, 장학금 지속 자금과 공직자 펀드 가입자 약 30명을 얻는다",퀀텀 100억 원 기부를 미끼로 김택훈을 움직이고 김태중에게 월가 가치를 입증해 행동·가족 권력관계가 앞선다.,퀀텀 100억 원 기부를 미끼로 김택훈을 움직이고 김태중에게 월가 가치를 입증해 행동·가족 권력관계가 앞선다.,보상은 실제 지급만 세어 8→7 판정; 훅은 마지막 프레임의 열린 질문만 세어 8→6 판정
14,14화,L2677~L2851,PASS,EDIT,PASS,8,8,9,8,9,9,0.29/0.25/0.23/0.08/0.15,0.29/0.25/0.23/0.08/0.15,데이비드에게 클린턴 1천만 달러·푸틴 500만 달러 지원을 맡기고 하버드 조기졸업용 7인 대필·기출 분석팀을 둔 뒤 SAVE에서 조지와 영국 공격을 정산한다.,"공직 펀드 80명 이상, 클린턴·푸틴 미래 연결 착수, 파운드 수익 30억 달러와 하버드 조기졸업 지원팀을 얻는다.",김민재가 한정훈·제프리에게 조지의 배신을 자신만 안다고 밝히며 어떤 선택을 할지 묻는다.,클린턴·푸틴 지원을 지시하고 파운드 전쟁에서 30억 달러를 받은 직후 조지의 프랑화 배신 계획을 간파한다.,"데이비드에게 클린턴 1천만 달러·푸틴 500만 달러 지원을 맡기고 하버드 조기졸업용 7인 대필·기출 분석팀을 둔 뒤 SAVE에서 조지와 영국 공격을 정산한다; 60억 달러 파운드 투자가 50퍼센트·30억 달러 수익으로 끝나지만 김민재는 조지의 다음 마르크 매도·프랑 매수 제안이 월가 뒤통수치기임을 알아챈다; 공직 펀드 80명 이상, 클린턴·푸틴 미래 연결 착수, 파운드 수익 30억 달러와 하버드 조기졸업 지원팀을 얻는다",클린턴·푸틴 지원과 30억 달러 지급 뒤 조지의 프랑화 배신 계획을 읽어 정보와 다음 대응 훅이 강하다.,클린턴·푸틴 지원과 30억 달러 지급 뒤 조지의 프랑화 배신 계획을 읽어 정보와 다음 대응 훅이 강하다.,보상은 실제 지급만 세어 9→8 판정
15,15화,L2852~L3024,PASS,EDIT,PASS,6,6,9,8,9,8,0.20/0.18/0.28/0.17/0.17,0.20/0.18/0.28/0.17/0.17,20억 달러 한도로 조지 발언의 반대 포지션을 잡고 제프리에게 아마존 이름과 창업 전액 지원을 제안하며 데이비드에게 배터리 연구자 지원을 맡긴다.,"푸틴의 감사, 노벨급 배터리 기술 지분 선점, 하버드 3년 졸업과 김태중의 귀국 식탁 환대를 받는다.",기획실 대신 창원 부품공장을 택해 5년 갈아 온 칼을 처음 쓰겠다고 결심한다.,퀀텀 역이용·푸틴 감사·배터리 지원을 배치하고 3년 뒤 하버드를 졸업해 창원 공장 입사를 선택한다.,"20억 달러 한도로 조지 발언의 반대 포지션을 잡고 제프리에게 아마존 이름과 창업 전액 지원을 제안하며 데이비드에게 배터리 연구자 지원을 맡긴다; 푸틴이 `I NEVER FORGET IT`을 보내고 3년 뒤인 1994년 말 김민재가 하버드를 조기졸업해 귀국한다; 푸틴의 감사, 노벨급 배터리 기술 지분 선점, 하버드 3년 졸업과 김태중의 귀국 식탁 환대를 받는다",퀀텀 역이용과 푸틴 감사 뒤 3년을 건너 하버드 졸업·창원 입사를 택해 관계 보상과 새 장소 기대가 높다.,퀀텀 역이용과 푸틴 감사 뒤 3년을 건너 하버드 졸업·창원 입사를 택해 관계 보상과 새 장소 기대가 높다.,보상은 실제 지급만 세어 9→8 판정; 훅은 마지막 프레임의 열린 질문만 세어 9→8 판정
16,16화,L3025~L3210,PASS,EDIT,PASS,6,6,5,4,8,8,0.29/0.27/0.20/0.14/0.10,0.29/0.27/0.20/0.14/0.10,양 대리 안내로 고철장과 총무팀을 돌며 악수해 이 부장 등 전원의 비리 특이사항을 확인하고 관리직 전체에 비싼 회식과 술을 사며 외부 인력에 자료 탈취를 지시한다.,임원들의 경계가 가족 같은 신입이라 착각할 만큼 풀리고 김민재는 현장 비리의 인물·부서·거래 지점을 확보한다.,전 임원과 밤새 술잔을 주고받는 동안 비밀 조사팀이 장부와 컴퓨터 자료에 손댄다.,차장으로 창원 부품공장에 들어가 고철·총무팀 횡령을 확인하고 밤샘 회식 뒤 외부팀을 투입한다.,"양 대리 안내로 고철장과 총무팀을 돌며 악수해 이 부장 등 전원의 비리 특이사항을 확인하고 관리직 전체에 비싼 회식과 술을 사며 외부 인력에 자료 탈취를 지시한다; 자동차 판넬 고철 헐값 매각과 뒷돈, 총무팀 전원의 횡령, 10개가 넘는 공장 비리가 능력치와 전생 수사 기억으로 맞물린다; 임원들의 경계가 가족 같은 신입이라 착각할 만큼 풀리고 김민재는 현장 비리의 인물·부서·거래 지점을 확보한다",차장으로 들어가 고철·총무팀 횡령을 관찰하고 밤샘 회식 뒤 조사팀을 투입해 정보 수집과 잠입 행동이 중심이다.,차장 신분으로 고철·총무팀 횡령을 지켜보다 밤샘 회식이 끝난 순간 조사팀을 들이민다. 오래 참은 잠입이 급습으로 바뀌어 증거가 조직 안에서 실제 힘을 얻는다.,보상은 실제 지급만 세어 5→4 판정; L3025~L3210 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L3025~L3210 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L3025~L3210 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L3025~L3210 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L3025~L3210 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L3025~L3210 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L3025~L3210 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L3025~L3210 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L3025~L3210 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L3025~L3210 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L3025~L3210 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체
17,17화,L3211~L3402,PASS,EDIT,PASS,7,7,5,5,8,7,0.32/0.27/0.23/0.10/0.08,0.32/0.27/0.23/0.10/0.08,사우나에서 기무사 출신 정보력 S급 강인식과 만나 탈취 자료를 검토하고 공장장 팔레트 독점 계획과 경리 한지혜·주영미와의 이중 불륜을 각각 포착한다.,"정보력 S급 강인식과 기관별 에이스 공조, 팔레트 사업·이중 불륜이라는 내부 균열 지점을 얻는다.",김민재는 두 경리 파벌을 서로 적대시켜 내부 자료를 받아 낼 계획을 세운다.,강인식·기관 에이스 팀을 가동하고 팔레트 독점과 공장장·두 경리의 불륜을 찾아낸다.,"사우나에서 기무사 출신 정보력 S급 강인식과 만나 탈취 자료를 검토하고 공장장 팔레트 독점 계획과 경리 한지혜·주영미와의 이중 불륜을 각각 포착한다; 서우태가 퇴직 장 부장의 팔레트 회사 지분 50퍼센트를 받으려 하며 한지혜·주영미 모두와 내연 관계라는 두 약점이 열린다; 정보력 S급 강인식과 기관별 에이스 공조, 팔레트 사업·이중 불륜이라는 내부 균열 지점을 얻는다",팔레트 독점과 공장장·두 경리의 불륜을 연쇄 확인해 비리 정보와 강인식 팀의 추적 행동에 머문다.,팔레트 독점과 공장장·두 경리의 불륜을 연쇄 확인해 비리 정보와 강인식 팀의 추적 행동에 머문다.,훅은 마지막 프레임의 열린 질문만 세어 8→7 판정
18,18화,L3403~L3587,PASS,EDIT,PASS,6,6,6,6,8,7,0.30/0.23/0.16/0.08/0.23,0.30/0.23/0.16/0.08/0.23,강인식에게 10억 원 스카우트비와 5억 원 활동비를 주고 한정훈에게 일본 증시 15퍼센트 이상 하락 시 터지는 100억 달러 파생계약을 확대시킨 뒤 청년경제포럼에 데뷔한다.,"강인식의 충성, 일본 기업·은행의 대규모 파생계약과 재계 후계자 첫 공식 인맥을 확보한다. 구체 표적 가문은 아직 고르지 않았다.",재벌 후계자 포럼의 우호적 얼굴들 중 누구를 갈라 계열사를 먹을지 사냥을 시작한다.,강인식 조사비를 지급하고 일본 폭락 파생상품 100억 달러와 재벌 후계 분열 표적 다섯 곳을 배치한다.,"강인식에게 10억 원 스카우트비와 5억 원 활동비를 주고 한정훈에게 일본 증시 15퍼센트 이상 하락 시 터지는 100억 달러 파생계약을 확대시킨 뒤 청년경제포럼에 데뷔한다; SAVE 자금이 150억 달러에서 360억 달러로 컸고 김민재는 청년경제포럼의 재벌 2·3세들 가운데 승계 분쟁을 일으킬 표적을 찾는다; 강인식의 충성, 일본 기업·은행의 대규모 파생계약과 재계 후계자 첫 공식 인맥을 확보한다. 구체 표적 가문은 아직 고르지 않았다",조사비를 지급하면서 일본 파생 100억 달러와 다섯 재벌 승계 표적을 배치해 전략 정보와 자금 규모가 앞선다.,조사비를 지급하면서 일본 파생 100억 달러를 늘리고 청년경제포럼의 재벌 2·3세들을 다음 승계 표적으로 바라본다. 구체 가문과 계열사는 아직 고르지 않아 전략 정보와 자금 규모만 앞선다.,"훅은 마지막 프레임의 열린 질문만 세어 8→7 판정; L3403~L3587 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L3403~L3587 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L3403~L3587 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L3403~L3587 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L3403~L3587 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L3403~L3587 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L3403~L3587 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L3403~L3587 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정"
19,19화,L3588~L3812,PASS,EDIT,PASS,7,7,7,6,8,8,0.21/0.31/0.28/0.13/0.07,0.21/0.31/0.28/0.13/0.07,고영준의 장자승계 불만을 부추길 친분을 만들고 현재·현진 왕자의 난 당사자들과 연결한 뒤 불륜 사진을 각 경리에게 보여 서로 배신당했다고 믿게 한다.,"공장 내부 핵심 회계 자료와 경리 두 명의 협조, 다섯 경쟁그룹 후계자에 대한 장기 접근점을 확보한다.",강인식이 국세청·경찰·검찰 에이스를 움직여 내부 자료를 법적 증거로 전환한다.,고영준 등에게 승계 분쟁 씨앗을 심고 불륜 이간질로 한지혜·주영미에게 이중장부와 팔레트 자료를 받는다.,"고영준의 장자승계 불만을 부추길 친분을 만들고 현재·현진 왕자의 난 당사자들과 연결한 뒤 불륜 사진을 각 경리에게 보여 서로 배신당했다고 믿게 한다; 한지혜가 이중장부 20봉투를, 주영미가 팔레트 회사 계약·공모 임직원 자료를 자발적으로 내놓는다; 공장 내부 핵심 회계 자료와 경리 두 명의 협조, 다섯 경쟁그룹 후계자에 대한 장기 접근점을 확보한다",후계 분쟁 씨앗과 불륜 이간질을 실행해 한지혜·주영미에게 장부를 받아 행동과 관계 조작이 두드러진다.,후계 분쟁 씨앗과 불륜 이간질을 실행해 한지혜·주영미에게 장부를 받아 행동과 관계 조작이 두드러진다.,보상은 실제 지급만 세어 7→6 판정
20,20화,L3813~L4009,PASS,EDIT,PASS,8,8,8,7,9,8,0.18/0.39/0.18/0.15/0.10,0.18/0.39/0.18/0.15/0.10,청담동 술집 난동·눈물을 연기해 김택훈에게 수사 지원을 얻고 압수영장 발부 즉시 세 기관을 투입해 서우태의 횡령·하청 독점 계약을 김태중 이름으로 언론에 고발한다.,서우태 형사처리와 재벌 3세의 공개 내부고발 주도권을 얻는다.,김태중이 손자가 자기 이름을 걸고 일을 키운 기자회견을 어떻게 받아들일지가 남는다.,술집 난동 연기로 김택훈을 움직여 세 기관 압수수색과 재벌 3세 기자회견으로 서우태를 공개 고발한다.,"청담동 술집 난동·눈물을 연기해 김택훈에게 수사 지원을 얻고 압수영장 발부 즉시 세 기관을 투입해 서우태의 횡령·하청 독점 계약을 김태중 이름으로 언론에 고발한다; 불륜 사진 앞에서 서우태가 무릎을 꿇고, 재벌 3세의 첫 내부고발이라는 뉴스가 전국 기자들의 관심을 장악한다; 서우태 형사처리와 재벌 3세의 공개 내부고발 주도권을 얻는다",술집 난동 연기·압수수색·기자회견으로 서우태를 공개 고발하는 연속 행동이 회차 대부분을 차지한다.,술집 난동 연기·압수수색·기자회견으로 서우태를 공개 고발하는 연속 행동이 회차 대부분을 차지한다.,보상은 실제 지급만 세어 8→7 판정; 훅은 마지막 프레임의 열린 질문만 세어 9→8 판정
21,21화,L4010~L4174,PASS,EDIT,PASS,9,9,8,7,9,10,0.16/0.28/0.27/0.20/0.09,0.16/0.28/0.27/0.20/0.09,`좋은 게 좋은 것`이라는 김태중 논리에 태우 몰락의 원인을 말하고 자신을 공신을 자를 이방원에 비유하며 지원을 끊겠다는 협박에도 독립 성공 능력으로 맞선다.,"공식 감사권·부사장급 지위와 김태중의 조건부 전권, 한정훈의 돈다발 갑옷 지원을 얻는다.",SAVE의 일본 파생상품 계약 직후 규모 7.3 고베 대지진 속보가 터진다.,태우를 버릴 수 있다는 배수진으로 김태중과 맞서 그룹 감사팀 본부장 자리를 얻고 고베 대지진을 맞는다.,"`좋은 게 좋은 것`이라는 김태중 논리에 태우 몰락의 원인을 말하고 자신을 공신을 자를 이방원에 비유하며 지원을 끊겠다는 협박에도 독립 성공 능력으로 맞선다; 김태중이 계열사 부사장급인 그룹 감사팀 본부장을 맡기고 태우를 버리지 말라는 약속만 요구한다; 공식 감사권·부사장급 지위와 김태중의 조건부 전권, 한정훈의 돈다발 갑옷 지원을 얻는다",태우를 버릴 수 있다는 배수진으로 김태중과 충돌해 감사본부장 자리를 얻고 고베 지진 훅으로 급전한다.,태우를 버릴 수 있다는 배수진으로 김태중과 충돌해 감사본부장 자리를 얻고 고베 지진 훅으로 급전한다.,보상은 실제 지급만 세어 8→7 판정; 훅은 마지막 프레임의 열린 질문만 세어 9→10 판정
22,22화,L4175~L4371,PASS,EDIT,PASS,7,7,8,7,9,8,0.31/0.21/0.25/0.08/0.15,0.31/0.21/0.25/0.08/0.15,"김택훈에게 이준수 상무와 명동 4인방의 연결 자료를 받아 강인식에게 넘기고, 한국에 온 조지에게 150억 달러 중 절반인 75억 달러 계약을 120억 달러와 원하는 지분에 팔겠다고 제안한다.","이준수의 사촌이 명동 4인방이라는 핵심 정보, 김택훈의 실질 지원, 퀀텀의 일본 공동공격 의사를 얻는다.",김민재가 돈으로도 사기 힘든 회사 지분을 파생계약의 대가로 요구한다.,고베 파생이 발동하고 이준수-정수철-명동 연결을 파악한 뒤 조지에게 75억 달러 계약과 희귀 지분 교환을 제안한다.,"김택훈에게 이준수 상무와 명동 4인방의 연결 자료를 받아 강인식에게 넘기고, 한국에 온 조지에게 150억 달러 중 절반인 75억 달러 계약을 120억 달러와 원하는 지분에 팔겠다고 제안한다; 조지가 김민재의 엔화 사냥을 알아보고 찾아오며 월가와 함께하면 수익을 2배가 아니라 3~5배로 키울 수 있다고 협상이 열린다; 이준수의 사촌이 명동 4인방이라는 핵심 정보, 김택훈의 실질 지원, 퀀텀의 일본 공동공격 의사를 얻는다",고베 수익 조건과 이준수·정수철·명동 연결을 읽고 조지에게 75억 달러·희귀 지분을 제시해 정보 협상이 길다.,고베 수익 조건과 이준수·명동 연결을 읽고 조지에게 75억 달러 파생상품과 돈으로 사기 힘든 기업지분의 교환을 제시한다. 감사팀의 다른 인물과 실제 지분 대상은 아직 이름을 주지 않아 정보 협상이 길다.,"보상은 실제 지급만 세어 8→7 판정; 훅은 마지막 프레임의 열린 질문만 세어 9→8 판정; L4175~L4371 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L4175~L4371 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L4175~L4371 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L4175~L4371 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L4175~L4371 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L4175~L4371 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L4175~L4371 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정; L4175~L4371 수동 재독; 회차 필드 경계 교정, 표본 note를 현재 화 표면으로 교정"
23,23화,L4372~L4561,PASS,EDIT,PASS,6,6,9,8,8,7,0.22/0.17/0.24/0.07/0.30,0.22/0.17/0.24/0.07/0.30,"파생계약을 120억 달러와 애플·포드 각 20퍼센트 지분에 넘기고, 다섯 감사팀장에게 창원 비리 윗선을 찾으라 압박하며 정수철의 이준수 동창 관계와 아파트 세 채를 확인한다.","장기 100억 달러 이상 가치로 보는 애플·포드 지분, 감사팀 100명의 공식 지휘권과 정수철 부패 단서를 확보한다.",정수철의 재산과 이준수 관계를 캐며 `고양이에게 생선`인 감사팀부터 무너뜨릴 필요가 생긴다.,애플·포드 각 20퍼센트 지분을 얻고 감사팀 첫날 정수철의 이준수 유착과 수상한 재산을 확인한다.,"파생계약을 120억 달러와 애플·포드 각 20퍼센트 지분에 넘기고, 다섯 감사팀장에게 창원 비리 윗선을 찾으라 압박하며 정수철의 이준수 동창 관계와 아파트 세 채를 확인한다; 월가 보호막과 정치 후원을 이용하면 장기 지분을 살 수 있고, 감사팀 자체가 이준수의 비리를 덮어 온 고양이임이 드러난다; 장기 100억 달러 이상 가치로 보는 애플·포드 지분, 감사팀 100명의 공식 지휘권과 정수철 부패 단서를 확보한다",애플·포드 각 20퍼센트 지분을 받은 직후 정수철 재산을 살펴 자산 보상과 새 감사 표적이 중심이다.,애플·포드 지분 각 20퍼센트를 받은 직후 정수철의 재산내역을 펼친다. 큰 자산 지급을 축하할 틈 없이 다음 감사 표적을 고르는 건조한 전환이 회차를 당긴다.,보상은 실제 지급만 세어 9→8 판정; 훅은 마지막 프레임의 열린 질문만 세어 8→7 판정; L4372~L4561 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L4372~L4561 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L4372~L4561 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L4372~L4561 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L4372~L4561 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L4372~L4561 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L4372~L4561 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L4372~L4561 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L4372~L4561 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L4372~L4561 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체; L4372~L4561 수동 재독; 범용 중심·비중 문구를 장면 리듬으로 교체
