sequence,visible_label,field,source_lines,manager_start_before,pre_rejection_after,stage_after,bidirectional_result,evidence,adjudication
607,607,opened_loops,L105926~L106110,호주 석탄 가격·물량·장기계약; 가이아나 순방,호주 석탄 가격·물량·장기계약,호주 석탄 가격·물량·장기계약,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
613,613,ending_hook,L106961~L107161,실제 투표에서 17표를 확보할지와 당선 뒤 이권관리를 지킬지가 남는다.,실제 투표에서 과반을 확보할지와 당선 뒤 이권관리를 지킬지가 남는다.,실제 투표에서 과반을 확보할지와 당선 뒤 이권관리를 지킬지가 남는다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
613,613,opened_loops,L106961~L107161,실제 표결·17표 확보; 김태중 당선; 당선 뒤 이권관리,실제 표결·과반 확보; 김태중 당선; 당선 뒤 이권관리,실제 표결·과반 확보; 김태중 당선; 당선 뒤 이권관리,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
619,619,reader_promise,L108010~L108186,태우 중장비·예인선으로 운하를 나흘 만에 열고 이집트 신뢰·확장공사를 얻는 약속.,태우 중장비·예인선으로 수에즈 구조에 먼저 뛰어들어 세계 물류병목과 이집트 신뢰를 되찾는 약속.,태우 중장비·예인선으로 수에즈 구조에 먼저 뛰어들어 세계 물류병목과 이집트 신뢰를 되찾는 약속.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
619,619,paid_reward,L108010~L108186,"태우 선박 우회와 중장비·예인선 투입, 자비 구조작전 개시를 실행한다. 나흘 재개통·우선통항·확장공사는 아직 전이다.","태우 선박 우회와 중장비·예인선 투입, 자비 구조작전을 시작한다. 운하는 아직 막혀 있고 구조결과·보상은 없다.","태우 선박 우회와 중장비·예인선 투입, 자비 구조작전을 시작한다. 운하는 아직 막혀 있고 구조결과·보상은 없다.",PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
619,619,opened_loops,L108010~L108186,운하 재개통; 이집트 신뢰; 우선통항·확장공사 보상,운하 구조 성공·재개통; 이집트 신뢰; 구조 뒤 보상 협상,운하 구조 성공·재개통; 이집트 신뢰; 구조 뒤 보상 협상,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
622,622,ending_hook,L108524~L108692,필요한 평야를 누가 사고 자율주행·당 후계문제까지 청와대에서 어떻게 묶을지가 남는다.,기업농에 필요한 농지를 어떻게 확보하고 자율주행·당 후계문제까지 청와대에서 어떻게 묶을지가 남는다.,기업농에 필요한 농지를 어떻게 확보하고 자율주행·당 후계문제까지 청와대에서 어떻게 묶을지가 남는다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
622,622,opened_loops,L108524~L108692,"국내 평야매입, 기업농 입법, 농민반발.",기업농 농지확보; 기업농 입법; 농민반발,기업농 농지확보; 기업농 입법; 농민반발,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
628,628,opened_loops,L109509~L109656,"에버그란데 결산, 연변 돈주 자금화.",에버그란데 결산; 중국 작전세력 자금망,에버그란데 결산; 중국 작전세력 자금망,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
637,637,ending_hook,L111038~L111207,안드레아에게 어떤 성적연동 조건을 주고 EPL 심사를 넘을지가 남는다.,구단 매도 측과 어떤 성적연동 조건을 주고 EPL 심사를 넘을지가 남는다.,구단 매도 측과 어떤 성적연동 조건을 주고 EPL 심사를 넘을지가 남는다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
639,639,reader_promise,L111362~L111532,심사승인 뒤 홀란드·이강임·감독을 채워 김태중의 새 무대를 실제 우승경쟁팀으로 만드는 약속.,심사승인 뒤 홀랜드·감독 등 스타 전력을 채워 김태중의 새 무대를 실제 우승경쟁팀으로 만드는 약속.,심사승인 뒤 홀랜드·감독 등 스타 전력을 채워 김태중의 새 무대를 실제 우승경쟁팀으로 만드는 약속.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
639,639,action,L111362~L111532,EPL 승인을 받고 홀란드·이강임과 감독 영입계획을 세운다,EPL 승인을 받고 홀랜드와 감독 등 스타 영입계획을 세운다.,EPL 승인을 받고 홀랜드와 감독 등 스타 영입계획을 세운다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
639,639,paid_reward,L111362~L111532,EPL 인수승인이 나고 홀란드·이강임·감독 영입계획이 확정된다.,EPL 인수승인이 나고 홀랜드·감독 등 스타 영입계획이 확정된다.,EPL 인수승인이 나고 홀랜드·감독 등 스타 영입계획이 확정된다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
639,639,ending_hook,L111362~L111532,EPL 승인 뒤 홀란드·이강임·감독 영입계획을 실제 계약으로 닫아 우승전력을 만들 수 있는가?,EPL 승인 뒤 홀랜드와 감독 등 스타 영입계획을 실제 계약으로 닫아 우승전력을 만들 수 있는가?,EPL 승인 뒤 홀랜드와 감독 등 스타 영입계획을 실제 계약으로 닫아 우승전력을 만들 수 있는가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
639,639,opened_loops,L111362~L111532,홀란드·이강임·감독 협상·계약; 우승전력 구축,홀랜드·감독 등 스타 협상·계약; 우승전력 구축,홀랜드·감독 등 스타 협상·계약; 우승전력 구축,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
640,640,reader_promise,L111533~L111697,금융폭풍을 준비하면서도 홀란드 고액계약을 감수해 가족구단의 경쟁력을 지키는 약속.,금융폭풍을 준비하면서도 홀랜드 고액계약을 감수해 가족구단의 경쟁력을 지키는 약속.,금융폭풍을 준비하면서도 홀랜드 고액계약을 감수해 가족구단의 경쟁력을 지키는 약속.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
640,640,action,L111533~L111697,연준 금리인상·크레디트스위스·암호화폐 위험을 점검하고 홀란드 고액계약을 감수한다,연준 금리인상·크레디트스위스·암호화폐 위험을 점검하고 홀랜드 고액계약을 감수한다.,연준 금리인상·크레디트스위스·암호화폐 위험을 점검하고 홀랜드 고액계약을 감수한다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
640,640,paid_reward,L111533~L111697,위험자산 대응안과 홀란드 고액계약 허용선이 함께 정해진다.,위험자산 대응안과 홀랜드 고액계약 허용선이 함께 정해진다.,위험자산 대응안과 홀랜드 고액계약 허용선이 함께 정해진다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
640,640,ending_hook,L111533~L111697,금융위험을 관리하면서 한 달 안에 홀란드와 감독의 실제 계약을 성사시킬 수 있는가?,금융위험을 관리하면서 한 달 안에 홀랜드와 감독의 실제 계약을 성사시킬 수 있는가?,금융위험을 관리하면서 한 달 안에 홀랜드와 감독의 실제 계약을 성사시킬 수 있는가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
640,640,opened_loops,L111533~L111697,홀란드·감독 계약; 금리·은행·암호화폐 위험 대응,홀랜드·감독 계약; 금리·은행·암호화폐 위험 대응,홀랜드·감독 계약; 금리·은행·암호화폐 위험 대응,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
646,646,paid_reward,L112579~L112742,시안에게 니켈광산 양도와 200억 달러 지급보증 교환안을 제시한다. 광산 양도·보증·LME 유예는 아직 합의 전이다.,시안에게 금융타워가 거래소·중개사·대출선을 움직이는 구제 구상을 보여 주고 대가로 인도네시아 니켈광산을 요구한다. 광산 지분율·지급보증·합의는 아직 전이다.,시안에게 금융타워가 거래소·중개사·대출선을 움직이는 구제 구상을 보여 주고 대가로 인도네시아 니켈광산을 요구한다. 광산 지분율·지급보증·합의는 아직 전이다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
646,646,ending_hook,L112579~L112742,시안이 인도네시아 니켈광산을 내놓고 200억 달러 보증조건을 받아들일 것인가?,시안이 그룹 구제의 대가로 인도네시아 니켈광산을 내놓을 것인가?,시안이 그룹 구제의 대가로 인도네시아 니켈광산을 내놓을 것인가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
646,646,opened_loops,L112579~L112742,시안의 수락·광산 양도; 200억 달러 보증; LME 유예협상,시안의 수락; 니켈광산 지분조건; 금융타워 구제조건,시안의 수락; 니켈광산 지분조건; 금융타워 구제조건,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
650,650,reader_promise,L113250~L113408,은행실패를 금융타워의 미국통합 기회로 바꾸고 파월·옐런에게 1달러 인수를 요구하는 약속.,은행실패를 금융타워의 미국통합 기회로 바꾸고 미국 금융당국에 1달러 인수를 요구하는 약속.,은행실패를 금융타워의 미국통합 기회로 바꾸고 미국 금융당국에 1달러 인수를 요구하는 약속.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
650,650,ending_hook,L113250~L113408,뱅크런이 실제화될 때 파월·옐런·FDIC가 금융타워 조건을 받을지가 열린다.,뱅크런이 실제화될 때 미국 금융당국이 금융타워의 인수조건을 받을지가 열린다.,뱅크런이 실제화될 때 미국 금융당국이 금융타워의 인수조건을 받을지가 열린다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
658,658,resistance_or_cost,L114536~L114701,중립국 스위스는 EU·NATO 체계 참여를 꺼리고 은행부실을 외국금융사에 넘기는 정치비용이 크다.,스위스는 유럽 방공시스템 참여와 은행부실을 외국금융사에 넘기는 정치비용을 함께 감당해야 한다.,스위스는 유럽 방공시스템 참여와 은행부실을 외국금융사에 넘기는 정치비용을 함께 감당해야 한다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
658,658,ending_hook,L114536~L114701,스위스가 중립원칙을 수정하고 EU가 태우 산업참여를 보장할지가 남는다.,스위스가 크레디트스위스 1달러 인수와 유럽 방공시스템 참여 제안을 받아들일 것인가?,스위스가 크레디트스위스 1달러 인수와 유럽 방공시스템 참여 제안을 받아들일 것인가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
666,666,ending_hook,L115810~L115982,바이든이 금융타워에서 어떤 특별대우를 직접 약속할지가 열린다.,백악관이 사우디 중재의 대가로 한국에 어떤 구체 양보를 내놓을지가 열린다.,백악관이 사우디 중재의 대가로 한국에 어떤 구체 양보를 내놓을지가 열린다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
669,669,reader_promise,L116315~L116471,서방제재선은 지키면서 로만을 간접지원해 미래 러시아 출구인 인맥을 보존하는 약속.,서방 제재선을 지키면서 로만의 구단 급료·생활 곤란을 도울 우회법을 찾고 러시아 연락선을 보존하는 약속.,서방 제재선을 지키면서 로만의 구단 급료·생활 곤란을 도울 우회법을 찾고 러시아 연락선을 보존하는 약속.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
669,669,action,L116315~L116471,제재로 구단 급료가 막힌 로만을 간접 지원해 러시아 인맥을 보존한다,구단 급료와 생활비까지 막힌 로만의 사정을 듣고 제재에 걸리지 않는 지원 방법을 찾아 알려 주겠다고 약속하며 친구로서 연락을 계속한다.,구단 급료와 생활비까지 막힌 로만의 사정을 듣고 제재에 걸리지 않는 지원 방법을 찾아 알려 주겠다고 약속하며 친구로서 연락을 계속한다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
669,669,paid_reward,L116315~L116471,로만의 구단·생활지원 우회로와 김민재 연락선이 유지된다.,"로만에게 지원 의사와 계속 연락할 관계를 확인하고, 로만은 언젠가 EPL에서 다시 만나겠다는 약속을 지키기 위해 버티겠다고 답한다. 급료 해결은 아직 전이다.","로만에게 지원 의사와 계속 연락할 관계를 확인하고, 로만은 언젠가 EPL에서 다시 만나겠다는 약속을 지키기 위해 버티겠다고 답한다. 급료 해결은 아직 전이다.",PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
669,669,state_change,L116315~L116471,밀려난 러시아재벌이 버려진 부담에서 태우에게 마음빚을 진 미래 정치통로로 바뀐다.,제재로 고립된 로만이 김민재의 연락과 지원 의사를 생존의 버팀목으로 받아들이지만 실제 자금 우회는 아직 실행 전이다.,제재로 고립된 로만이 김민재의 연락과 지원 의사를 생존의 버팀목으로 받아들이지만 실제 자금 우회는 아직 실행 전이다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
669,669,ending_hook,L116315~L116471,로만이 프리고진의 군부불만과 반란가능성을 어떤 자리에서 가져올지가 열린다.,로만의 구단·생활 지원을 실제로 마무리하고 그가 유지한 러시아 인맥이 어떤 다음 정보를 가져올지가 열린다.,로만의 구단·생활 지원을 실제로 마무리하고 그가 유지한 러시아 인맥이 어떤 다음 정보를 가져올지가 열린다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
669,669,closed_loops,L116315~L116471,로만 생존선 보존.,로만의 곤란 확인; 지원 의사와 연락 지속 약속,로만의 곤란 확인; 지원 의사와 연락 지속 약속,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
669,669,opened_loops,L116315~L116471,"프리고진 접촉, 러시아 군부불만.",로만 간접지원 실행; 로만의 러시아 연락선,로만 간접지원 실행; 로만의 러시아 연락선,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
675,675,reader_promise,L117280~L117454,케이블·IT·원전·인프라 계약을 따내 세계침체를 태우·한국의 고성장으로 바꾸는 보상.,"사우디가 맡기려는 네옴·통신·해저케이블·행정IT의 범위와 비용을 계열사별로 풀고, 25만 배럴 증산이 유가 하락으로 이어지는 보상을 확인한다.","사우디가 맡기려는 네옴·통신·해저케이블·행정IT의 범위와 비용을 계열사별로 풀고, 25만 배럴 증산이 유가 하락으로 이어지는 보상을 확인한다.",PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
675,675,protagonist_goal,L117280~L117454,각 계열사가 사우디 프로젝트를 나눠 맡고 바그너 보급선은 비밀리에 점검한다.,사우디가 제시한 프로젝트의 범위·비용분담·실무진을 정리하고 PIF 확대와 바그너 보급선을 점검한 뒤 증산 발표를 유가 포지션에 연결한다.,사우디가 제시한 프로젝트의 범위·비용분담·실무진을 정리하고 PIF 확대와 바그너 보급선을 점검한 뒤 증산 발표를 유가 포지션에 연결한다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
675,675,action,L117280~L117454,사우디 케이블·IT·원전·인프라 계약을 따내고 바그너 보급선을 점검한다,"네옴 공연장·사우디 통신망·해저케이블·행정IT의 예상 규모와 비용분담을 사장들과 정리하고 실무진 파견을 지시한 뒤, PIF 확대와 바그너 보급선을 점검하고 25만 배럴 증산 발표를 확인한다.","네옴 공연장·사우디 통신망·해저케이블·행정IT의 예상 규모와 비용분담을 사장들과 정리하고 실무진 파견을 지시한 뒤, PIF 확대와 바그너 보급선을 점검하고 25만 배럴 증산 발표를 확인한다.",PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
675,675,resistance_or_cost,L117280~L117454,대형 해외계약 동시집행은 인력·원자재를 압박하고 러시아선이 드러나면 제재위험이 크다.,"산업 프로젝트는 사우디가 맡기기로 한 단계지만 세부 합의와 정식 계약이 남고, 바그너 지원은 제재위험을 안으며 유가 하락 수익도 아직 실현 전이다.","산업 프로젝트는 사우디가 맡기기로 한 단계지만 세부 합의와 정식 계약이 남고, 바그너 지원은 제재위험을 안으며 유가 하락 수익도 아직 실현 전이다.",PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
675,675,turn_or_reveal,L117280~L117454,위기는 준비된 자에게만 기회이며 태우는 이미 모든 준비를 마쳤다는 결산감이 선다.,미국·사우디 협상 뒤 하루 25만 배럴 증산이 발표되어 상승하던 유가가 하락하기 시작하고 금융타워의 숏 포지션에 실제 시장 신호가 들어온다.,미국·사우디 협상 뒤 하루 25만 배럴 증산이 발표되어 상승하던 유가가 하락하기 시작하고 금융타워의 숏 포지션에 실제 시장 신호가 들어온다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
675,675,paid_reward,L117280~L117454,사우디 케이블·IT·원전·인프라 계약과 계열사별 집행계획이 확정된다.,"사우디 측의 네옴·통신망·해저케이블·행정IT 배정 의사와 비용분담안을 계열사에 전달하고, 하루 25만 배럴 증산 발표와 유가 하락 시작을 확인한다. 세부 합의·정식 계약·수익 실현은 아직 전이다.","사우디 측의 네옴·통신망·해저케이블·행정IT 배정 의사와 비용분담안을 계열사에 전달하고, 하루 25만 배럴 증산 발표와 유가 하락 시작을 확인한다. 세부 합의·정식 계약·수익 실현은 아직 전이다.",PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
675,675,state_change,L117280~L117454,PIF 신뢰가 태우 전 계열사와 한국 성장률을 끌어올리는 실물프로젝트로 전환된다.,"왕실의 산업 제안이 계열사별 실무 검토로 내려오고 증산 협상이 실제 발표로 바뀌지만, 산업계약과 공매도 수익은 미지급 상태다.","왕실의 산업 제안이 계열사별 실무 검토로 내려오고 증산 협상이 실제 발표로 바뀌지만, 산업계약과 공매도 수익은 미지급 상태다.",PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
675,675,ending_hook,L117280~L117454,따낸 사우디 케이블·IT·원전·인프라 계약을 계열사별 실제 수주·공사·매출로 집행할 수 있는가?,"사우디가 맡기기로 한 프로젝트를 이번 주 세부 합의와 정식 계약으로 닫고, 시작된 유가 하락을 실제 수익으로 바꿀 수 있는가?","사우디가 맡기기로 한 프로젝트를 이번 주 세부 합의와 정식 계약으로 닫고, 시작된 유가 하락을 실제 수익으로 바꿀 수 있는가?",PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
675,675,closed_loops,L117280~L117454,사우디 산업계약·보급선 점검.,사우디 프로젝트 범위·예상비용·분담안 전달; 하루 25만 배럴 증산 발표,사우디 프로젝트 범위·예상비용·분담안 전달; 하루 25만 배럴 증산 발표,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
675,675,opened_loops,L117280~L117454,사우디 계약 집행·공사·매출; 바그너 보급선 관리,사우디 세부 합의·정식 계약·집행; 유가 숏 수익 실현; 바그너 보급선 관리,사우디 세부 합의·정식 계약·집행; 유가 숏 수익 실현; 바그너 보급선 관리,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
676,676,reader_promise,L117455~L117594,정부·태우·주주가 삼각편대를 이뤄 기존 재벌의 지배구조를 압박하는 시장개혁 약속.,"태우와 한국의 동반 도약안을 대통령 의제로 올리고, 정부·태우·주주가 기존 재벌의 저항을 넘을 수 있는지를 묻는 시장개혁 약속.","태우와 한국의 동반 도약안을 대통령 의제로 올리고, 정부·태우·주주가 기존 재벌의 저항을 넘을 수 있는지를 묻는 시장개혁 약속.",PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
676,676,protagonist_goal,L117455~L117594,배당·자사주·이사회·공시를 바꿔 코리아 디스카운트를 걷는다.,세계 자금을 한국으로 끌어올 보고서를 최재석에게 제시해 코리아 디스카운트와 경영진의 사익 장벽을 정부 검토 의제로 만든다.,세계 자금을 한국으로 끌어올 보고서를 최재석에게 제시해 코리아 디스카운트와 경영진의 사익 장벽을 정부 검토 의제로 만든다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
676,676,action,L117455~L117594,한국 성장세를 이용해 최재석에게 주주가치·자본시장 개혁을 요구한다,"최재석에게 태우 세계 1위·한국 경제 5위와 부산 엑스포 구상을 설명하고, 금융타워 보고서를 이번 주 전달해 경제부처가 검토하도록 요청한다.","최재석에게 태우 세계 1위·한국 경제 5위와 부산 엑스포 구상을 설명하고, 금융타워 보고서를 이번 주 전달해 경제부처가 검토하도록 요청한다.",PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
676,676,resistance_or_cost,L117455~L117594,기존 대기업은 총수지배력 약화와 현금유출을 이유로 집단반발할 수 있다.,"최재석은 한국에 해가 되는 항목은 이행할 수 없다고 선을 긋고, 보고서도 아직 미전달이며 기존 대기업의 집단반발이 예상된다.","최재석은 한국에 해가 되는 항목은 이행할 수 없다고 선을 긋고, 보고서도 아직 미전달이며 기존 대기업의 집단반발이 예상된다.",PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
676,676,turn_or_reveal,L117455~L117594,주가상승을 원하는 주주가 정부·태우 편에 서므로 재벌반발을 눌러 버릴 정치연합이 생긴다.,"최재석이 대통령직을 걸고 판을 만들겠다고 답하고 보고서 내용을 최대한 긍정적으로 검토하겠다고 약속하자, 정부·태우·주주 연합의 가능성이 열린다.","최재석이 대통령직을 걸고 판을 만들겠다고 답하고 보고서 내용을 최대한 긍정적으로 검토하겠다고 약속하자, 정부·태우·주주 연합의 가능성이 열린다.",PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
676,676,paid_reward,L117455~L117594,주주가치·자본시장 개혁안과 정부·태우·주주 연대가 확정된다.,부산 엑스포 지원과 금융타워 보고서의 긍정 검토 약속을 얻는다. 보고서 전달·경제부처 심사·시장개혁 정책은 아직 전이다.,부산 엑스포 지원과 금융타워 보고서의 긍정 검토 약속을 얻는다. 보고서 전달·경제부처 심사·시장개혁 정책은 아직 전이다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
676,676,state_change,L117455~L117594,한국성장이 기업총수만의 이익에서 일반주주와 정부가 공유하는 시장재평가 프로젝트로 바뀐다.,태우와 한국의 동반 도약 구상이 대통령의 검토 의제로 올라가지만 정부·태우·주주 연합과 제도개혁은 아직 구상 단계다.,태우와 한국의 동반 도약 구상이 대통령의 검토 의제로 올라가지만 정부·태우·주주 연합과 제도개혁은 아직 구상 단계다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
676,676,ending_hook,L117455~L117594,정부·태우·일반주주 연대가 재벌반발을 넘고 주주가치·자본시장 개혁을 실제 법·제도로 만들 수 있는가?,이번 주 전달할 금융타워 보고서가 경제부처 검토를 통과하고 대기업 반발을 넘는 실제 시장개혁으로 이어질 것인가?,이번 주 전달할 금융타워 보고서가 경제부처 검토를 통과하고 대기업 반발을 넘는 실제 시장개혁으로 이어질 것인가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
676,676,closed_loops,L117455~L117594,자본시장 개혁연대.,부산 엑스포 지원 약속; 금융타워 보고서 긍정 검토 약속,부산 엑스포 지원 약속; 금융타워 보고서 긍정 검토 약속,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
676,676,opened_loops,L117455~L117594,자본시장 개혁 입법·집행; 재벌반발; 일반주주 성과,금융타워 보고서 전달·경제부처 검토; 시장개혁 정책; 대기업 반발; 일반주주 연대,금융타워 보고서 전달·경제부처 검토; 시장개혁 정책; 대기업 반발; 일반주주 연대,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
680,680,protagonist_goal,L118112~L118272,완성된 배터리와 T-9을 파리모터쇼에서 세계 완성차에 증명한다.,완성된 고체배터리 전기차를 파리모터쇼에서 세계 완성차에 증명한다.,완성된 고체배터리 전기차를 파리모터쇼에서 세계 완성차에 증명한다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
