sequence,visible_label,arc_id,arc_phase,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,ribbon_rationale,source_lines
569,569,DCA-N46,N46·사장단 포스트코로나 재편과 일본 20조 엔·FDA 승인,8,5,8,0.18,0.12,0.36,0.08,0.26,"멜버른에서 손정우·다이키요와 마주 앉아 방역물자, G7 비반대, 20조 엔대 자산 인수를 교환조건으로 펼친다. 협상 문답이 회차 대부분을 차지하고 일본 내각의 최종 수락과 센트리언 백신 FDA 결론을 동시에 기다리며 끝난다.",L99463~L99633
570,570,DCA-N46,N46·사장단 포스트코로나 재편과 일본 20조 엔·FDA 승인,8,9,7,0.12,0.14,0.24,0.19,0.31,"일본 내각이 방역물자·G7 비반대·20조 엔 자산거래를 받아들이고 곧이어 센트리언 백신의 FDA 승인까지 도착한다. 두 지급이 겹쳐 보상 밀도가 높지만 자산 인수 집행은 남고, 유일한 대량생산자가 가격·배송·국가별 대가를 정하는 새 부담이 바로 열린다.",L99634~L99819
572,572,DCA-N47,N47·마이너스 유가·백신으로 중국·아프리카·EU 개방,8,9,7,0.19,0.37,0.06,0.17,0.21,WTI가 마이너스로 무너질 때 원유와 돈을 받고 곧바로 롱 전환하는 금융 행동 봉우리다,L99994~L100194
573,573,DCA-N47,N47·마이너스 유가·백신으로 중국·아프리카·EU 개방,8,7,7,0.24,0.12,0.36,0.09,0.19,"베이징에서 리강과 80대20 합작비율, 파벌 안전을 맞바꾼다. 기술을 넘기지 않기 위한 지분선과 중국 권력층의 체면을 동시에 조율하는 대화가 길다.",L100195~L100359
575,575,DCA-N47,N47·마이너스 유가·백신으로 중국·아프리카·EU 개방,7,8,6,0.20,0.15,0.31,0.12,0.22,아프리카연합에 인프라·백신을 주고 장기 광물권을 받는 국가관계와 전략자산 거래다,L100530~L100709
576,576,DCA-N47,N47·마이너스 유가·백신으로 중국·아프리카·EU 개방,9,5,7,0.25,0.30,0.19,0.16,0.10,EU 수출봉쇄에 아프리카 규탄과 충전·독점규제 압박으로 되받아치는 외교 행동이 강하다,L100710~L100879
577,577,DCA-N47,N47·마이너스 유가·백신으로 중국·아프리카·EU 개방,7,8,6,0.20,0.13,0.32,0.08,0.27,"EU 회원국 제약사 설득과 태우의 아프리카 지도자 설득이라는 정치적 역할만 구두 합의한다. 1달러 위탁생산·백신공급 계약은 없고, 센트리언 수십 배·나스닥 32퍼센트 상승 확인과 주식 재투자가 현재 물질보상이다.",L100880~L101041
582,582,DCA-N48,N48·베릴·게임스핀 개미군단과 헤지펀드 항복,5,7,7,0.20,0.17,0.33,0.08,0.22,오용재에게 불리한 백신 위탁을 맡기고 레거시칩 정보를 보상으로 건넨다. 손해를 감수한 국내 동맹이 다음 반도체 기회를 받는 상호부조로 돌아온다.,L101724~L101897
583,583,DCA-N48,N48·베릴·게임스핀 개미군단과 헤지펀드 항복,8,9,6,0.13,0.43,0.08,0.24,0.12,"게임스핀 500달러와 한국 개인 약 1억 달러 참여, 확인된 헤지펀드 손실 100억 달러 초과·한 곳 공개사과, 베릴 300만 구독자가 현재 영수증이다. 최대 700억 달러와 두 곳 파산은 추정이라 수익 봉우리를 더 부풀리지 않는다.",L101898~L102092
585,585,DCA-N49,N49·중국팹 4년 유예와 인텔 NAND 75억 달러 인수,7,8,7,0.22,0.13,0.31,0.07,0.27,"바이든에게 중국 팹 규제 4년 유예를 받아낸 뒤 밥 스웬과 인텔 NAND 75억 달러 매입에 합의한다. 연속 협상의 관계·자산 보상은 크지만 소유권 이전과 통합은 남아, NAND를 어떤 성장자산으로 바꿀지가 마지막 실무 질문이다.",L102273~L102428
586,586,DCA-N49B,N49B·T 충전표준·AI 데이터센터와 중국 구형장비,5,7,7,0.24,0.16,0.34,0.07,0.19,"머스크와 T 충전표준 및 전기차 동맹의 기본구조를 맞추는 대화가 중심을 잡는다. 두 사람의 합의 뒤 EU·미국·한국 완성차 설득 명단을 펼치므로, 단일 관계의 지급이 다국적 가입이라는 느린 확장 과제로 이어진다.",L102429~L102578
589,589,DCA-N49B,N49B·T 충전표준·AI 데이터센터와 중국 구형장비,8,4,8,0.30,0.13,0.31,0.19,0.07,"CIA가 북한 백신 100만~2천만 회분을 요청하고 에이든이 이유를 말하지 않자 김민재가 지원 결정을 보류한다. 물량 숫자보다 침묵과 의심이 오래 남고, 장남 관련 권력정보를 확인하기 전에는 백신도 개입도 지급하지 않는 긴장 회차다.",L102919~L103092
592,592,DCA-N50,N50·GDC·G7+와 최재석 재선·50조 연구투자,7,8,8,0.24,0.13,0.36,0.07,0.20,유럽·미국·한국 완성차사를 GDC로 묶고 차량용 칩·배터리·충전망을 조건부로 나누기로 한다. 공급부족을 겪던 경쟁사들이 같은 규칙표를 받아들이며 동맹이 조직 이름과 회원사를 얻는다.,L103427~L103586
593,593,DCA-N50,N50·GDC·G7+와 최재석 재선·50조 연구투자,7,9,6,0.18,0.12,0.25,0.19,0.26,G7 화상회의에서 한국과 호주의 G7+ 가입이 확정된다. 앞선 차량용 반도체 카드가 국가 지위로 돌아와 국제회의의 표와 발표로 지급된다.,L103587~L103760
594,594,DCA-N50,N50·GDC·G7+와 최재석 재선·50조 연구투자,3,9,6,0.12,0.08,0.37,0.30,0.13,최재석 재선과 G7+를 가족 식사처럼 축하하며 원전·연금의 다음 부탁을 나누는 정서적 휴식이다,L103761~L103927
597,597,DCA-N50B,N50B·SMA 무료약 여론전과 미 제약협회 말합의,9,5,7,0.19,0.28,0.22,0.25,0.06,SNS·환자 가족 여론이 미국 제약협회를 역풍에 몰아넣고 협회장이 직접 한국을 찾아 센트리언에 정회원 자격을 제안하기로 한다. 상대는 아직 주도권이 자기들에게 있다고 믿으므로 실제 방한·협상·계약은 다음 화 몫이다.,L104261~L104422
598,598,DCA-N50B,N50B·SMA 무료약 여론전과 미 제약협회 말합의,7,7,7,0.20,0.12,0.32,0.08,0.28,SMA 무료사업 잔여 9억 달러 중 30퍼센트인 2억7천만 달러 부담과 백신공장·아시아 생산권을 정회원 조건에 묶는다. 이틀 뒤 실무 예비계약까지 나와 스티븐과의 협상관계가 중심이지만 세부조건·최종서명은 남는다.,L104423~L104592
599,599,DCA-N51,N51·미국 정권이양과 가이아나 방위 제안,9,7,7,0.17,0.15,0.37,0.25,0.06,바이든의 58대42 승리 직후 트럼프를 찾아 부정선거 소송과 지지층 폭주를 접고 4년 뒤를 보라고 설득한다. 소송 취하와 순조로운 정권이양 보도가 실제 지급으로 돌아온 뒤 다이먼과 새 행정부 협력이라는 다음 관계선이 열린다.,L104593~L104768
600,600,DCA-N51,N51·미국 정권이양과 가이아나 방위 제안,8,6,8,0.31,0.10,0.32,0.08,0.19,"바이든 당선인에게 기존 태우사업 지속·확대와 환경조건부 알래스카·가이아나 유지, 한국산 무기 비저지 약속을 받는다. 데이비드의 100억 달러 장기대출 협상과 중국 팹·러우전쟁 감시는 담당만 정해져, 정치관계 지급 뒤 전쟁정보 훅이 급격히 커진다.",L104769~L104942
602,602,DCA-N51B,N51B·AI·극저온 식각·SMR과 메타버스 40% 매각구조,6,5,7,0.20,0.13,0.32,0.08,0.27,"현재 장 회장에게 가이아나 전차수출 지원과 원전 동맹을 묶어 제안한다. 가이아나 계약이 성사되면 돕겠다는 조건부 답만 얻었으므로, 오래된 재벌 관계의 온도는 올라가도 로템 수출과 원전 참여는 전혀 결산되지 않는다.",L105102~L105272
604,604,DCA-N51C,N51C·북한 해킹방어와 몽골 석탄 증산·비축,9,4,8,0.29,0.25,0.10,0.26,0.10,북한이 센트리언 백신·치료제 기술을 노린 해킹을 벌여 정보 추적과 생존 불안이 급상승한다,L105448~L105609
607,607,DCA-N51D,N51D·호주 석탄과 가이아나 방산·유전 순방,7,5,7,0.18,0.14,0.31,0.08,0.29,중국 수입중단으로 막힌 호주 석탄을 태우가 사들이겠다고 모리슨에게 공식 제안한다. 가격·물량·기간을 확정하지 않은 채 한 부회장이 숨은 카드를 꺼낼 차례에서 끊어 거래의 실물보다 협상 수읽기가 회차를 붙든다.,L105926~L106110
608,608,DCA-N51D,N51D·호주 석탄과 가이아나 방산·유전 순방,6,9,7,0.17,0.17,0.27,0.09,0.30,"가이아나 100억 달러 국채계약과 유전·인프라 지분조건, 호주 석탄의 올해 1억 달러·내년 10억 달러 이상 장기계약이 한 회차에서 서명된다. 두 국가의 물질지급 뒤 세부 무기목록·몽골 비축·김태중의 베트남 계획이 다음 위험으로 남는다.",L106111~L106261
610,610,DCA-N51E,N51E·사이공은행 40조 불법대출·10조 비자금 공개,8,7,8,0.30,0.17,0.31,0.08,0.14,가이아나 30억 달러 군수계약과 스테이블코인 공격 준비를 보고받은 뒤 베트남의 40조 원 불법대출·10조 원 비자금 보고서를 공개한다. 압수·계좌동결·구속·정유회사 인수는 아직 없어 자료 공개와 정부 수습통로 확인에서 멈춘다.,L106420~L106590
611,611,DCA-N52,N52·김태중의 축구협회장 17표 역전,6,9,7,0.12,0.22,0.29,0.18,0.19,미아인 구속·정유회사 인수 보고로 앞 사건을 닫은 뒤 부산 축구장의 김태중으로 이동한다. 실물 지급과 조손 관계 전환을 함께 담은 혼합 회차다.,L106591~L106781
612,612,DCA-N52,N52·김태중의 축구협회장 17표 역전,6,7,7,0.22,0.11,0.37,0.17,0.13,김민재가 김태중의 축구협회장 출마 지원을 받아들이고 연 90억 원 기부·후원사 확대 방침을 정한다. 후반의 메타버스 글로벌 지분교환도 방침만 확정된 상태여서 조손 대화와 두 설계가 다음 득표·계약을 기다린다.,L106782~L106960
614,614,DCA-N52,N52·김태중의 축구협회장 17표 역전,7,8,7,0.20,0.18,0.36,0.15,0.11,"김태중이 17표로 축구협회장에 실제 당선돼 가족의 공적역할이 확정된다. 마이크로소프트는 메타버스 장기계약·주식교환에 긍정적일 뿐 계약과 주식지급은 없고, 델타 변이·중국 백신실패·바이든 방한이 새 외교압박을 연다.",L107162~L107325
615,615,DCA-N53,N53·바이든 방한·일본 차량칩과 중국 변이백신 양보,7,8,7,0.28,0.12,0.31,0.07,0.22,바이든에게 미국 반도체공장을 양보하고 중국 팹 자유와 미 국채 협력을 받아 태우의 미중 선택권을 지킨다,L107326~L107501
616,616,DCA-N53,N53·바이든 방한·일본 차량칩과 중국 변이백신 양보,7,9,8,0.23,0.14,0.27,0.06,0.30,르네사스 화재 뒤 일본 완성차에 칩을 주되 T충전망과 전기차 10년 계약을 묶어 태우 표준을 받아내게 한다,L107502~L107680
620,620,DCA-N53B,N53B·수에즈 조기 재개통과 우선통항·확장공사,8,9,8,0.29,0.27,0.12,0.18,0.14,"수에즈를 나흘 만에 열어 우선 통항권과 확장공사 약속을 받은 장면에서 앞 회차의 투입이 크게 결산된다. 곧바로 로나 스테이블코인의 구조적 허점을 공개하고 공매도를 시작해, 물류 보상을 금융 붕괴의 새 긴장으로 급전환한다.",L108187~L108349
624,624,DCA-N54,N54·중국 석탄난·기업농과 제주 자율주행 실증,6,7,7,0.22,0.20,0.32,0.13,0.13,최재석에게 제주 자율주행 실증과 기업농을 요구하고 국민경제당 후계자 선정까지 돕겠다고 약속한다,L108859~L109020
626,626,DCA-N54B,N54B·국민경제당 배신자·연변 돈주와 북한 장남망,8,7,7,0.20,0.26,0.30,0.16,0.08,유석훈에게 배신 증거를 넘겨 국민경제당 내 총질을 정리하고 북한 장남 정보는 내부처리로 묶는다,L109184~L109346
632,632,DCA-N55,N55·말리 리튬광산 탈환과 지분 5% 추가,9,5,8,0.19,0.39,0.18,0.14,0.10,말리 쿠데타로 리튬광산을 빼앗기자 MBS·로만 경로로 바그너를 투입해 피를 부르는 탈환전에 들어간다,L110172~L110332
637,637,DCA-N56,N56·리즈 인수·홀란드 계약과 베이징 외교,3,8,7,0.10,0.09,0.42,0.31,0.08,"과로하는 손자를 걱정하는 김태중에게 EPL 리즈 구단을 선물하겠다고 약속한다. 인수결정과 가족의 기대만 생긴 상태라 매도 측 인물·가격·성적연동 조건은 다음 화로 미루고, 조손의 휴식과 책임 대화에 시간을 둔다.",L111038~L111207
638,638,DCA-N56,N56·리즈 인수·홀란드 계약과 베이징 외교,6,6,7,0.14,0.16,0.34,0.13,0.23,"데이비드가 안드레아에게 성적에 따라 최대 1억 파운드를 주는 리즈 인수 옵션을 제시해 조건 합의를 얻는다. 협상 관계와 가격표는 닫히지만 EPL 심사와 소유권 이전은 남아, 선수·감독 영입의 기대를 서두르지 않는다.",L111208~L111361
639,639,DCA-N56,N56·리즈 인수·홀란드 계약과 베이징 외교,5,8,7,0.22,0.13,0.31,0.11,0.23,까다로운 재무·인성심사를 통과해 EPL 구단 인수승인을 받는다. 마지막에는 홀랜드와 감독 등 스타 전력을 채울 계획만 세우므로 승인이라는 지위 보상 뒤 실제 선수계약은 남겨 둔다.,L111362~L111532
643,643,DCA-N56B,N56B·북한 장남의 이 상무 돈·신뢰·CNC 복수,10,8,9,0.22,0.28,0.20,0.18,0.12,"명동 국화차 자리에서 조작 감별기, 비트코인 계좌 전액 탈취, 리규철·해킹세력·CNC·비자금의 장남 귀속이 실제 복수 영수증으로 나온다. 화 후반 베이징올림픽 폐막과 러시아 침공·유가 100달러가 그 개인결산을 덮어, 큰 보상 뒤 전쟁 정보·원자재 압박이 즉시 솟는 crossfade다.",L112068~L112240
647,647,DCA-N57B,N57B·니켈 마진콜 200억 보증과 광산·가격 안정,9,7,8,0.18,0.26,0.19,0.09,0.28,"시안이 니켈광산 양도와 200억 달러 지급보증 교환을 받아들이며 전 회차의 제안이 합의로 올라선다. 곧바로 LME에 마진콜 무기한 유예를 요청해 실제 광산 이전과 시간압박의 완성은 남겨 두며, 지급과 새 규제 협상을 분리한다.",L112743~L112917
651,651,DCA-N58,N58·SVB 1달러 인수와 모든 지분·경영권 이전,8,5,8,0.22,0.14,0.30,0.12,0.22,파월·옐런·FDIC 앞에서 예금자 유동성을 책임지는 대신 SVB를 1달러에 넘기라고 해 국가와 직접 흥정한다,L113409~L113563
652,652,DCA-N58,N58·SVB 1달러 인수와 모든 지분·경영권 이전,6,9,7,0.18,0.10,0.25,0.09,0.38,미 국채를 그대로 보유하고 유동성을 책임지는 조건으로 SVB를 1달러에 인수하고 예금보호까지 계약한다. 400억 달러 원전사업 약속도 함께 받아 자산·지위 보상이 집중되지만 은행 통합과 원전 수주는 이후 집행으로 분명히 남긴다.,L113564~L113713
653,653,DCA-N58,N58·SVB 1달러 인수와 모든 지분·경영권 이전,4,5,6,0.18,0.08,0.36,0.10,0.28,"다이먼에게 SVB와 연쇄 부실은행 통합을 맡기며 미국 금융망 확대의 책임을 건넨다. 김민재가 곡물·에너지 세계전략에서 그의 충성과 집행력을 되짚는 대화가 길어, 실제 통합 성과 없이 두 사람의 신뢰와 다음 임무만 확인한다.",L113714~L113857
654,654,DCA-N58,N58·SVB 1달러 인수와 모든 지분·경영권 이전,5,9,6,0.24,0.16,0.12,0.08,0.40,"금융타워가 SVB 모든 지분·경영권을 넘겨받고 뱅크런 없이 예치금·주가가 오르며 1면에 새 주인으로 실린다. 이 소유권 결산 뒤 기업농 성과와 직거래·전자상거래 유통개혁을 논의해, 앞쪽의 큰 물질 지급과 뒤쪽 국내 전환을 함께 보존한다.",L113858~L114028
661,661,DCA-N58B,N58B·명동 이 상무 처분·엔캐리와 로나 99% 폭락,6,9,7,0.13,0.18,0.28,0.14,0.27,"로나가 85달러에서 0.003달러 미만으로 99% 무너지고 시총 약 400억 달러의 절반가량, 약 200억 달러를 금융타워가 실제 흡수해 베릴이 공개 복권된다. 헤지펀드까지 합친 최소 총 300억 달러는 전망으로 남기고, 후반 김태중의 동남아 식량·러시아 에너지 순방 수락으로 물질봉우리에서 조손관계로 이동한다.",L115000~L115169
665,665,DCA-N59C,N59C·바이든·곡물메이저·사우디 증산 협상,7,6,7,0.22,0.14,0.34,0.20,0.10,빈 살만이 개막축제에 오자 김민재가 미·사우디 중재 가능성을 흘리고 미국 농업 연맹을 움직인 곡물카르텔을 되받을 관계 카드를 꺼낸다,L115641~L115809
666,666,DCA-N59C,N59C·바이든·곡물메이저·사우디 증산 협상,7,7,7,0.25,0.12,0.34,0.08,0.21,"사우디 중재 가능성을 백악관에 흘려 미국 대통령의 방한검토와 한국 금융안전판을 한 거래틀에 올린다. 이 화는 데이비드가 여론·일정의 퇴로를 막는 유인 단계이며, 실제 방문과 통화스와프·증시개혁의 구체 약속은 다음 화 이후다.",L115810~L115982
667,667,DCA-N59C,N59C·바이든·곡물메이저·사우디 증산 협상,6,8,8,0.18,0.10,0.39,0.09,0.24,바이든에게 금융타워를 보여 주고 반도체 특별대우를 받은 뒤 악수해 한국과 태우의 전략가치를 현직 대통령에게 확인받는다,L115983~L116146
669,669,DCA-N60,N60·로만·프리고진 보안메타버스와 동남아 보급선,6,7,7,0.15,0.12,0.42,0.23,0.08,"구단 급료와 생활비까지 막힌 로만의 목소리를 듣고 제재에 걸리지 않는 지원법을 찾겠다고 약속한다. 친구로 계속 연락하겠다는 말과 언젠가 EPL에서 다시 만나자는 약속이 로만을 붙들지만, 급료 우회가 실제로 해결되는 장면은 다음 화에 남는다.",L116315~L116471
670,670,DCA-N60,N60·로만·프리고진 보안메타버스와 동남아 보급선,6,4,8,0.22,0.15,0.35,0.22,0.06,"로만이 튀르키예에서 지친 프리고진과 마주 앉아 서로의 처지를 확인하는 대화가 회차 대부분을 차지한다. 김민재에게 조언을 구해 보자는 제안까지만 나오고 비밀연대나 지원계약은 없어, 두 남자의 불안과 수락 여부가 강한 관계 훅을 만든다.",L116472~L116638
671,671,DCA-N60,N60·로만·프리고진 보안메타버스와 동남아 보급선,7,7,7,0.21,0.19,0.31,0.17,0.12,로만·프리고진을 강 대위와 보안 메타버스에서 연결하고 동남아 에너지 수익을 줘 바그너의 생존선을 태우에 묶는다,L116639~L116798
672,672,DCA-N60,N60·로만·프리고진 보안메타버스와 동남아 보급선,6,5,6,0.29,0.13,0.30,0.10,0.18,"강 대위가 끓인 라면을 먹으며 바그너의 아프리카 활용과 곡물·원유카르텔의 트럼프 접근을 함께 점검한다. 현직 바이든과 차기 후보 양쪽에 선을 남기기로 하되 트럼프의 돌발행동을 통제하지 못해, 정치보험의 설계와 불안이 같은 대화 안에 머문다.",L116799~L116956
673,673,DCA-N60B,N60B·사우디 PIF 6000억 달러와 증산·원유숏,6,8,8,0.23,0.08,0.31,0.13,0.25,노르트스트림 차단 뒤 살만 국왕이 6천억 달러 PIF 전체를 맡기겠다고 해 김민재조차 말문을 잃는 초대형 신뢰 보상이 온다,L116957~L117120
675,675,DCA-N60B,N60B·사우디 PIF 6000억 달러와 증산·원유숏,5,9,6,0.30,0.14,0.20,0.12,0.24,"사우디가 맡기려는 네옴 공연장·통신망·해저케이블·행정IT의 규모와 비용을 사장들과 계산하고 이번 주 실무협상을 준비한다. 바그너의 보급난을 거친 뒤 하루 25만 배럴 증산 발표로 유가가 꺾이지만, 산업계약 서명과 공매도 수익은 아직 지급되지 않는다.",L117280~L117454
678,678,DCA-N61,N61·코리아 디스카운트 개혁과 1000억 달러 AI 데이터센터,5,8,6,0.22,0.15,0.30,0.07,0.26,오용재의 삼진이 AI폰·칩 협업을 수락하고 다른 한국 대기업도 참여해 태우 단독 상승이 시장 재평가로 넓어진다,L117766~L117948
679,679,DCA-N61,N61·코리아 디스카운트 개혁과 1000억 달러 AI 데이터센터,6,9,7,0.20,0.11,0.25,0.05,0.39,아마존·구글·MS·메타가 동등지분으로 1천억 달러 AI 데이터센터를 만들며 태우 반도체·전력 수요를 결집한다,L117949~L118111
683,683,DCA-N62,N62·N&K 기술탈취 계약위반·계좌동결과 체포,7,4,9,0.23,0.22,0.32,0.16,0.07,김남훈이 10분 안에 증거를 가져오겠다고 배신을 약속한다. 명단·계좌·비밀번호는 아직 전달 전이라 관계 균열과 미지급 질문에 머문다.,L118600~L118768
686,686,DCA-N62B,N62B·체코 원전 우선협상과 한아약품 경영권 인수,7,8,8,0.18,0.15,0.38,0.16,0.13,한아약품 모녀 지분을 20퍼센트 프리미엄에 사며 남보다 태우를 믿는 소현숙의 가족분열을 파고든다. 형제 쪽에는 정체가 아직 밝혀지지 않은 월가 사모펀드가 붙어 있어 모녀의 수락 뒤에도 과반 경영권은 남는다.,L119113~L119275
687,687,DCA-N62B,N62B·체코 원전 우선협상과 한아약품 경영권 인수,9,8,9,0.14,0.23,0.23,0.25,0.15,아폴로가 아들 지분을 금융타워에 넘겨 한아약품을 확보한 직후 북한 미사일이 남하해 기업 보상이 국가위기로 뒤집힌다,L119276~L119441
689,689,DCA-N63B,N63B·사우디 원화스와프와 유럽 원화금융,6,7,7,0.29,0.11,0.30,0.08,0.22,총리가 된 리강에게 장남 지원을 확인하고 걸프 통화스와프와 금융타워 자산으로 원화 결제망을 설계한다,L119594~L119759
690,690,DCA-N63B,N63B·사우디 원화스와프와 유럽 원화금융,6,6,7,0.27,0.09,0.30,0.08,0.26,사우디가 원화스와프·원화 원유결제를 말로 받아 실무협상이 시작되고 시장·환율이 반응한다. 유럽 9개국의 원전·방산 금융문의와 무이자대출 제안까지 이어지지만 서명된 국가간 계약은 없어 관계·정보에 오래 머물고 물질보상은 낮춘다.,L119760~L119910
694,694,DCA-N64B,N64B·동유럽 경제블록과 중국차 공동관세,7,7,7,0.27,0.12,0.35,0.08,0.18,폴란드 원전 설명회에서 동유럽 정상들에게 금융타워 자본과 방산·원전을 묶은 새 경제블록을 제안한다,L120356~L120504
695,695,DCA-N64B,N64B·동유럽 경제블록과 중국차 공동관세,7,8,8,0.19,0.10,0.38,0.06,0.27,방산·원전·연구투자를 묶어 동유럽 정상 전원의 동의를 얻고 독·프 중심 EU에 맞설 태우 우호권을 공식화한다,L120505~L120655
701,701,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,8,9,6,0.13,0.28,0.14,0.18,0.27,세계 최초 고체배터리 전기차 이오닉스 6천 대가 하루 만에 팔리고 10만 대 예약과 1년 대기열이 생긴다. 이 화는 초기 판매와 AI·15분 충전 반응을 지급하며 해외 로열티 계약은 아직 열리지 않는다.,L121403~L121548
703,703,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,8,6,8,0.24,0.19,0.35,0.14,0.08,전 계열사를 공장전환에 투입한 김민재가 리강 협상단을 맞아 완제품·투자만 내주고 기술이전은 거절한다. 마지막은 중국이 관계를 유지하려 어떤 대체조건을 내놓을지 묻지만 단독법인·특구·정상방한이라는 답은 아직 없다.,L121691~L121850
704,704,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,7,8,6,0.22,0.12,0.40,0.08,0.18,리강에게 고체배터리 기술을 주지 않고도 태우 단독 중국법인 특례와 시진핑 방한 약속을 받아 우위를 보존한다,L121851~L121997
707,707,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,9,4,8,0.12,0.14,0.43,0.26,0.05,김민재가 형제처럼 지낸 빈 살만에게 부산 엑스포 양보를 요구하자 처음으로 분위기가 차갑게 얼어붙는다,L122317~L122468
708,708,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,8,9,6,0.17,0.14,0.40,0.14,0.15,2034 월드컵과 네옴 완공 지원을 대안으로 내 사우디의 엑스포 포기를 받고 빈 살만과 다시 손을 맞잡는다,L122469~L122629
709,709,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,6,6,7,0.27,0.12,0.31,0.08,0.22,리즈 옵션으로 안드레아를 유럽 로비스트에 묶고 중국의 돼지고기·와인 보복을 EU 분열의 기회로 읽는다,L122630~L122798
710,710,DCA-N65,N65·오셔닉스·고체배터리와 사우디 부산엑스포 철회,7,9,8,0.18,0.24,0.24,0.10,0.24,사우디가 2030 엑스포 후보를 공식 철회하고 부산 지지로 돌아서며 아람코 0.6퍼센트 지분매각 계약서도 도착한다. 엑스포 외교의 큰 정치·물질 보상 뒤 유토피아의 엔비디아 보유설과 조지의 일본 D-DAY 결정이 긴장을 다시 연다.,L122799~L122944
712,712,DCA-N67,N67·중국 임시가입·경제특구와 철수 안전장치,7,5,7,0.29,0.10,0.37,0.12,0.12,시진핑이 자동차·산업동맹 가입과 전 업종 태우 특구를 제안해 한국이 미중 사이 선택권을 쥔 협상대에 선다,L123130~L123300
715,715,DCA-N67,N67·중국 임시가입·경제특구와 철수 안전장치,9,5,9,0.19,0.34,0.20,0.22,0.05,"중국특구는 철수권 조건과 계열사 진출준비까지만 진행된다. 마지막에 프리고진과 바그너 지도부가 러시아행을 택하지만 행군·점령·반란결과는 없어, 짧은 결정 한 번이 9점짜리 전쟁 훅을 만들고 실행보상은 다음으로 넘긴다.",L123643~L123789
716,716,DCA-N67B,N67B·바그너 반란 대응과 신속무기·북방 경제영토,9,6,8,0.24,0.28,0.23,0.16,0.09,바그너의 자금과 가스거점 장악 가능성을 읽고 한 부회장에게 장기 에너지 대응을 시켜 태우 지원의 대가를 준비한다,L123790~L123950
717,717,DCA-N67B,N67B·바그너 반란 대응과 신속무기·북방 경제영토,8,6,7,0.21,0.17,0.40,0.12,0.10,프리고진·로만이 보안 메타버스에서 태우 지원을 믿는 사이 자동차동맹은 중국기업을 권한 없는 임시회원으로 받는다,L123951~L124124
720,720,DCA-N67B,N67B·바그너 반란 대응과 신속무기·북방 경제영토,7,9,6,0.25,0.27,0.19,0.10,0.19,"미국의 항모운용안 수락, 무기선의 13일 내 수에즈 도착·무대기 통과, 폴란드 전투기와 우크라이나 재고 이전이 실제 군수 영수증이다. 뒤의 지린특구·북한·러시아 육로는 설계여서 행동봉우리 뒤 정보·경제영토 구상으로 속도를 낮춘다.",L124453~L124612
721,721,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,8,5,8,0.24,0.18,0.33,0.17,0.08,가스관을 쥔 바그너·우크라이나를 지렛대로 최재석과 러시아 중재를 맡는 순간 일본의 태우IT 지분 49퍼센트 강제안이 온다,L124613~L124802
722,722,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,9,6,7,0.14,0.34,0.20,0.21,0.11,"일본이 태우IT 지분 49퍼센트를 강제하자 협상 숫자를 더 맞추지 않고 일본 철수를 선언하게 한다. 서비스 축소 준비가 즉시 움직여 행동과 감정의 압력이 높지만, 업계·소비자·정권이 치를 비용은 아직 반응 전이라 훅을 과장하지 않는다.",L124803~L124955
724,724,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,8,7,9,0.22,0.16,0.41,0.13,0.08,전쟁 이전선·가스관·횡단철도·한국투자 패키지를 차례로 내밀고 바그너 반란 종식까지 약속한다. 푸틴은 마지막에 천천히 고개를 끄덕일 뿐 구체 조건과 최종 합의는 다음 화에 남는다.,L125112~L125254
725,725,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,9,6,9,0.18,0.25,0.34,0.18,0.05,푸틴의 조건부 승낙 뒤 강경파가 막기 전에 흑해의 프리고진을 설득하려 태우선박으로 급히 향한다,L125255~L125407
726,726,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,8,8,7,0.15,0.26,0.39,0.15,0.05,"프리고진에게 아프리카 사업과 안전한 퇴장을 보장해 바그너 반란 종식 합의를 얻은 뒤 미국으로 향한다. 후반은 백악관 설득자료·PMC 계약 직전 준비를 빠르게 배치하지만, 미국에서 꺼낼 구체 위협과 거래내용은 아직 공개되지 않는다.",L125408~L125577
727,727,DCA-N68,N68·푸틴·프리고진·서방·젤렌스키 휴전 중재,8,4,8,0.20,0.14,0.40,0.19,0.07,바이든에게 하마스 사전방어비와 우크라이나 설득 실패비용까지 태우가 책임지겠다고 해 그룹 미래를 건 도박을 던진다,L125578~L125735
